field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2000],[2002],[2001],[1999]
. Chi phí quản lý doanh nghiệp__1,390963935281.0,262846538239.0,215826332744.0,148453141502.0,132200222021.0,114109353980.0,52837446930.0,24231498561.0,17717313454.0,16374164346.0,9750138429.0,10735188430.0,10273465419.0,4739196336.0,3903720698.0,3384588314.0,2471468008.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-208680335.0,33374481296.0,41612916258.0,18661471266.0,89080431990.0,107771290407.0,59672928759.0,30826736998.0,13798310173.0,8025779387.0,8929831721.0,10576865247.0,10389039487.0,8429170188.0,6067967075.0,9102090627.0,8053531833.0,,,,,,
. Thu nhập khác__1,54712848572.0,5998221931.0,14646883733.0,18867331376.0,7349869216.0,9680422902.0,3519254001.0,1085040613.0,640017908.0,5655676954.0,9629702667.0,77611615.0,4516476141.0,589885595.0,471466091.0,8130881.0,,,,,,,
. Chi phí khác__1,11029042919.0,6407929579.0,16580767331.0,22348320558.0,9430106283.0,2501683575.0,1678439339.0,3115945222.0,427164004.0,4775378042.0,3393894176.0,591023446.0,3260907100.0,191575040.0,452176113.0,33614389.0,,,,,,,
. Lợi nhuận khác__1,43683805653.0,-409707648.0,-1933883598.0,-3480989182.0,-2080237067.0,7178739327.0,1840814662.0,-2030904609.0,212853904.0,880298912.0,6235808491.0,-513411831.0,1255569041.0,398310555.0,19289978.0,-25483508.0,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,43475125318.0,32964773648.0,39679032660.0,15180482084.0,87000194923.0,114950029734.0,61513743421.0,28795832389.0,14011164077.0,8906078299.0,15314336691.0,10063453416.0,11644608528.0,8827480743.0,6087257053.0,9076607119.0,8053531833.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,40802723528.0,15303019690.0,19936804818.0,8419633031.0,16691041118.0,19943167183.0,8254148305.0,5941402339.0,2242065615.0,729431704.0,2570303477.0,1252166888.0,1443039708.0,2924146391.0,852215987.0,2541449993.0,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-20073795105.0,-9423451518.0,-7355076676.0,-5485430585.0,-2191353993.0,-1420634013.0,92100643.0,-53489827.0,46416605.0,-66440361.0,77219127.0,,,-1571728685.0,,-2541449993.0,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,22746196895.0,27085205476.0,27097304518.0,12246279638.0,72500507798.0,96427496564.0,53167494473.0,22907919877.0,11722681857.0,8243086956.0,12518117608.0,8811286528.0,10201568820.0,7475063037.0,5235041066.0,9076607119.0,8053531833.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,14403139517.0,13752540997.0,5973770524.0,-2903477161.0,-10848811396.0,10077740953.0,8109090201.0,25609821.0,23420664.0,310781306.0,215952515.0,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,8343057378.0,13332664479.0,21123533994.0,15149756799.0,83349319194.0,86349755611.0,45058404272.0,22882310056.0,11699261193.0,7932305650.0,12302165093.0,8811286528.0,10201568820.0,7475063037.0,5235041066.0,9076607119.0,8053531833.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,76.0,132.0,211.0,214.0,1957.0,3881.0,4266.0,6676.0,3426.0,2323.0,3602.0,2580.0,2976.0,2796.0,2618.0,7055.0,150.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,76.0,132.0,211.0,214.0,1957.0,3881.0,4266.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,4841742321035.0,3129321210460.0,,,1409848479830.0,898455742195.0,491185605860.0,330291081811.0,198696000899.0,165878252996.0,154557829979.0,136597549550.0,,93429315571.0,86223146812.0,61140420951.0,46683220915.0,,,,,,
. Tiền và các khoản tương đương tiền__1,450919639113.0,195259657019.0,,,307873206677.0,154838423715.0,117919781424.0,8709757845.0,7616394479.0,3924102287.0,13204470739.0,10361064826.0,,1297950042.0,2060370675.0,2489820883.0,1907982359.0,,,,,,
..Tiền__1,321432941273.0,88159679583.0,,,164659383658.0,132642385258.0,98886448090.0,8709757845.0,7616394479.0,3924102287.0,13204470739.0,10361064826.0,,1297950042.0,2060370675.0,2489820883.0,1907982359.0,,,,,,
..Các khoản tương đương tiền__1,129486697840.0,107099977436.0,,,143213823019.0,22196038457.0,19033333334.0,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,1606340627647.0,1248416275175.0,,,102904908165.0,19622200000.0,20468270709.0,9370000000.0,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,37591090000.0,48257760000.0,,,64650000000.0,1399000000.0,6000000000.0,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,-231800000.0,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,1568749537647.0,1200158515175.0,,,38254908165.0,18455000000.0,14468270709.0,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,1430601792950.0,1003664769263.0,,,636129663319.0,385259763468.0,238557989404.0,206706077283.0,109726249017.0,85425491648.0,77057186892.0,81868861447.0,,62332088440.0,49925223326.0,39487030709.0,30407865931.0,,,,,,
..Phải thu khách hàng__1,1201429852863.0,812842825543.0,,,340343097622.0,317193910698.0,202305779589.0,174847298934.0,95324265818.0,82205699733.0,73699661409.0,77339411407.0,,58029417183.0,45943496507.0,36738355583.0,29567434459.0,,,,,,
..Trả trước cho người bán__1,189053561224.0,198848982542.0,,,278724673704.0,51460311880.0,45328204340.0,7991304348.0,14514342321.0,8325047716.0,5728346971.0,7272893340.0,,4065925035.0,3972460161.0,2748675126.0,840431472.0,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,20670000000.0,3810000000.0,,,810000000.0,32297314606.0,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,108804039759.0,56667391469.0,,,54558483237.0,20804231195.0,14246391980.0,31860867085.0,6668117690.0,1430733881.0,957955456.0,233390277.0,,236746222.0,9266658.0,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-89355660896.0,-68504430291.0,,,-38306591244.0,-36496004911.0,-23358595294.0,-7993393084.0,-6780476812.0,-6535989682.0,-3328776944.0,-2976833577.0,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,36208789.0,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,1250738995933.0,593256385880.0,,,314352967333.0,305354892565.0,110515788914.0,96738487417.0,68737761681.0,72128267641.0,59248806518.0,40336393998.0,,26247625334.0,32279545575.0,17077891394.0,13115927687.0,,,,,,
.. Hàng tồn kho__1,1268088533883.0,598131514504.0,,,318492689331.0,307736710475.0,112862588827.0,99867047396.0,68737761681.0,73253570193.0,59491961173.0,40336393998.0,,26247625334.0,32279545575.0,17077891394.0,13115927687.0,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,-17349537950.0,-4875128624.0,,,-4139721998.0,-2381817910.0,-2346799913.0,-3128559979.0,,-1125302552.0,-243154655.0,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,103141265392.0,88724123123.0,,,48587734336.0,33380462447.0,3723775409.0,8766759266.0,12615595722.0,4400391421.0,5047365831.0,4031229279.0,,3551651755.0,1958007236.0,2085677965.0,1251444938.0,,,,,,
.. Chi phí trả trước ngắn hạn__1,17050905837.0,13126548771.0,,,11086155850.0,3055449626.0,429531754.0,587568799.0,321515277.0,13416724.0,44121712.0,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,81091166706.0,73487569644.0,,,35608121344.0,25331229140.0,2360796368.0,390270483.0,4924378449.0,,,1538850663.0,,390240381.0,,164753456.0,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,4999192849.0,2110004708.0,,,1893457142.0,4993783681.0,933447287.0,,89937843.0,1126413654.0,1000000.0,9091805.0,,,599523753.0,1680000.0,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,7788919984.0,7279764153.0,3260561043.0,5002244119.0,2483286811.0,,3161411374.0,1358483483.0,1919244509.0,1251444938.0,,,,,,
II - TÀI SẢN DÀI HẠN__1,9380959346815.0,6602436414126.0,,,2442802258291.0,1620012661415.0,225639858642.0,86624493666.0,83819285729.0,76321240463.0,86524030683.0,84110994093.0,,45475559413.0,29488627425.0,18085860802.0,12412325865.0,,,,,,
. Các khoản phải thu dài hạn__1,44397351614.0,40821050669.0,,,25105740884.0,14258104132.0,3554542402.0,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,44397351614.0,40821050669.0,,,25105740884.0,14258104132.0,3554542402.0,,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,7613793893531.0,5360698300638.0,,,1690763833148.0,1197703915179.0,135181964110.0,72922283315.0,80128441568.0,73274845543.0,80994817937.0,67956180547.0,,35072856137.0,19884058187.0,17408992412.0,12003963000.0,,,,,,
.. Tài sản cố định hữu hình__1,5358215325753.0,4686309351838.0,,,1425144449995.0,1072644347477.0,110290986601.0,48806485928.0,52830054633.0,60001106386.0,70130106208.0,65072904565.0,,31413690553.0,19668658062.0,9873982562.0,4653646643.0,,,,,,
- Nguyên giá__1,9103472148138.0,7018397329782.0,,,2040640428768.0,1578816468223.0,240129998317.0,133668949948.0,126563033047.0,118061535790.0,116893641214.0,99932856960.0,,54024854527.0,38711512019.0,23893692538.0,17255608516.0,,,,,,
- Giá trị hao mòn luỹ kế__1,-3745256822385.0,-2332087977944.0,,,-615495978773.0,-506172120746.0,-129839011716.0,-84862464020.0,-73732978414.0,-58060429404.0,-46763535006.0,-34859952395.0,,-22611163974.0,-19042853957.0,-14019709976.0,-12601961873.0,,,,,,
.. Tài sản cố định thuê tài chính__1,244442236218.0,303300753048.0,,,226825032285.0,95059647472.0,20880956842.0,21068501212.0,23624543983.0,8226647223.0,10597195005.0,2792737382.0,,,,5485377182.0,7350316357.0,,,,,,
- Nguyên giá__2,339389026561.0,400241355595.0,,,283373692658.0,139384177507.0,24784924148.0,27611085260.0,27003929600.0,15381758550.0,14786300517.0,5585474315.0,,,,7180857402.0,7898847429.0,,,,,,
- Giá trị hao mòn luỹ kế__2,-94946790343.0,-96940602547.0,,,-56548660373.0,-44324530035.0,-3903967306.0,-6542584048.0,-3379385617.0,-7155111327.0,-4189105512.0,-2792736933.0,,,,-1695480220.0,-548531072.0,,,,,,
.. Tài sản cố định vô hình__1,2011136331560.0,371088195752.0,,,38794350868.0,29999920230.0,4010020667.0,2761042379.0,2818564091.0,,,,,,,,,,,,,,
- Nguyên giá__3,2085493947988.0,386958276224.0,,,43762402668.0,34276845218.0,4125064091.0,2818564091.0,2818564091.0,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__3,-74357616428.0,-15870080472.0,,,-4968051800.0,-4276924988.0,-115043424.0,-57521712.0,,,,,,,,,,,,,,,
. Bất động sản đầu tư__1,,,,,,,,,,,2441030000.0,2441030000.0,,2441030000.0,2441030000.0,,,,,,,,
- Nguyên giá__4,,,,,,,,,,,2441030000.0,2441030000.0,,2441030000.0,2441030000.0,,,,,,,,
- Giá trị hao mòn luỹ kế__4,,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dở dang dài hạn__1,397990700595.0,172932930937.0,,,145980309279.0,67581174237.0,11148162572.0,,,,,,,,,,,,,,,,
". Chi phí sản xuất, kinh doanh dở dang dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí xây dựng cơ bản dở dang__1,397990700595.0,172932930937.0,,,145980309279.0,67581174237.0,11148162572.0,,,,,,,,,,,,,,,,
. Đầu tư tài chính dài hạn__1,950641150092.0,625474285478.0,,,218772691397.0,144246752000.0,46437662000.0,,,,,,,,,,,,,,,,
. Đầu tư vào công ty con__1,,,,,,,,,,,,12829708354.0,,,,,,,,,,,
". Đầu tư vào công ty liên kết, liên doanh__1",574863918873.0,508587465218.0,,,100733001397.0,,28207062000.0,,,,,,,7000000000.0,7000000000.0,,,,,,,,
. Đầu tư góp vốn vào đơn vị khác__1,3856420260.0,3856420260.0,,,113039690000.0,141246752000.0,15230600000.0,,,,,,,,,,,,,,,,
. Dự phòng giảm giá đầu tư dài hạn__1,,,,,,,,,,,,,,,-387885595.0,,,,,,,,
. Đầu tư nắm giữ đến ngày đáo hạn__1,371920810959.0,113030400000.0,,,5000000000.0,3000000000.0,3000000000.0,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__1,374136250983.0,402509846404.0,,,362179683583.0,196222715867.0,29317527558.0,3150014682.0,3603769936.0,3046394920.0,3088182746.0,884075192.0,,961673276.0,551424833.0,676868390.0,408362865.0,,,,,,
. Chi phí trả trước dài hạn__1,129424841827.0,113270299941.0,,,30069618696.0,9306394682.0,5880274423.0,1146452121.0,1518221580.0,1102097225.0,1261645604.0,96175898.0,,44740544.0,551424833.0,308384490.0,1889765.0,,,,,,
. Tài sản thuế thu nhập hoãn lại__1,,,,,,326675799.0,,92100643.0,38610816.0,85027421.0,18587060.0,,,,,,,,,,,,
". Thiết bị, vật tư, phụ tùng thay thế dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__2,,,,,,,,1911461918.0,2046937540.0,1859270274.0,1807950082.0,787899294.0,,916932732.0,,368483900.0,406473100.0,,,,,,
". Ký quỹ, ký cược dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,
. Lợi thế thương mại__1,244711409156.0,289239546463.0,,,332110064887.0,186589645386.0,23437253135.0,65305669.0,87074225.0,,,,,,,,,,,,,,
Tổng cộng tài sản__1,14222701667850.0,9731757624586.0,,,3852650738121.0,2518468403610.0,716825464502.0,416915575477.0,282515286628.0,242199493459.0,241081860662.0,220708543643.0,,138904874984.0,115711774237.0,79226281753.0,59095546780.0,,,,,,
I - NỢ PHẢI TRẢ__1,10224530585004.0,6976901688410.0,,,2884224897351.0,1963758746032.0,450841272946.0,305834100261.0,192135007824.0,154684876389.0,154330564920.0,143976964157.0,,73281692673.0,81495161555.0,45875655812.0,45353453933.0,,,,,,
. Nợ ngắn hạn__1,3993779922009.0,2574316418170.0,,,1291620341069.0,874784665857.0,425964421940.0,297101549618.0,176321355268.0,141728029407.0,132859666532.0,132755805146.0,,62188326575.0,77588730555.0,38264377324.0,40215880131.0,,,,,,
.. Phải trả người bán ngắn hạn__1,776875586216.0,291454746910.0,,,108063763331.0,69522175440.0,22991638166.0,,,,,,,,,,,,,,,,
.. Người mua trả tiền trước ngắn hạn__1,49510524454.0,135119160282.0,,,6586739594.0,7912260634.0,7862756725.0,,,,,,,,,,,,,,,,
..Thuế và các khoản phải nộp Nhà nước__1,48711825805.0,25056554724.0,,,4705061517.0,6912817991.0,2904062886.0,13085742972.0,6989981215.0,7204150461.0,3550775276.0,2841207314.0,,1341805683.0,-10612023.0,255428302.0,1510376244.0,,,,,,
.. Phải trả người lao động__1,88961019902.0,57872446873.0,,,12643813693.0,19668827679.0,5797540068.0,4961447893.0,4447878796.0,2098661420.0,862605745.0,917444862.0,,658168910.0,1759974916.0,286941161.0,297066735.0,,,,,,
.. Chi phí phải trả ngắn hạn__1,152855256408.0,95815502826.0,,,12346505793.0,6543956407.0,1652088315.0,,,,,,,,,,,,,,,,
.. Phải trả nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,177614687.0,177614687.0,,,,,,
.. Doanh thu chưa thực hiện ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả ngắn hạn khác__1,245216754351.0,257255852066.0,,,80268733603.0,9200297706.0,3632406030.0,,,,,,,,,,,,,,,,
.. Vay và nợ thuê tài chính ngắn hạn__1,2612916405375.0,1694854951146.0,,,1064565499167.0,751879335041.0,377029470505.0,,,,,,,,,,,,,,,,
.. Dự phòng phải trả ngắn hạn__1,6898373420.0,8445191990.0,,,,,753899710.0,,,,,,,,,,,,,,,,
". Quỹ khen thưởng, phúc lợi__1",11834176078.0,8442011353.0,,,2440224371.0,3144994959.0,3340559535.0,,,,,,,,,,,,,,,,
.. Quỹ bình ổn giá__1,,,,,,,,,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,,
. Nợ dài hạn__1,6230750662995.0,4402585270240.0,,,1592604556282.0,1088974080175.0,24876851006.0,8732550643.0,15813652556.0,12956846982.0,21470898388.0,11221159011.0,,11093366098.0,3906431000.0,7611278488.0,5137573802.0,,,,,,
.. Phải trả dài hạn người bán__1,56433975235.0,26655630356.0,,,,,,,,,,,,,,,,,,,,,
. Người mua trả tiền trước dài hạn__1,22917666487.0,,,,,,,,,,,,,,,,,,,,,,
. Chi phí phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải trả nội bộ về vốn kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải trả dài hạn nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu chưa thực hiện dài hạn__1,407674193.0,640630883.0,,,,,,,,,,,,,,,,,,,,,
.. Phải trả dài hạn khác__1,966389040962.0,372029274329.0,,,575421179569.0,316668910279.0,,,,89792000.0,89792000.0,89792000.0,,89792000.0,89792000.0,89792000.0,89792000.0,,,,,,
. Vay và nợ thuê tài chính dài hạn__1,4663767612938.0,3802391270977.0,,,963051953212.0,743502770578.0,24876851006.0,,,,,,,,,,,,,,,,
. Trái phiếu chuyển đổi__1,,,,,,,,,,,,,,,,,,,,,,,
. Thuế thu nhập hoãn lại phải trả__1,520834693180.0,200868463695.0,,,54131423501.0,28802399318.0,,,,,,,,,,,,,,,,,
.. Dự phòng phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Quỹ phát triển khoa học và công nghệ__1,,,,,,,,,,,,,,,,,,,,,,,
II - VỐN CHỦ SỞ HỮU__1,3998171082846.0,2754855936176.0,,,968425840770.0,554709657578.0,265984191556.0,110778491905.0,90102905311.0,84154333497.0,83620427062.0,76731579486.0,,65623182311.0,34216612682.0,33350625941.0,13742092847.0,,,,,,
I. Vốn chủ sở hữu__1,3998171082846.0,2754855936176.0,,,968425840770.0,554709657578.0,265984191556.0,,,,,,,,,,,,,,,,
. Vốn góp của chủ sở hữu__1,1189099130000.0,1091544930000.0,,,500092720000.0,300056240000.0,135071410000.0,,,,,,,,,,,,,,,,
- Cổ phiếu phổ thông có quyền biểu quyết__1,1189099130000.0,,,,500092720000.0,,135071410000.0,,,,,,,,,,,,,,,,
- Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,,
. Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,,
. Thặng dư vốn cổ phần__1,270786128816.0,166561745656.0,,,29002900000.0,29155000000.0,16905000000.0,,,,,,,,,,,,,,,,
. Quyền chọn chuyển đổi trái phiếu__1,,,,,,,,,,,,,,,,,,,,,,,
. Vốn khác của chủ sở hữu__1,45780003942.0,44244629968.0,,,12757228445.0,15794216721.0,11782176721.0,,,,,,,,,,,,,,,,
. Cổ phiếu quỹ (*)__1,-28342000.0,-28342000.0,,,-342000.0,-342000.0,-342000.0,,,,,,,,,,,,,,,,
. Chênh lệch đánh giá lại tài sản__1,,,,,,,,,,,,,,,,,,,,,,,
. Chênh lệch tỷ giá hối đoái__1,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ đầu tư phát triển__1,25546900231.0,16597100265.0,,,726040131.0,2746814635.0,25035999802.0,,,,,,,,,,,,,,,,
. Quỹ hỗ trợ sắp xếp doanh nghiệp__1,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ khác thuộc vốn chủ sở hữu__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế chưa phân phối__1,6842342533.0,21143590833.0,,,138581969225.0,86136965208.0,40291857999.0,,,,,,,,,,,,,,,,
- LNST chưa phân phối lũy kế đến cuối kỳ trước__1,2065959522.0,12321212625.0,,,123772160439.0,4536730384.0,270562588.0,,,,,,,,,,,,,,,,
- LNST chưa phân phối kỳ này__1,4776383011.0,8822378208.0,,,14809808786.0,81600234824.0,40021295411.0,,,,,,,,,,,,,,,,
. Nguồn vốn đầu tư XDCB__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi ích cổ đông không kiểm soát__1,2460144919324.0,1414792281454.0,,,287265324969.0,120820763014.0,36898089034.0,,,,,,,,,,,,,,,,
. Phụ trội hợp nhất công ty con__1,,,,,,,,,,,,,,,,,,,,,,,
. Nguồn kinh phí và các quỹ khác__1,,,,,,,,,,,,,,-344692436.0,798949475.0,924905823.0,28058200.0,,,,,,
.. Nguồn kinh phí__1,,,,,,,,,,,,,,,,,,,,,,,
.. Nguồn kinh phí đã hình thành TSCĐ__1,,,,,,,,,,,,,,,,,,,,,,,
III - LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ__1,,,,,,,,302983311.0,277373493.0,3360283574.0,3130868680.0,,,,,,,,,,,,
Tổng cộng nguồn vốn__1,14222701667850.0,9731757624586.0,,,3852650738121.0,2518468403610.0,716825464502.0,416915575477.0,282515286628.0,242199493459.0,241081860662.0,220708543643.0,,138904874984.0,115711774237.0,79226281753.0,59095546780.0,,,,,,
.. Đầu tư ngắn hạn__1,,,,,,,,9370000000.0,,,,,,,,,,,,,,,
.. Dự phòng giảm giá đầu tư ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu chính phủ__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,
.. Chi phí xây dựng cơ bản dở dang__1,,,,,,,,286253796.0,855278861.0,5047091934.0,267516724.0,90538600.0,,3659165584.0,215400125.0,2049632668.0,,,,,,,
. Các khoản đầu tư tài chính dài hạn__1,,,,,,,,10486890000.0,,,,12829708354.0,,7000000000.0,6612114405.0,,,,,,,,
. Đầu tư dài hạn khác__1,,,,,,,,10486890000.0,,,,,,,,,,,,,,,
.. Vay và nợ ngắn hạn__1,,,,,,,,249785478014.0,132044818782.0,109178090973.0,99203103878.0,99675188503.0,,46043592715.0,38963442258.0,19090062545.0,18202079847.0,,,,,,
.. Phải trả người bán__1,,,,,,,,18382710949.0,23090096666.0,15458529831.0,20854081420.0,19631906994.0,,9229636444.0,24766547435.0,9834047672.0,17257144033.0,,,,,,
.. Người mua trả tiền trước__1,,,,,,,,5957810264.0,6809301616.0,5710064342.0,5219728214.0,8886028661.0,,4362899409.0,5053947594.0,3070242760.0,2565217804.0,,,,,,
.. Chi phí phải trả__1,,,,,,,,417048749.0,789739083.0,2850023546.0,2325571645.0,37076200.0,,117397472.0,,6228630.0,,,,,,,
.. Phải trả nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,
".. Các khoản phải trả, phải nộp ngắn hạn khác__1",,,,,,,,4517839900.0,3734254605.0,1297484003.0,844448151.0,431458309.0,,434825942.0,7055430375.0,5543811567.0,206380781.0,,,,,,
.. Quỹ khen thưởng phúc lợi__1,,,,,,,,-6529123.0,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu chính phủ__2,,,,,,,,,,,,,,,,,,,,,,,
.. Doanh thu chưa thực hiện__1,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ thưởng ban quản lý điều hành công ty__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả dài hạn nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,
.. Vay và nợ dài hạn__1,,,,,,,,8732550643.0,15813652556.0,12867054982.0,21381106388.0,11131367011.0,,11003574098.0,3816639000.0,7521486488.0,5047781802.0,,,,,,
