field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,715253026190.0,700309398273.0,960833511473.0,868824159686.0,863496777241.0,812951989120.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,467436480.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,715253026190.0,700309398273.0,960833511473.0,868824159686.0,863496777241.0,812484552640.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,648128086598.0,634603394080.0,839230002949.0,792284970183.0,766325923319.0,718141828837.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,67124939592.0,65706004193.0,121603508524.0,76539189503.0,97170853922.0,94342723803.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,2493869704.0,5915041764.0,3617220258.0,700334332.0,1691057587.0,453679425.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,878647713.0,7111420994.0,9952360490.0,11866818659.0,12509771517.0,16449206290.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,878647713.0,7111420396.0,9952360490.0,11848780198.0,12476689873.0,16439222085.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,985616364.0,976819134.0,1404493820.0,1177222999.0,1233273136.0,1140864909.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,23253599139.0,24620339037.0,24563526487.0,24239152837.0,24829898665.0,24324774833.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,44500946080.0,38912466792.0,89300347985.0,39956329340.0,60288968191.0,52881557196.0,,,,,,,,,,,,,,
. Thu nhập khác__1,749082761.0,582186556.0,614415796.0,667931475.0,591247426.0,3077536180.0,,,,,,,,,,,,,,
. Chi phí khác__1,952906658.0,14947704.0,1755732.0,71072404.0,,346102080.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-203823897.0,567238852.0,612660064.0,596859071.0,591247426.0,2731434100.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,44297122183.0,39479705644.0,89913008049.0,40553188411.0,60880215617.0,55612991296.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,8716921109.0,7990184800.0,21351675210.0,8264271487.0,12560585352.0,5932174966.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,471505992.0,-2512245150.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,35108695082.0,34001765994.0,68561332839.0,32288916924.0,48319630265.0,49680816330.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,35108695082.0,34001765994.0,68561332839.0,32288916924.0,48319630265.0,49680816330.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,649.0,620.0,1350.0,564.0,820.0,872.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,820.0,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,199941625165.0,187973676734.0,218590766332.0,202171661011.0,125010181918.0,260184705124.0,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,77827647594.0,32255619506.0,13608853476.0,17526002982.0,14826986462.0,104149314987.0,,,,,,,,,,,,,,
..Tiền__1,,,,,14826986462.0,3649314987.0,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,100500000000.0,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,50000000000.0,60000000000.0,80000000000.0,32000000000.0,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,50000000000.0,60000000000.0,80000000000.0,32000000000.0,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,18671346129.0,26969839771.0,39186732203.0,63671607874.0,33333643371.0,56188559327.0,,,,,,,,,,,,,,
..Phải thu khách hàng__1,13857907145.0,24862652389.0,37980039856.0,62471879208.0,30086771000.0,50332904477.0,,,,,,,,,,,,,,
..Trả trước cho người bán__1,3439672376.0,626820000.0,890998440.0,440179720.0,1924757582.0,2940320460.0,,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,1373766608.0,1577867382.0,413193907.0,759548946.0,1322114789.0,2915334390.0,,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,,-97500000.0,-97500000.0,,,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,53141316195.0,68168930135.0,85252708874.0,87205047650.0,75074714165.0,98162620238.0,,,,,,,,,,,,,,
