field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,147398669335.0,151919850016.0,149233130820.0,122353977512.0,113414797457.0,88295769002.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,162427056.0,75589057.0,31456233.0,117884784.0,58199210.0,3858448.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,147236242279.0,151844260959.0,149201674587.0,122236092728.0,113356598247.0,88291910554.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,94573396107.0,101170605315.0,99457725920.0,74752914694.0,66733236999.0,50415766696.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,52662846172.0,50673655644.0,49743948667.0,47483178034.0,46623361248.0,37876143858.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,3595758492.0,5199178732.0,5273409051.0,5515207689.0,4037138769.0,4102005835.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,,,,1076864387.0,,82186718.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,1033280567.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,31256349752.0,30326724015.0,34507916673.0,30969532115.0,29488894172.0,24781367020.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,14819072486.0,15518161372.0,14417203006.0,13752202115.0,15385278670.0,12782574611.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,10183182426.0,10027948989.0,6092238039.0,7199787106.0,5786327175.0,4332021344.0,,,,,,,,,,,,,,
. Thu nhập khác__1,1953845883.0,1175644193.0,1061178099.0,845365695.0,1360254758.0,429072635.0,,,,,,,,,,,,,,
. Chi phí khác__1,73302239.0,13394332.0,68296515.0,,7860514.0,4662236.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,1880543644.0,1162249861.0,992881584.0,845365695.0,1352394244.0,424410399.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,12063726070.0,11190198850.0,7085119623.0,8045152801.0,7138721419.0,4756431743.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,1688921650.0,1568503046.0,1527473736.0,1815686673.0,1429316388.0,952218796.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,10374804420.0,9621695804.0,5557645887.0,6229466128.0,5709405031.0,3804212947.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,10374804420.0,9621695804.0,5557645887.0,6229466128.0,5709405031.0,3804212947.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,457.0,424.0,199.0,213.0,173.0,147.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,457.0,424.0,199.0,213.0,173.0,147.0,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,117819970045.0,124024843906.0,119152401622.0,116866358061.0,120015705710.0,107593343315.0,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,32195414649.0,18526705098.0,22649040080.0,23779776399.0,75503745670.0,90213205149.0,,,,,,,,,,,,,,
