field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2003],[2002],[2001],[2004],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,53351062480.0,57137746005.0,69635598914.0,66332377000.0,67836812732.0,82245318682.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,53351062480.0,57137746005.0,69635598914.0,66332377000.0,67836812732.0,82245318682.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,39739413515.0,43467120085.0,55586547668.0,53578824508.0,52605200089.0,57165970024.0,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,13611648965.0,13670625920.0,14049051246.0,12753552492.0,15231612643.0,25079348658.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,2637697175.0,2666378022.0,1616739680.0,1168745121.0,1032094990.0,1259925762.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,9584618.0,404276119.0,35853560.0,46645115.0,51925422.0,223819350.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,20911066.0,94450524.0,171358595.0,223055643.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1260800567.0,1526140743.0,1532540509.0,1464063077.0,1349310652.0,1325743608.0,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,8778875224.0,9041536758.0,8910019174.0,8356113294.0,11001628529.0,10273929704.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,6200085731.0,5365050322.0,5187377683.0,4055476127.0,3860843030.0,14515781758.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,5963173.0,6330586.0,37212680.0,25909142.0,146098992.0,41728507.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,2200.0,2.0,8651000.0,31115870.0,21886419.0,188490061.0,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,5960973.0,6330584.0,28561680.0,-5206728.0,124212573.0,-146761554.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,6206046704.0,5371380906.0,5215939363.0,4050269399.0,3985055603.0,14369020204.0,,,,,,,,,,,,,,,,
