field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,87880062103.0,96940438982.0,91646966760.0,81836145115.0,74000957897.0,48952675758.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,87880062103.0,96940438982.0,91646966760.0,81836145115.0,74000957897.0,48952675758.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,68926726208.0,74738596137.0,71104710733.0,67692126285.0,58967296998.0,39408327703.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,18953335895.0,22201842845.0,20542256027.0,14144018830.0,15033660899.0,9544348055.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,303829489.0,517300340.0,23767385.0,96596055.0,325782547.0,101466180.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,102653560.0,215114374.0,146879853.0,168937879.0,95633434.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,102653560.0,128814607.0,61604113.0,86960279.0,13655834.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,10689061330.0,13737719305.0,12244692330.0,10564837748.0,12276115715.0,7475981015.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,8465450494.0,8766309506.0,8174451229.0,3506839258.0,2987694297.0,2169833220.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,170133280.0,2768000.0,77654545.0,3243000.0,92853722.0,37751868.0,,,,,,,,,,,,,,,
. Chi phí khác__1,932733774.0,153877506.0,759526482.0,61167511.0,91548019.0,187585088.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-762600494.0,-151109506.0,-681871937.0,-57924511.0,1305703.0,-149833220.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,7702850000.0,8615200000.0,7492579292.0,3448914747.0,2989000000.0,2020000000.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,1210941728.0,1231422852.0,1656481155.0,708716452.0,630509604.0,439017017.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,6491908272.0,7383777148.0,5836098137.0,2740198295.0,2358490396.0,1580982983.0,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,6491908272.0,7383777148.0,5836098137.0,2740198295.0,2358490396.0,1580982983.0,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1547.0,2011.0,1693.0,817.0,857.0,574.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1547.0,2011.0,1693.0,817.0,857.0,574.0,,,,,,,,,,,,,,,
