field,[2021],[2020],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2019],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,618093756741.0,612391317637.0,549451688861.0,531270002774.0,,449186962738.0,954896425890.0,1057443694379.0,1815518632390.0,,419793235504.0,201784374715.0,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,10355955421.0,13240192722.0,11610470376.0,11701520858.0,,635776631.0,5676707389.0,9383919981.0,3187773382.0,,2381897822.0,891918000.0,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,607737801320.0,599151124915.0,537841218485.0,519568481916.0,,448551186107.0,949219718501.0,1048059774398.0,1812330859008.0,,417411337682.0,200892456715.0,,,,,,,,,,
. Giá vốn hàng bán__1,187222668700.0,208215998674.0,117661566636.0,90699138002.0,,165993681685.0,691626409527.0,700098439537.0,1433909439648.0,,208125142331.0,85582976324.0,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,420515132620.0,390935126241.0,420179651849.0,428869343914.0,,282557504422.0,257593308974.0,347961334861.0,378421419360.0,,209286195351.0,115309480391.0,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,22361058221.0,41027810126.0,51838520049.0,37911263864.0,,14054973070.0,28152731810.0,5358592315.0,13426875036.0,,3984974443.0,4135137252.0,,,,,,,,,,
. Chi phí tài chính__1,6550850816.0,115933449.0,7679.0,92873804.0,,554995904.0,393961375.0,123578448.0,201171592.0,,702437551.0,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,40666667.0,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,94096591274.0,120828744248.0,42999331855.0,19963234853.0,,29005411305.0,68927919334.0,85111405385.0,71751224645.0,,44167032224.0,23224930347.0,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,66086188360.0,57841587761.0,113387759317.0,132933493327.0,,103391799505.0,116860676335.0,120460195690.0,116243621585.0,,58269610607.0,29488564959.0,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,276142560391.0,253176670909.0,315631073047.0,313791005794.0,,163660270778.0,99563483740.0,147624747653.0,203652276574.0,,110132089412.0,66731122337.0,,,,,,,,,,
. Thu nhập khác__1,67789829.0,4067354993.0,142698048.0,372306377.0,,3415780701.0,1077174329.0,8744882960.0,162808351.0,,3823938070.0,54980355.0,,,,,,,,,,
. Chi phí khác__1,26062134.0,1737831794.0,533265820.0,332699750.0,,564957542.0,1257826715.0,16557848906.0,748839838.0,,3251430172.0,102361890.0,,,,,,,,,,
. Lợi nhuận khác__1,41727695.0,2329523199.0,-390567772.0,39606627.0,,2850823159.0,-180652386.0,-7812965946.0,-586031487.0,,572507898.0,-47381535.0,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,276184288086.0,255506194108.0,315240505275.0,313830612421.0,,166511093937.0,96090728714.0,139811781707.0,203066245087.0,,110704597310.0,66683740802.0,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,56403664746.0,51110225643.0,62856742415.0,63612854374.0,,43185615306.0,25331969514.0,29745571235.0,43782508880.0,,28994663780.0,12917545123.0,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-318961110.0,,,,,-6887109491.0,1539270716.0,-1314631829.0,1253454799.0,,-1363451471.0,-1799244019.0,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,220099584450.0,204395968465.0,252383762860.0,250217758047.0,,130212588122.0,69219488484.0,111380842301.0,158030281408.0,,83073385001.0,55565439698.0,,,,,,,,,,
