field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,189381434048.0,202452859178.0,239818158586.0,204957875692.0,237168199899.0,242610276723.0,267645442916.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,268259682.0,163369801.0,358698067.0,1882673758.0,4786563363.0,5456775078.0,13576598132.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,189113174366.0,202289489377.0,239459460519.0,203075201934.0,232381636536.0,237153501645.0,254068844784.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,147462006612.0,156298413388.0,194490954899.0,160419102106.0,194010024103.0,202567135627.0,220451152203.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,41651167754.0,45991075989.0,44968505620.0,42656099828.0,38371612433.0,34586366018.0,33617692581.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7565510244.0,8015770838.0,6777129678.0,6739802011.0,5767725537.0,6334294288.0,6298910291.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,237704000.0,693225666.0,303322169.0,174882686.0,646398855.0,393683769.0,451369554.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,237704000.0,693115666.0,303322169.0,174664000.0,401130866.0,223769435.0,113950000.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,2617983274.0,3903978931.0,5526462128.0,6038298424.0,5583825547.0,5574450161.0,6703029053.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,24093319047.0,24955116028.0,25641138488.0,22327724150.0,21491995840.0,19235078865.0,20710444597.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,22267671677.0,24454526202.0,20274712513.0,20854996579.0,16417117728.0,15717447511.0,12051759668.0,,,,,,,,,,,,,,
. Thu nhập khác__1,167079587.0,38751092.0,193501914.0,349184984.0,147834801.0,548540513.0,339715437.0,,,,,,,,,,,,,,
. Chi phí khác__1,204791745.0,17544903.0,85869236.0,1100664396.0,17709825.0,73741782.0,278505278.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-37712158.0,21206189.0,107632678.0,-751479412.0,130124976.0,474798731.0,61210159.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,22229959519.0,24475732391.0,20382345191.0,20103517167.0,16547242704.0,16192246242.0,12112969827.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,4538864696.0,5054927377.0,4222370935.0,4330973801.0,3399690507.0,3264027396.0,2726124523.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,17691094823.0,19420805014.0,16159974256.0,15772543366.0,13147552197.0,12928218846.0,9386845304.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
