field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,585931386815.0,454895244097.0,362640226981.0,335125002766.0,246545424510.0,212041385750.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,1201476500.0,3001962593.0,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,584729910315.0,451893281504.0,362640226981.0,335125002766.0,246545424510.0,212041385750.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,513812453495.0,374428155037.0,290002414499.0,293907503013.0,205770239515.0,192313035878.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,70917456820.0,77465126467.0,72637812482.0,41217499753.0,40775184995.0,19728349872.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,24048377143.0,15578652444.0,6387768757.0,4868374727.0,1403511941.0,240787821.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,4498613330.0,2122323373.0,391938628.0,180569451.0,9232433.0,471861402.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,3912112848.0,2048595373.0,371894145.0,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",-163760875.0,-38584763.0,-1046194.0,-1246245.0,-8611784.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,17410517988.0,14569654997.0,12150158989.0,10174442798.0,13466240518.0,6496369250.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,20969249968.0,23777259570.0,14280442829.0,9660857673.0,8111105280.0,6162213358.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,51923691802.0,52535956208.0,52201994599.0,26068758313.0,20583506921.0,6838693683.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,1288507839.0,1085083094.0,21659386.0,8512431.0,2814952.0,141134506.0,,,,,,,,,,,,,,,
. Chi phí khác__1,2635523918.0,1001149752.0,962147640.0,591932748.0,162879252.0,1131240596.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-1347016079.0,83933342.0,-940488254.0,-583420317.0,-160064300.0,-990106090.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,50576675723.0,52619889550.0,51261506345.0,25485337996.0,20423442621.0,5848587593.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,11441615156.0,12181659842.0,9730839225.0,5378397091.0,4538430501.0,1298830320.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,469279118.0,920481795.0,858964114.0,,,,,,,,,,,,,,,,,,
