field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,21915082871.0,18202477547.0,,1577546621.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,21915082871.0,18202477547.0,,1577546621.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,18362699386.0,15496178536.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,3552383485.0,2706299011.0,,1577546621.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,353595643.0,148215920.0,,5945856869.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,30817551.0,39159868.0,,5245857096.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,30774613.0,39159868.0,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,482309715.0,1371259651.0,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,2688939129.0,1621540064.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,703912733.0,-177444652.0,,2277546394.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,52692563.0,,,1167058.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,46173195.0,5892824.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,6519368.0,-5892824.0,,1167058.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,710432101.0,-183337476.0,,2278713452.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,72976383.0,,,140233363.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,637455718.0,-183337476.0,,2138480089.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,637455718.0,-183337476.0,,2138480089.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,186.0,-53.0,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,-53.0,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,13370170031.0,11405875099.0,,2264709734.0,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,3646785454.0,9602058196.0,,1082313830.0,,,,,,,,,,,,,,,,
..Tiền__1,3646785454.0,4102058196.0,,1082313830.0,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,5500000000.0,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,9720384577.0,1803816903.0,,1182395904.0,,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,9387664330.0,1206977399.0,,512735404.0,,,,,,,,,,,,,,,,
..Trả trước cho người bán__1,,,,,,,,,,,,,,,,,,,,
