field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,13892821666.0,18321725770.0,16445450635.0,17205662063.0,14064673777.0,16049562374.0,18653385412.0,21998860227.0,32250550193.0,38602685216.0,,28489394372.0,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,1786686368.0,2728416971.0,2813026458.0,,2072994131.0,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,13892821666.0,18321725770.0,16445450635.0,17205662063.0,14064673777.0,16049562374.0,18653385412.0,20212173859.0,29522133222.0,35789658758.0,,26416400241.0,,,,,,,,,,
. Giá vốn hàng bán__1,12101092827.0,13155610668.0,14161497702.0,14108312870.0,13044643579.0,12851294765.0,16117183493.0,17428952792.0,20773431392.0,26199752522.0,,21102699108.0,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1791728839.0,5166115102.0,2283952933.0,3097349193.0,1020030198.0,3198267609.0,2536201919.0,2783221067.0,8748701830.0,9589906236.0,,5313701133.0,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1668491769.0,1519106910.0,1935113610.0,750688260.0,554283678.0,930701230.0,1014394080.0,1285532151.0,1104936991.0,43477132.0,,1106402808.0,,,,,,,,,,
. Chi phí tài chính__1,2000000.0,2650000.0,5300000.0,5300000.0,,,,2585000.0,2692799436.0,7254428750.0,,10101700.0,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,5300000.0,,,284504002.0,,2585000.0,2581559393.0,7240618750.0,,10101700.0,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1551036744.0,1870503225.0,1191363026.0,1211716432.0,825470756.0,2293586704.0,1044812270.0,1441309906.0,3626200343.0,4986778005.0,,1408380181.0,,,,,,,,,,
