field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,493008106538.0,69363636363.0,25496335364.0,77084314898.0,27555308135.0,56839761800.0,122770369333.0,124516079000.0,46650000000.0,17008250764.0,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,3940790.0,78804963.0,77144314.0,,20077265319.0,,,15834069.0,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,493008106538.0,69363636363.0,25492394574.0,77005509935.0,27478163821.0,56839761800.0,102693104014.0,124516079000.0,46650000000.0,16992416695.0,,,,,,,,,,,,
. Giá vốn hàng bán__1,488234157443.0,68284179786.0,16837259666.0,51654333230.0,23277506774.0,46954730707.0,48056692275.0,75113439844.0,24421991882.0,5807975753.0,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,4773949095.0,1079456577.0,8655134908.0,25351176705.0,4200657047.0,9885031093.0,54636411739.0,49402639156.0,22228008118.0,11184440942.0,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,86441912505.0,115984.0,659925.0,17676263876.0,10661164529.0,4088473876.0,156012801.0,1789175648.0,418725.0,8033456.0,,,,,,,,,,,,
. Chi phí tài chính__1,56784684275.0,9852624075.0,9789388732.0,8347218674.0,8196283958.0,4317808427.0,1160974359.0,947123175.0,597031954.0,21949491.0,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,11892347072.0,9852624075.0,9789388732.0,8347141852.0,8196107037.0,1553283178.0,1154715339.0,947123175.0,597031954.0,8666667.0,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1146617679.0,,201326148.0,2705992082.0,4971941334.0,231337441.0,4891510956.0,938823000.0,949603000.0,93500000.0,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,8141266208.0,-26424264851.0,92572406816.0,9320965054.0,8079343515.0,7955971481.0,16211833293.0,6440946508.0,1030234466.0,932564012.0,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,25143293438.0,17651213337.0,-93907326863.0,22653264771.0,-6385747231.0,1468387620.0,32528105932.0,42864922121.0,19651557423.0,10144460895.0,,,,,,,,,,,,
. Thu nhập khác__1,13667042975.0,2472616324.0,10322407.0,238083805.0,424703236.0,3390214172.0,62097062.0,277090979.0,159136363.0,704916045.0,,,,,,,,,,,,
. Chi phí khác__1,3112140462.0,5316759213.0,4049842869.0,16605224471.0,3957896716.0,169095975.0,16348755341.0,474132566.0,878140961.0,540529378.0,,,,,,,,,,,,
. Lợi nhuận khác__1,10554902513.0,-2844142889.0,-4039520462.0,-16367140666.0,-3533193480.0,3221118197.0,-16286658279.0,-197041587.0,-719004598.0,164386667.0,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,35698195951.0,14807070448.0,-97946847325.0,6286124105.0,-9918940711.0,4689505817.0,16241447653.0,42667880534.0,18932552825.0,10308847562.0,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,13102399.0,,3430942344.0,586672603.0,155031453.0,5478185473.0,9455707882.0,4733138206.0,2577211891.0,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,3084732424.0,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,32613463527.0,14793968049.0,-97946847325.0,2855181761.0,-10505613314.0,4534474364.0,10763262180.0,33212172652.0,14199414619.0,7731635671.0,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,480763108.0,-479862917.0,-847990271.0,-449224676.0,-763634627.0,,-112461523.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,32132700419.0,15273830966.0,-97098857054.0,3304406437.0,-9741978687.0,4534474364.0,10875723703.0,33212172652.0,14199414619.0,7731635671.0,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,557.0,265.0,-1683.0,57.0,-169.0,,278.0,1096.0,684.0,530.0,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,557.0,265.0,-1683.0,57.0,-169.0,,278.0,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,448562047592.0,536544461746.0,263237309003.0,427808995149.0,451341715050.0,50198669126.0,463683486927.0,208511066738.0,36710785192.0,77277819552.0,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,956945592.0,2581203771.0,1094662844.0,2117260770.0,10196348291.0,2252490219.0,10518334990.0,1014646642.0,24262496465.0,3308273601.0,,,,,,,,,,,,
..Tiền__1,956945592.0,2581203771.0,1094662844.0,2117260770.0,10196348291.0,2252490219.0,10518334990.0,1014646642.0,24262496465.0,3308273601.0,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,2000000000.0,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,401402812168.0,444453635732.0,249262985606.0,409981095241.0,424811852316.0,44718233657.0,414496485288.0,192742347248.0,6194800881.0,63493191599.0,,,,,,,,,,,,
..Phải thu khách hàng__1,168982396400.0,157021243415.0,31026259846.0,45531918385.0,8650395681.0,562843330.0,30093254188.0,97445024000.0,463829000.0,20883554419.0,,,,,,,,,,,,
..Trả trước cho người bán__1,77034918293.0,111672292824.0,74636022183.0,184390664267.0,149167334216.0,9010918161.0,186823405519.0,93490185800.0,5730971881.0,39729223383.0,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,13000000000.0,,,,,,195392842120.0,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,149248576998.0,195523937858.0,168081362680.0,181067686167.0,268745501605.0,36560922856.0,,1807137448.0,,2880413797.0,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-6863079523.0,-22366295198.0,-27083115936.0,-3644880411.0,-1891722383.0,-1416450690.0,-463829000.0,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,2602456833.0,2602456833.0,2635706833.0,140343197.0,,2650812461.0,,,,,,,,,,,,,,,
. Hàng tồn kho__1,41879076584.0,86323055914.0,7092788863.0,4934074231.0,4341862553.0,4318107.0,21181034064.0,3545443238.0,327332238.0,4816727210.0,,,,,,,,,,,,
.. Hàng tồn kho__1,41883394691.0,86521276102.0,7291009051.0,5222011554.0,4877875792.0,4318107.0,21181034064.0,3545443238.0,327332238.0,4816727210.0,,,,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,-4318107.0,-198220188.0,-198220188.0,-287937323.0,-536013239.0,,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,4323213248.0,3186566329.0,5786871690.0,10776564907.0,11991651890.0,3223627143.0,17487632585.0,9208629610.0,5926155608.0,5659627142.0,,,,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,,,1404831.0,18263019.0,245775416.0,16511091.0,16943939.0,7851364.0,3240000.0,19197026.0,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,3513228989.0,2373139888.0,4078842859.0,9054677888.0,10042252474.0,211339156.0,13097064646.0,7627480114.0,5137517406.0,4515054716.0,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,809984259.0,813426441.0,1706624000.0,1703624000.0,1703624000.0,2995776896.0,4373624000.0,,,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,1573298132.0,785398202.0,1125375400.0,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,552042446704.0,478372748816.0,467950511459.0,382441031886.0,384710303490.0,692950573744.0,308807140347.0,211106434451.0,239734219239.0,124501516454.0,,,,,,,,,,,,
. Các khoản phải thu dài hạn__1,,180983924350.0,153443946400.0,63451083011.0,3663185000.0,115020000.0,12593364655.0,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,575001407.0,218243527321.0,218406652321.0,64378952321.0,2375534310.0,3054890310.0,13310653310.0,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,,,,,2215520000.0,115020000.0,2398181000.0,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,-575001407.0,-37259602971.0,-64962705921.0,-927869310.0,-927869310.0,-3054890310.0,-3115469655.0,,,,,,,,,,,,,,,
. Tài sản cố định__1,349404677991.0,89806132159.0,69553211833.0,75197228012.0,101563791477.0,1915435843.0,31280481259.0,210939414451.0,239393535757.0,123886188846.0,,,,,,,,,,,,
.. Tài sản cố định hữu hình__1,3978003991.0,66415492159.0,69553211833.0,75197228012.0,81158655848.0,1915435843.0,5774061726.0,1935544325.0,1352603534.0,2402424465.0,,,,,,,,,,,,
- Nguyên giá__1,23482395270.0,101122954727.0,90501504241.0,90501504241.0,90772212695.0,3251494945.0,7655620209.0,3024011671.0,2339185853.0,3467229662.0,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__1,-19504391279.0,-34707462568.0,-20948292408.0,-15304276229.0,-9613556847.0,-1336059102.0,-1881558483.0,-1088467346.0,-986582319.0,-1064805197.0,,,,,,,,,,,,
.. Tài sản cố định thuê tài chính__1,,,,,20405135629.0,,25506419533.0,,,,,,,,,,,,,,,
- Nguyên giá__2,,,,,25506419533.0,,25506419533.0,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__2,,,,,-5101283904.0,,,,,,,,,,,,,,,,,
.. Tài sản cố định vô hình__1,345426674000.0,23390640000.0,,,,,,67982347710.0,67982347710.0,35949199136.0,,,,,,,,,,,,
- Nguyên giá__3,345426674000.0,23390640000.0,,,,,,67982347710.0,67982347710.0,35959199136.0,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__3,,,,,,,,,,-10000000.0,,,,,,,,,,,,
. Bất động sản đầu tư__1,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__4,,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__4,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dở dang dài hạn__1,176109917833.0,174457107488.0,211026783861.0,208707976155.0,214560661518.0,196280613848.0,256586675144.0,,,,,,,,,,,,,,,
". Chi phí sản xuất, kinh doanh dở dang dài hạn__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí xây dựng cơ bản dở dang__1,176109917833.0,174457107488.0,211026783861.0,208707976155.0,214560661518.0,196280613848.0,256586675144.0,,,,,,,,,,,,,,,
. Đầu tư tài chính dài hạn__1,10000000000.0,,,,,486144136332.0,,,,,,,,,,,,,,,,
. Đầu tư vào công ty con__1,,,,,,489955647848.0,,,,,,,,,,,,,,,,
". Đầu tư vào công ty liên kết, liên doanh__1",,,,,,,,,101254000.0,57339000.0,,,,,,,,,,,,
. Đầu tư góp vốn vào đơn vị khác__1,10000000000.0,,,,,,,,,,,,,,,,,,,,,
. Dự phòng giảm giá đầu tư dài hạn__1,,,,,,-3811511516.0,,,,,,,,,,,,,,,,
. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__1,16527850880.0,33125584819.0,33926569365.0,35084744708.0,64922665495.0,8495367721.0,8346619289.0,167020000.0,239429482.0,557988608.0,,,,,,,,,,,,
. Chi phí trả trước dài hạn__1,,33125584819.0,33926569365.0,35084744708.0,64922665495.0,8495367721.0,8346619289.0,,239429482.0,557988608.0,,,,,,,,,,,,
. Tài sản thuế thu nhập hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
". Thiết bị, vật tư, phụ tùng thay thế dài hạn__1",,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__2,,,,,,,,167020000.0,,,,,,,,,,,,,,
". Ký quỹ, ký cược dài hạn__1",,,,,,,,,,,,,,,,,,,,,,
. Lợi thế thương mại__1,16527850880.0,,,,,,,,,,,,,,,,,,,,,
Tổng cộng tài sản__1,1000604494296.0,1014917210562.0,731187820462.0,810250027035.0,836052018540.0,743149242870.0,772490627274.0,419617501189.0,276445004431.0,201779336006.0,,,,,,,,,,,,
I - NỢ PHẢI TRẢ__1,359227611356.0,449673791235.0,212521573751.0,193636932999.0,220729631820.0,142640582722.0,172158066171.0,36148755980.0,26188431874.0,39723585642.0,,,,,,,,,,,,
. Nợ ngắn hạn__1,356142878932.0,346830068709.0,201158006225.0,164498391785.0,175853775235.0,120832134562.0,145883345961.0,27717623901.0,26188431874.0,39723585642.0,,,,,,,,,,,,
.. Phải trả người bán ngắn hạn__1,68010954434.0,69287300466.0,14325946886.0,11359346424.0,17424594036.0,3221196529.0,34196815744.0,,,,,,,,,,,,,,,
.. Người mua trả tiền trước ngắn hạn__1,84441178800.0,6867328800.0,291178800.0,103729780.0,139343882.0,950845400.0,8322726648.0,,,,,,,,,,,,,,,
..Thuế và các khoản phải nộp Nhà nước__1,330530944.0,12919322253.0,14289231962.0,18312977571.0,14981054929.0,17011393430.0,24132882644.0,17311840233.0,17405143951.0,14790149250.0,,,,,,,,,,,,
.. Phải trả người lao động__1,1713717814.0,3349954455.0,2754033682.0,1638984461.0,1472025856.0,321487149.0,1326078125.0,757217892.0,629465923.0,342636424.0,,,,,,,,,,,,
.. Chi phí phải trả ngắn hạn__1,71950564726.0,80903840905.0,71863815403.0,63917640305.0,57498819327.0,62958964632.0,56275541983.0,,,,,,,,,,,,,,,
.. Phải trả nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
.. Doanh thu chưa thực hiện ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả ngắn hạn khác__1,16929726686.0,42748558782.0,41597881444.0,29484167707.0,44422370686.0,29683537950.0,15673370052.0,,,,,,,,,,,,,,,
.. Vay và nợ thuê tài chính ngắn hạn__1,112766205528.0,130753763048.0,56035918048.0,39681545537.0,39915566519.0,6684709472.0,5955930765.0,,,,,,,,,,,,,,,
.. Dự phòng phải trả ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
". Quỹ khen thưởng, phúc lợi__1",,,,,,,,,,,,,,,,,,,,,,
.. Quỹ bình ổn giá__1,,,,,,,,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
. Nợ dài hạn__1,3084732424.0,102843722526.0,11363567526.0,29138541214.0,44875856585.0,21808448160.0,26274720210.0,8431132079.0,,,,,,,,,,,,,,
.. Phải trả dài hạn người bán__1,,,,,,,,,,,,,,,,,,,,,,
. Người mua trả tiền trước dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Chi phí phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Phải trả nội bộ về vốn kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
. Phải trả dài hạn nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu chưa thực hiện dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả dài hạn khác__1,,100000000000.0,,,,,,,,,,,,,,,,,,,,
. Vay và nợ thuê tài chính dài hạn__1,,2843722526.0,11363567526.0,29138541214.0,44875856585.0,21808448160.0,26274720210.0,,,,,,,,,,,,,,,
. Trái phiếu chuyển đổi__1,,,,,,,,,,,,,,,,,,,,,,
. Thuế thu nhập hoãn lại phải trả__1,3084732424.0,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Quỹ phát triển khoa học và công nghệ__1,,,,,,,,,,,,,,,,,,,,,,
II - VỐN CHỦ SỞ HỮU__1,641376882940.0,565243419327.0,518666246711.0,616613094036.0,615322386720.0,600508660148.0,600332561103.0,383468745209.0,250256572557.0,162055750364.0,,,,,,,,,,,,
I. Vốn chủ sở hữu__1,641376882940.0,565243419327.0,518666246711.0,616613094036.0,615322386720.0,600508660148.0,600332561103.0,,,,,,,,,,,,,,,
. Vốn góp của chủ sở hữu__1,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,,,,,,,,,,,,,,,
- Cổ phiếu phổ thông có quyền biểu quyết__1,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,576800000000.0,,,,,,,,,,,,,,,
- Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,
. Thặng dư vốn cổ phần__1,,,,,,,,,,,,,,,,,,,,,,
. Quyền chọn chuyển đổi trái phiếu__1,,,,,,,,,,,,,,,,,,,,,,
. Vốn khác của chủ sở hữu__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ phiếu quỹ (*)__1,,,,,,,,,,,,,,,,,,,,,,
. Chênh lệch đánh giá lại tài sản__1,,,,,,,,,,,,,,,,,,,,,,
. Chênh lệch tỷ giá hối đoái__1,,,,,,,,,,,,,,,,,,,,,,
. Quỹ đầu tư phát triển__1,,,,,,,,,,,,,,,,,,,,,,
. Quỹ hỗ trợ sắp xếp doanh nghiệp__1,,,,,,,,,,,,,,,,,,,,,,
. Quỹ khác thuộc vốn chủ sở hữu__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế chưa phân phối__1,9277952087.0,-22854748332.0,-68697596501.0,28401260553.0,25458299938.0,23708660148.0,20285022626.0,,,,,,,,,,,,,,,
