field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,77912065587.0,369159685107.0,,129634047344.0,106388123021.0,185007298135.0,199228500728.0,172819009105.0,221318362554.0,96734701532.0,58772212629.0,18763604284.0,3684292905.0,6774213471.0,1307866000.0,,,,,,
. Các khoản giảm trừ doanh thu__1,,,2746873082.0,,,,,,,24882083.0,29456543.0,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,74959981804.0,77912065587.0,366412812025.0,162654317803.0,129634047344.0,106388123021.0,185007298135.0,199228500728.0,172819009105.0,221293480471.0,96705244989.0,58772212629.0,18763604284.0,3684292905.0,6774213471.0,1307866000.0,,,,,,
. Giá vốn hàng bán__1,37866673490.0,56640238648.0,300002299825.0,79895926846.0,63224742276.0,89471910572.0,148201502715.0,180973090234.0,160463385818.0,213763048615.0,90741153115.0,39902146355.0,6498574694.0,820028906.0,175697369.0,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,37093308314.0,21271826939.0,66410512200.0,82758390957.0,66409305068.0,16916212449.0,36805795420.0,18255410494.0,12355623287.0,7530431856.0,5964091874.0,18870066274.0,12265029590.0,2864263999.0,6598516102.0,1307866000.0,,,,,,
. Doanh thu hoạt động tài chính__1,11566995634.0,8694755604.0,742416716.0,5638827298.0,50204265288.0,52890390434.0,12621782.0,2837572292.0,58631105.0,3717517120.0,9032492682.0,12094119814.0,15559820639.0,7962312750.0,25522419242.0,209231.0,,,,,,
. Chi phí tài chính__1,54301267388.0,24250804927.0,31567732023.0,20187342494.0,14493647767.0,5202219990.0,11375460699.0,6385198187.0,11736391969.0,27752529978.0,15895938680.0,4705360617.0,3961253951.0,7276590631.0,471572475.0,,,,,,,
- Trong đó: Chi phí lãi vay__1,49650434754.0,20386012718.0,28319029947.0,24405268814.0,13793143104.0,17209317024.0,7153293219.0,8766001776.0,9542736522.0,10818096718.0,7921247477.0,3103870608.0,2840439454.0,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",54740808121.0,74306546402.0,73856301126.0,76879083576.0,45026270258.0,23307740020.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1521129786.0,5222481643.0,28132128899.0,46300906839.0,29335399390.0,,,,,58224795.0,73205133.0,223090436.0,373632571.0,400402287.0,694902892.0,285935679.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,9719199523.0,27671683509.0,17889569636.0,25603491397.0,37225238949.0,26721507973.0,5038631083.0,3257324710.0,1674729868.0,7056247469.0,5280732505.0,5514414335.0,4518840622.0,5471455501.0,4280942021.0,776460793.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,37859515372.0,47128158866.0,63419799484.0,73184561101.0,80585554508.0,61190614940.0,20404325420.0,11450459889.0,-996867445.0,-23619053266.0,-6253291762.0,20521320700.0,18971123085.0,-2321871670.0,26673517956.0,245678759.0,,,,,,
. Thu nhập khác__1,251531564.0,941561667.0,3102318209.0,48123653.0,145715698.0,20171697362.0,,704545855.0,3200443400.0,380000.0,13622258365.0,6382584946.0,33169853.0,3342948047.0,,,,,,,,
. Chi phí khác__1,18687670464.0,2012539429.0,1747559145.0,3140164204.0,2385530593.0,276346208.0,,317354232.0,,,9810179712.0,3763696946.0,23492204.0,287386939.0,,,,,,,,
. Lợi nhuận khác__1,-18436138900.0,-1070977762.0,1354759064.0,-3092040551.0,-2239814895.0,19895351154.0,,387191623.0,3200443400.0,380000.0,3812078653.0,2618888000.0,9677649.0,3055561108.0,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,19423376472.0,46057181104.0,64774558548.0,70092520550.0,78345739613.0,81085966094.0,20404325420.0,11837651512.0,2203575955.0,-23618673266.0,-2441213109.0,23140208700.0,18980800734.0,1248068846.0,26808042554.0,245678759.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,6179942395.0,46048882208.0,7570771729.0,6740491743.0,9348351349.0,12094501414.0,6066237744.0,588879160.0,,,1478821733.0,4136249271.0,3635762621.0,535769607.0,7514296234.0,68790053.0,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,8298896.0,2513110942.0,-2922977931.0,-48972358.0,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,13243434077.0,50932679350.0,54690675877.0,66275006738.0,69046360622.0,68991464680.0,14338087676.0,11248772352.0,2203575955.0,-23618673266.0,-3920034841.0,19003959429.0,15345038113.0,712299239.0,19293746320.0,176888706.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,-6681236.0,-28069759.0,-2824192.0,525058019.0,483721327.0,-29547.0,,,,,,,,8229596.0,-7045000.0,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,13250115313.0,50960749109.0,54693500069.0,65749948719.0,68562639295.0,68991494227.0,14338087676.0,11248772352.0,2203575955.0,-23618673266.0,-3920034841.0,19003959429.0,15345038113.0,704069643.0,19300791320.0,176888706.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,220.0,717.0,763.0,992.0,1350.0,1684.0,779.0,621.0,126.0,,-224.0,1220.0,1285.0,62.0,2580.0,96671.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,220.0,717.0,763.0,992.0,1350.0,1684.0,779.0,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
