field,[2021],[2020],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2002],[2001],[2000],[2019],[2003]
. Doanh thu bán hàng và cung cấp dịch vụ__1,217879473134.0,130776404687.0,66895540049.0,44339585746.0,33600160362.0,25215085843.0,37400555796.0,34907296409.0,39069220065.0,35337220814.0,33378147498.0,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,30717000.0,216655091.0,125632500.0,24012500.0,,,,,844146309.0,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,217879473134.0,130776404687.0,66864823049.0,44122930655.0,33474527862.0,25191073343.0,37400555796.0,34907296409.0,39069220065.0,35337220814.0,32534001189.0,,,,,,,,,,,
. Giá vốn hàng bán__1,184056028072.0,99676409356.0,47222278991.0,26472877447.0,21278164402.0,14732372618.0,25947614053.0,21656453653.0,24934414245.0,23905970847.0,21276870536.0,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,33823445062.0,31099995331.0,19642544058.0,17650053208.0,12196363460.0,10458700725.0,11452941743.0,13250842756.0,14134805820.0,11431249967.0,11257130653.0,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,438635929.0,438691310.0,694808545.0,406179390.0,326344770.0,390657394.0,439510456.0,234310851.0,59321565.0,111272105.0,456673416.0,,,,,,,,,,,
. Chi phí tài chính__1,815261340.0,761671340.0,609498112.0,365197301.0,,,,181048766.0,1009559947.0,1434861996.0,732833632.0,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,337948371.0,450714264.0,466812729.0,365197301.0,,,,181048766.0,1009559947.0,1407549405.0,694682598.0,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,1850575851.0,4963270338.0,6759894735.0,5959530228.0,4587328162.0,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,22080909486.0,20105759814.0,10882169543.0,10182946645.0,6446294964.0,5693148513.0,5781054627.0,6157812744.0,6204020348.0,4259858080.0,5037076031.0,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,11365910165.0,10671255487.0,8845684948.0,7508088652.0,6076413266.0,5156209606.0,4260821721.0,2183021759.0,220652355.0,-111728232.0,1356566244.0,,,,,,,,,,,
. Thu nhập khác__1,660330028.0,724396493.0,414163121.0,321239022.0,119615030.0,276039765.0,5244885761.0,3522319996.0,831275602.0,176979202.0,634168089.0,,,,,,,,,,,
. Chi phí khác__1,303693323.0,279682893.0,35866873.0,24030000.0,51082396.0,85370000.0,3747441575.0,3846019994.0,448107360.0,39017757.0,590466683.0,,,,,,,,,,,
. Lợi nhuận khác__1,356636705.0,444713600.0,378296248.0,297209022.0,68532634.0,190669765.0,1497444186.0,-323699998.0,383168242.0,137961445.0,43701406.0,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,11722546870.0,11115969087.0,9223981196.0,7805297674.0,6144945900.0,5346879371.0,5758265907.0,1859321761.0,603820597.0,26233213.0,1400267650.0,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,2427887302.0,1596197626.0,1901199700.0,1617105535.0,1281865659.0,1233337462.0,1316390000.0,503368336.0,132415062.0,23634553.0,357653831.0,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,9294659568.0,9519771461.0,7322781496.0,6188192139.0,4863080241.0,4113541909.0,4441875907.0,1355953425.0,471405535.0,2598660.0,1042613819.0,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,9294659568.0,9519771461.0,7322781496.0,6188192139.0,4863080241.0,4113541909.0,4441875907.0,1355953425.0,471405535.0,2598660.0,1042613819.0,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1941.0,1944.0,1529.0,1473.0,1216.0,1066.0,1480.0,,157.0,,350.0,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1941.0,1944.0,1529.0,1473.0,1216.0,1066.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,53725715216.0,45423981137.0,30858061005.0,23974584869.0,14621626512.0,16775860765.0,18899879016.0,11277750952.0,9258908527.0,9108590528.0,7786755842.0,,,,,,,,,,31091568657.0,
. Tiền và các khoản tương đương tiền__1,10125486502.0,11195177040.0,13139011156.0,9170957105.0,9794822459.0,13229687867.0,11181499344.0,7188231773.0,3360887565.0,2584051953.0,4099064819.0,,,,,,,,,,7670484038.0,
..Tiền__1,10125486502.0,4195177040.0,3106452455.0,1688383861.0,1557311385.0,2729687867.0,881499344.0,1688231773.0,3360887565.0,2584051953.0,4099064819.0,,,,,,,,,,2170484038.0,
..Các khoản tương đương tiền__1,,7000000000.0,10032558701.0,7482573244.0,8237511074.0,10500000000.0,10300000000.0,5500000000.0,,,,,,,,,,,,,5500000000.0,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,7000000000.0,1000000000.0,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,7000000000.0,1000000000.0,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,38341616314.0,30293439077.0,15457272615.0,5039959204.0,3123994416.0,3203709942.0,7136329725.0,3324769890.0,4980087361.0,4690038996.0,1797674133.0,,,,,,,,,,20425742847.0,
..Phải thu khách hàng__1,33703890294.0,25346835189.0,14858241292.0,4225799054.0,4296746755.0,4994146419.0,6992015689.0,5114791246.0,5637927803.0,4328456476.0,1525773678.0,,,,,,,,,,17416257532.0,
..Trả trước cho người bán__1,2271692561.0,2521671111.0,289381339.0,471665300.0,157679079.0,98399808.0,2052794700.0,,136880000.0,206885000.0,200000000.0,,,,,,,,,,2616407042.0,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,2366033459.0,2424932777.0,309649984.0,342494850.0,312084595.0,203679728.0,64073199.0,81848386.0,263328248.0,323818220.0,71900455.0,,,,,,,,,,393078273.0,
.. Dự phòng phải thu ngắn hạn khó đòi__1,,,,,-1642516013.0,-2092516013.0,-1972553863.0,-1871869742.0,-1058048690.0,-169120700.0,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,2557567654.0,1111453093.0,1412495827.0,1808048759.0,582103021.0,122063336.0,438941987.0,200891146.0,338559087.0,715170988.0,1228182471.0,,,,,,,,,,2359351446.0,
.. Hàng tồn kho__1,2557567654.0,1111453093.0,1412495827.0,1808048759.0,582103021.0,122063336.0,438941987.0,200891146.0,338559087.0,715170988.0,1228182471.0,,,,,,,,,,2359351446.0,
.. Dự phòng giảm giá hàng tồn kho__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,2701044746.0,2823911927.0,849281407.0,955619801.0,120706616.0,220399620.0,143107960.0,563858143.0,579374514.0,1119328591.0,661834419.0,,,,,,,,,,635990326.0,
.. Chi phí trả trước ngắn hạn__1,2701044746.0,2823911927.0,849281407.0,591652340.0,120706616.0,220399620.0,75219256.0,374619460.0,403690134.0,793298039.0,302096655.0,,,,,,,,,,590770840.0,
.. Thuế GTGT được khấu trừ__1,,,,363967461.0,,,,,,,224962128.0,,,,,,,,,,45219486.0,
.. Thuế và các khoản khác phải thu Nhà nước__1,,,,,,,,,,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,67888704.0,189238683.0,175684380.0,326030552.0,134775636.0,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,29774938931.0,34988403136.0,40421060987.0,44452979718.0,30262139469.0,27797715602.0,20375315747.0,22655654619.0,29311210410.0,33495137809.0,31123768959.0,,,,,,,,,,42539203318.0,
. Các khoản phải thu dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
