field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2006],[2005],[2004],[2003],[2002],[2001],[2007]
. Doanh thu bán hàng và cung cấp dịch vụ__1,10831471460.0,16505840849.0,22845766832.0,26911047152.0,37451705447.0,43797943766.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,10831471460.0,16505840849.0,22845766832.0,26911047152.0,37451705447.0,43797943766.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,7917970749.0,11995858086.0,18105779103.0,20666643542.0,27471132493.0,33304691808.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,2913500711.0,4509982763.0,4739987729.0,6244403610.0,9980572954.0,10493251958.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,382591138.0,567036974.0,1079918377.0,1175322889.0,628068666.0,646153412.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,,6000000.0,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,6000000.0,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,1102257131.0,1377233495.0,1257092364.0,795840364.0,1545890792.0,1799426552.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,2055381574.0,2306733061.0,2901294383.0,4000147759.0,5294313692.0,5353426926.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,138453144.0,1387053181.0,1661519359.0,2623738376.0,3768437136.0,3986551892.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,231501.0,30000.0,530599139.0,539299.0,4701000.0,36496121.0,,,,,,,,,,,,,,,
. Chi phí khác__1,83437252.0,207404500.0,188203827.0,70282000.0,60000000.0,67000000.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-83205751.0,-207374500.0,342395312.0,-69742701.0,-55299000.0,-30503879.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,55247393.0,1179678681.0,2003914671.0,2553995675.0,3713138136.0,3956048013.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,29840315.0,194191645.0,515663148.0,510799135.0,742627627.0,802512903.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
