field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,12881680840632.0,7867574305211.0,7757075543739.0,9395359665641.0,8101852559310.0,8013045841689.0,9851635822033.0,9642700730426.0,10410922862176.0,13433862003557.0,9278861379142.0,6648640613834.0,6673931326245.0,6493484619459.0,3803912963078.0,3059218352286.0,2537555017486.0,,,
. Các khoản giảm trừ doanh thu__1,95539647280.0,105755700648.0,73534335681.0,98248115232.0,106023465391.0,88258717964.0,86688977560.0,93850877835.0,47504499333.0,112009948586.0,52327770303.0,29856615416.0,43870483498.0,18116840523.0,24875051881.0,8389137361.0,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,12786141193352.0,7761818604563.0,7683541208058.0,9297111550409.0,7995829093919.0,7924787123725.0,9764946844473.0,9548849852591.0,10363418362843.0,13321852054971.0,9226533608839.0,6618783998418.0,6630060842747.0,6475367778936.0,3779037911197.0,3050829214925.0,2537555017486.0,,,
. Giá vốn hàng bán__1,8000602438317.0,6032014990990.0,6281448254606.0,7397640258893.0,5884432561847.0,5528945830113.0,6612423997803.0,7121096149422.0,7011191021409.0,8997366453504.0,5191254632483.0,4236094827903.0,4644816371488.0,4624124347875.0,2298180812709.0,1924789662190.0,1780053774471.0,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,4785538755035.0,1729803613573.0,1402092953452.0,1899471291516.0,2111396532072.0,2395841293612.0,3152522846670.0,2427753703169.0,3352227341434.0,4324485601467.0,4035278976356.0,2382689170515.0,1985244471259.0,1851243431061.0,1480857098488.0,1126039552735.0,757501243015.0,,,
. Doanh thu hoạt động tài chính__1,175513945627.0,179636016847.0,140013425496.0,123658446036.0,164595463841.0,234042714790.0,256561206512.0,406506623868.0,428637014880.0,568346314499.0,526679442074.0,343091652535.0,181197706742.0,143126641895.0,140533202769.0,151132868856.0,77800577544.0,,,
. Chi phí tài chính__1,74648067031.0,94847103094.0,107636556757.0,73797994363.0,1379308284.0,13686412637.0,7070545699.0,4729620348.0,7733290120.0,7002744862.0,74038067805.0,81034462821.0,80671774691.0,53579752857.0,85415504317.0,249920834211.0,28813847912.0,,,
- Trong đó: Chi phí lãi vay__1,69266472919.0,88463426175.0,106897449564.0,62586468519.0,186427398.0,4473655670.0,2568699865.0,2931385121.0,3269463805.0,1548926458.0,27900441399.0,8349710449.0,,,81495361172.0,146179622318.0,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",2503197142.0,2437351362.0,1680107483.0,2916621493.0,3834843056.0,3849188452.0,-198273817160.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,817762955253.0,654617057501.0,554758002570.0,612322153525.0,802514524567.0,735465012634.0,750985639837.0,701604959417.0,634991557491.0,637118953465.0,492836265735.0,331845387469.0,293839472451.0,224595494856.0,86628399026.0,144509050592.0,95155666963.0,,,
