field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2001],[2002],[2000],[1999],[1997]
. Chi phí quản lý doanh nghiệp__1,15879685623.0,41372698028.0,20512484824.0,16956015738.0,18075635350.0,17593943784.0,15004440284.0,20638217554.0,24791627003.0,28853336436.0,19088294030.0,14241157656.0,11293471821.0,8583475288.0,6164459119.0,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,34089130356.0,46326111300.0,11589563069.0,5253871668.0,15065242978.0,18289825667.0,18537411567.0,25550613647.0,23257892593.0,16804161765.0,3363228068.0,7689536710.0,8872454125.0,2009091443.0,5005501006.0,,,,,,,,,
. Thu nhập khác__1,265057226.0,1555173754.0,56525061.0,268447915.0,279941664.0,608858416.0,471482513.0,747044554.0,1994306595.0,437432233.0,679708722.0,398167865.0,492138752.0,354241592.0,594214555.0,,,,,,,,,
. Chi phí khác__1,473967197.0,1392946678.0,695838573.0,498914134.0,2135665956.0,178519650.0,27443197.0,521389971.0,330167439.0,95926137.0,66054327.0,21370683.0,263174184.0,11918932.0,3200814.0,,,,,,,,,
. Lợi nhuận khác__1,-208909971.0,162227076.0,-639313512.0,-230466219.0,-1855724292.0,430338766.0,444039316.0,225654583.0,1664139156.0,341506096.0,613654395.0,376797182.0,228964568.0,342322660.0,591013741.0,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,33880220385.0,46488338376.0,10950249557.0,5023405449.0,13209518686.0,18720164433.0,18981450883.0,25776268230.0,24922031749.0,17145667861.0,3976882463.0,8066333892.0,9101418693.0,2351414103.0,5596514747.0,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,6917128166.0,9323987944.0,2321215484.0,1098886750.0,2919374002.0,3938417143.0,4181522430.0,5681968270.0,6301566447.0,4288567717.0,1006346361.0,1928476492.0,1158985586.0,303176943.0,713022327.0,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,26963092219.0,37164350432.0,8629034073.0,3924518699.0,10290144684.0,14781747290.0,14799928453.0,20094299960.0,18620465302.0,12857100144.0,2970536102.0,6137857400.0,7942433107.0,2048237160.0,4883492420.0,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,26963092219.0,37164350432.0,8629034073.0,3924518699.0,10290144684.0,14781747290.0,14799928453.0,20094299960.0,18620465302.0,12857100144.0,2970536102.0,6137857400.0,7942433107.0,2048237160.0,4883492420.0,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,6159.0,8490.0,1971.0,896.0,1669.0,3168.0,3336.0,5386.0,6177.0,4265.0,1232.0,2545.0,3294.0,1183.0,4070.0,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,6159.0,8490.0,1971.0,896.0,1669.0,3168.0,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,408584357083.0,336508386878.0,165402675565.0,108452753808.0,93373785748.0,99473733222.0,99424717161.0,109378409482.0,104032076819.0,105854762263.0,95115873424.0,88233860917.0,69539336494.0,45519945911.0,41311766285.0,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,41790174839.0,34433661083.0,29733154464.0,10216485964.0,10900459221.0,8935832447.0,30228628243.0,30896674837.0,31737975210.0,15499130834.0,13544452320.0,7658029770.0,11728170592.0,9233798266.0,3952127367.0,,,,,,,,,
..Tiền__1,38120174839.0,30763661083.0,26193154464.0,5176485964.0,4226581245.0,8935832447.0,13728628243.0,2896674837.0,6227886264.0,13249130834.0,9544452320.0,7658029770.0,11728170592.0,9233798266.0,3952127367.0,,,,,,,,,
..Các khoản tương đương tiền__1,3670000000.0,3670000000.0,3540000000.0,5040000000.0,6673877976.0,,16500000000.0,28000000000.0,25510088946.0,2250000000.0,4000000000.0,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,6056520000.0,5863810000.0,1500000000.0,1500000000.0,,,,,25200000.0,300000000.0,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,6056520000.0,5863810000.0,1500000000.0,1500000000.0,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,167642284214.0,97509195654.0,86839345718.0,54902158869.0,56329674204.0,68295316956.0,49462674987.0,54435054502.0,44146535483.0,57346481570.0,48467066517.0,39333805725.0,39818585776.0,20219629325.0,24862740473.0,,,,,,,,,
..Phải thu khách hàng__1,157086450097.0,67579555138.0,79582893682.0,53604814176.0,48232418813.0,65522592897.0,46782088226.0,53089392654.0,43124477508.0,51092649123.0,39168173708.0,32556699499.0,27925224214.0,14384231521.0,20896529931.0,,,,,,,,,
..Trả trước cho người bán__1,14678821610.0,29317459745.0,5211661733.0,625929596.0,6805026069.0,2086106933.0,1711008347.0,1234823792.0,938412814.0,5899209342.0,5140641553.0,1894457770.0,9362879686.0,4271455539.0,3376487730.0,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,1700000.0,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,2017925423.0,9433913769.0,2122146940.0,692550843.0,946345778.0,707752872.0,990714160.0,131973802.0,263609337.0,386258851.0,4325398763.0,4909454202.0,2546326898.0,1563942265.0,589722812.0,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-6162542323.0,-8821732998.0,-77356637.0,-21135746.0,-21135746.0,-21135746.0,-21135746.0,-21135746.0,-179964176.0,-31635746.0,-167147507.0,-26805746.0,-15845022.0,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,21629407.0,,,,365319290.0,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,156038511573.0,171236381170.0,38249808201.0,36684751567.0,22419083223.0,20261096737.0,17602199837.0,21227284293.0,25429583760.0,30369868196.0,28516037254.0,36744251679.0,15538792437.0,14689192855.0,9674445624.0,,,,,,,,,
.. Hàng tồn kho__1,164113653881.0,200483375315.0,38249808201.0,36978214951.0,22505801358.0,20347814872.0,17688917972.0,21410753959.0,26648339450.0,30369868196.0,28516037254.0,36744251679.0,15538792437.0,14689192855.0,9674445624.0,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,-8075142308.0,-29246994145.0,,-293463384.0,-86718135.0,-86718135.0,-86718135.0,-183469666.0,-1218755690.0,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,37056866457.0,27465338971.0,9080367182.0,5149357408.0,3724569100.0,1981487082.0,2131214094.0,2819395850.0,2692782366.0,2339281663.0,4588317333.0,4497773743.0,2453787689.0,1377325465.0,2822452821.0,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,5364782959.0,1575799546.0,3140747801.0,788670690.0,886226688.0,372302277.0,555545792.0,204066542.0,342392162.0,509892931.0,731972911.0,171477013.0,47341947.0,48054688.0,70022977.0,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,31670355263.0,25871463271.0,5939619381.0,4360686718.0,2838342412.0,1609184805.0,1575668302.0,2103843875.0,1563261454.0,1391118917.0,1258688680.0,1245214991.0,81666396.0,111303359.0,63529214.0,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,,18076154.0,,,,,,2829617.0,,29713170.0,25681575.0,22679013.0,128487987.0,,130490295.0,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,21728235.0,,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,508655816.0,787128750.0,408556645.0,2571974167.0,3058402726.0,2196291359.0,1217967418.0,2558410335.0,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,149975174477.0,175795819373.0,46622786092.0,38753902858.0,40428735614.0,35525192051.0,36343922789.0,37560727924.0,40600970611.0,42843484189.0,44904415669.0,35101432143.0,30137064531.0,19550110893.0,14532191144.0,,,,,,,,,
. Các khoản phải thu dài hạn__1,6604354176.0,2696835000.0,167100000.0,167100000.0,50000000.0,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,6604354176.0,2696835000.0,167100000.0,167100000.0,50000000.0,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,125663296974.0,170195724964.0,44149952953.0,36220039129.0,38055577217.0,35171474767.0,35988066094.0,36542537964.0,39410070241.0,42266518664.0,43921842281.0,34028479449.0,29547838807.0,19287013401.0,14391418676.0,,,,,,,,,
.. Tài sản cố định hữu hình__1,57899264720.0,73342879656.0,25006814372.0,19050648624.0,20902813386.0,17988670940.0,18775222271.0,19464874143.0,22322406420.0,24974244675.0,26649568292.0,29845093039.0,18778775850.0,17219660343.0,11531009912.0,,,,,,,,,
- Nguyên giá__1,128902270584.0,125888916392.0,60601082863.0,51872948456.0,52598923464.0,49780975647.0,47721744054.0,45240837934.0,47250635679.0,47769063591.0,45383089485.0,44868623725.0,29963123545.0,25561024734.0,17340807617.0,,,,,,,,,
- Giá trị hao mòn luỹ kế__1,-71003005864.0,-52546036736.0,-35594268491.0,-32822299832.0,-31696110078.0,-31792304707.0,-28946521783.0,-25775963791.0,-24928229259.0,-22794818916.0,-18733521193.0,-15023530686.0,-11184347695.0,-8341364391.0,-5809797705.0,,,,,,,,,
.. Tài sản cố định thuê tài chính__1,48752247019.0,77794560073.0,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__2,86449113113.0,86449113113.0,,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__2,-37696866094.0,-8654553040.0,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định vô hình__1,19011785235.0,19058285235.0,19143138581.0,17169390505.0,17152763831.0,17182803827.0,17212843823.0,17077663821.0,17087663821.0,17097663821.0,17077663821.0,3896180319.0,1349521039.0,1154910871.0,1154910871.0,,,,,,,,,
- Nguyên giá__3,19499985221.0,19499985221.0,19499985221.0,17379863821.0,17309863821.0,17309863821.0,17309863821.0,17159663821.0,17159663821.0,17159663821.0,17077663821.0,3896180319.0,1349521039.0,1154910871.0,1154910871.0,,,,,,,,,
- Giá trị hao mòn luỹ kế__3,-488199986.0,-441699986.0,-356846640.0,-210473316.0,-157099990.0,-127059994.0,-97019998.0,-82000000.0,-72000000.0,-62000000.0,,,,,,,,,,,,,,
. Bất động sản đầu tư__1,,,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__4,340000000.0,340000000.0,340000000.0,340000000.0,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__4,-340000000.0,-340000000.0,-340000000.0,-340000000.0,,,,,,,,,,,,,,,,,,,,
. Tài sản dở dang dài hạn__1,15105015582.0,1009243818.0,,465000000.0,533355052.0,,,,,,,,,,,,,,,,,,,
". Chi phí sản xuất, kinh doanh dở dang dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,,
. Chi phí xây dựng cơ bản dở dang__1,15105015582.0,1009243818.0,,465000000.0,533355052.0,,,,,,,,,,,,,,,,,,,
. Đầu tư tài chính dài hạn__1,1600000000.0,1600000000.0,1500000000.0,500000000.0,500000000.0,,,,,,,,,,,,,,,,,,,
. Đầu tư vào công ty con__1,,,,,,,,,,,,,,,,,,,,,,,,
". Đầu tư vào công ty liên kết, liên doanh__1",,,,,,,,,,,,,,,,,,,,,,,,
. Đầu tư góp vốn vào đơn vị khác__1,,,,,,,,,,,,,,,,,,,,,,,,
. Dự phòng giảm giá đầu tư dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Đầu tư nắm giữ đến ngày đáo hạn__1,1600000000.0,1600000000.0,1500000000.0,500000000.0,500000000.0,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__1,1002507745.0,294015591.0,805733139.0,1401763729.0,1289803345.0,353717284.0,355856695.0,1018189960.0,1190900370.0,576965525.0,982573388.0,1072952694.0,589225724.0,263097492.0,140772468.0,,,,,,,,,
. Chi phí trả trước dài hạn__1,1002507745.0,294015591.0,805733139.0,1401763729.0,1289803345.0,353717284.0,355856695.0,1018189960.0,1190900370.0,576965525.0,982573388.0,1072952694.0,589225724.0,263097492.0,140772468.0,,,,,,,,,
. Tài sản thuế thu nhập hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,,
". Thiết bị, vật tư, phụ tùng thay thế dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__2,,,,,,,,,,,,,,,,,,,,,,,,
". Ký quỹ, ký cược dài hạn__1",,,,,,,,,,,,,,,,,,,,,,,,
. Lợi thế thương mại__1,,,,,,,,,,,,,,,,,,,,,,,,
Tổng cộng tài sản__1,558559531560.0,512304206251.0,212025461657.0,147206656666.0,133802521362.0,134998925273.0,135768639950.0,146939137406.0,144633047430.0,148698246452.0,140020289093.0,123335293060.0,99676401025.0,65070056804.0,55843957429.0,,,,,,,,,
I - NỢ PHẢI TRẢ__1,413854067890.0,390268096228.0,125427895251.0,68453220593.0,52822237083.0,59106714533.0,60691786186.0,70091949240.0,84291099246.0,97138415588.0,95910023252.0,79507769204.0,54928193063.0,25834342470.0,32046757976.0,,,,,,,,,
. Nợ ngắn hạn__1,310809260602.0,266357627625.0,122771229251.0,66500720593.0,52822237083.0,58758753281.0,60227837852.0,69969449240.0,81491099246.0,90146415588.0,84628145781.0,75334867038.0,50159496992.0,25729112926.0,30647459846.0,,,,,,,,,
.. Phải trả người bán ngắn hạn__1,64426087929.0,51958001143.0,30485949111.0,12509512590.0,6964358853.0,24914434825.0,12870568657.0,,,,,,,,,,,,,,,,,
.. Người mua trả tiền trước ngắn hạn__1,25007246255.0,7957385504.0,14269812357.0,133263871.0,2968025748.0,7443010439.0,3044674238.0,,,,,,,,,,,,,,,,,
..Thuế và các khoản phải nộp Nhà nước__1,6734020301.0,12880165727.0,3481915780.0,428469685.0,1372835424.0,2587699755.0,5382092874.0,6288228481.0,7068758235.0,4804022238.0,1449063977.0,2089272315.0,1235337528.0,284469577.0,215771879.0,,,,,,,,,
.. Phải trả người lao động__1,13059029879.0,10397041582.0,4095905151.0,1664435864.0,1932957862.0,1180135872.0,1260037355.0,3548705361.0,3283156849.0,2747740085.0,1532759647.0,1276559073.0,168940150.0,653402294.0,296593127.0,,,,,,,,,
.. Chi phí phải trả ngắn hạn__1,1613152091.0,2344697254.0,309090909.0,259564262.0,15013970.0,60685428.0,168307101.0,,,,,,,,,,,,,,,,,
.. Phải trả nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Doanh thu chưa thực hiện ngắn hạn__1,1167923670.0,140000000.0,140000000.0,140000000.0,,,,,,,,,,,,,,,,,,,,
.. Phải trả ngắn hạn khác__1,1535761266.0,590396839.0,724373921.0,586257369.0,2041484101.0,934835394.0,2507774934.0,,,,,,,,,,,,,,,,,
.. Vay và nợ thuê tài chính ngắn hạn__1,186142801897.0,176399572348.0,67215121609.0,48918958930.0,35749639579.0,21526471065.0,33492715504.0,,,,,,,,,,,,,,,,,
.. Dự phòng phải trả ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
". Quỹ khen thưởng, phúc lợi__1",11123237314.0,3690367228.0,2049060413.0,1860258022.0,1777921546.0,111480503.0,1501667189.0,,,,,,,,,,,,,,,,,
.. Quỹ bình ổn giá__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,,,
. Nợ dài hạn__1,103044807288.0,123910468603.0,2656666000.0,1952500000.0,,347961252.0,463948334.0,122500000.0,2800000000.0,6992000000.0,11281877471.0,4172902166.0,4768696071.0,105229544.0,1399298130.0,,,,,,,,,
.. Phải trả dài hạn người bán__1,,,,,,,,,,,,,,,,,,,,,,,,
. Người mua trả tiền trước dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Chi phí phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phải trả nội bộ về vốn kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phải trả dài hạn nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu chưa thực hiện dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả dài hạn khác__1,60000000.0,60000000.0,60000000.0,,,,,,,,,,,,,,,,,,,,,
. Vay và nợ thuê tài chính dài hạn__1,102917490973.0,118950468603.0,2596666000.0,1952500000.0,,347961252.0,463948334.0,,,,,,,,,,,,,,,,,
. Trái phiếu chuyển đổi__1,,,,,,,,,,,,,,,,,,,,,,,,
. Thuế thu nhập hoãn lại phải trả__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải trả dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Quỹ phát triển khoa học và công nghệ__1,67316315.0,4900000000.0,,,,,,,,,,,,,,,,,,,,,,
II - VỐN CHỦ SỞ HỮU__1,144705463670.0,122036110023.0,86597566406.0,78753436073.0,80980284279.0,75892210740.0,75076853764.0,76847188166.0,60341948184.0,51559830864.0,44110265841.0,43827523856.0,44748207962.0,39235714334.0,23797199453.0,,,,,,,,,
I. Vốn chủ sở hữu__1,142914831002.0,120245477355.0,84806933738.0,76962803405.0,79189651611.0,74101578072.0,73286221096.0,,,,,,,,,,,,,,,,,
. Vốn góp của chủ sở hữu__1,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,,,,,,,,,,,,,,,,,
- Cổ phiếu phổ thông có quyền biểu quyết__1,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,43776050000.0,,,,,,,,,,,,,,,,,
- Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,,,
. Cổ phiếu ưu đãi__1,,,,,,,,,,,,,,,,,,,,,,,,
. Thặng dư vốn cổ phần__1,4946628370.0,4946628370.0,4946628370.0,4946628370.0,4946628370.0,4946628370.0,4946628370.0,,,,,,,,,,,,,,,,,
. Quyền chọn chuyển đổi trái phiếu__1,,,,,,,,,,,,,,,,,,,,,,,,
. Vốn khác của chủ sở hữu__1,,,,,,,,,,,,,,,,,,,,,,,,
. Cổ phiếu quỹ (*)__1,,,,,,,,,,,,,,,,,,,,,,,,
. Chênh lệch đánh giá lại tài sản__1,,,,,,,,,,,,,,,,,,,,,,,,
. Chênh lệch tỷ giá hối đoái__1,,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ đầu tư phát triển__1,62907420962.0,33175940616.0,26272713358.0,23133098399.0,20176828557.0,17163559912.0,16329984598.0,,,,,,,,,,,,,,,,,
. Quỹ hỗ trợ sắp xếp doanh nghiệp__1,,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ khác thuộc vốn chủ sở hữu__1,,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế chưa phân phối__1,31284731670.0,38346858369.0,9811542010.0,5107026636.0,10290144684.0,8215339790.0,8233558128.0,,,,,,,,,,,,,,,,,
- LNST chưa phân phối lũy kế đến cuối kỳ trước__1,30102223733.0,37164350432.0,8629034073.0,3924518699.0,10290144684.0,,37175.0,,,,,,,,,,,,,,,,,
- LNST chưa phân phối kỳ này__1,1182507937.0,1182507937.0,1182507937.0,1182507937.0,,8215339790.0,8233520953.0,,,,,,,,,,,,,,,,,
. Nguồn vốn đầu tư XDCB__1,,,,,,,,,,,,,,,,,,,,,,,,
. Lợi ích cổ đông không kiểm soát__1,,,,,,,,,,,,,,,,,,,,,,,,
. Phụ trội hợp nhất công ty con__1,,,,,,,,,,,,,,,,,,,,,,,,
. Nguồn kinh phí và các quỹ khác__1,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,,,-56877816.0,93967034.0,237223027.0,,,,,,,,,
.. Nguồn kinh phí__1,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,1790632668.0,,,,,,,,,,,,,,
.. Nguồn kinh phí đã hình thành TSCĐ__1,,,,,,,,,,,,,,,,,,,,,,,,
III - LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ__1,,,,,,,,,,,,,,,,,,,,,,,,
Tổng cộng nguồn vốn__1,558559531560.0,512304206251.0,212025461657.0,147206656666.0,133802521362.0,134998925273.0,135768639950.0,146939137406.0,144633047430.0,148698246452.0,140020289093.0,123335293060.0,99676401025.0,65070056804.0,55843957429.0,,,,,,,,,
.. Đầu tư ngắn hạn__1,,,,,,,,,25200000.0,300000000.0,,,,,,,,,,,,,,
.. Dự phòng giảm giá đầu tư ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu chính phủ__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Chi phí xây dựng cơ bản dở dang__1,,,,,,,,,,194610168.0,194610168.0,287206091.0,9419541918.0,912442187.0,1705497893.0,,,,,,,,,
. Các khoản đầu tư tài chính dài hạn__1,,,,,,,,,,,,,,,,,,,,,,,,
. Đầu tư dài hạn khác__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Vay và nợ ngắn hạn__1,,,,,,,,41893770604.0,45858018841.0,61684488554.0,63594706708.0,26898659047.0,15853769527.0,14162605209.0,15920697023.0,,,,,,,,,
.. Phải trả người bán__1,,,,,,,,12355878829.0,13157664632.0,12737989870.0,15533112484.0,33087438460.0,18921186358.0,9325520880.0,12064218977.0,,,,,,,,,
.. Người mua trả tiền trước__1,,,,,,,,2602260113.0,9635188807.0,721458517.0,1887387755.0,11209382639.0,13136472508.0,539443124.0,922885964.0,,,,,,,,,
.. Chi phí phải trả__1,,,,,,,,285055910.0,253841146.0,64867592.0,,27027478.0,331290518.0,341883173.0,,,,,,,,,,
.. Phải trả nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,,
".. Các khoản phải trả, phải nộp ngắn hạn khác__1",,,,,,,,1781243440.0,2065052575.0,7081354996.0,676358314.0,679641475.0,512500403.0,421788669.0,1227292876.0,,,,,,,,,
.. Quỹ khen thưởng phúc lợi__1,,,,,,,,1214306502.0,,,,66886551.0,,,,,,,,,,,,
.. Giao dịch mua bán lại trái phiếu chính phủ__2,,,,,,,,,,,,,,,,,,,,,,,,
.. Doanh thu chưa thực hiện__1,,,,,,,,,,,,,,,,,,,,,,,,
. Quỹ thưởng ban quản lý điều hành công ty__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Phải trả dài hạn nội bộ__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Vay và nợ dài hạn__1,,,,,,,,122500000.0,2800000000.0,5092000000.0,11157236498.0,4045736498.0,4685486551.0,,1281922140.0,,,,,,,,,
.. Thuế thu nhập hoãn lại phải trả__1,,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng trợ cấp mất việc làm__1,,,,,,,,,,,124640973.0,116256576.0,83209520.0,105229544.0,117375990.0,,,,,,,,,
.. Doanh thu chưa thực hiện__2,,,,,,,,,,,,10909092.0,,,,,,,,,,,,
.. Quỹ phát triển khoa học công nghệ__1,,,,,,,,,,1900000000.0,,,,,,,,,,,,,,
. Vốn chủ sở hữu__1,,,,,,,,75056555498.0,58551315516.0,49769198196.0,44110265841.0,43827523856.0,44805085778.0,39141747300.0,23559976426.0,,,,,,,,,
.. Vốn đầu tư của chủ sở hữu__1,,,,,,,,41691480000.0,30143620000.0,30143620000.0,24115100000.0,24115100000.0,24115100000.0,24115100000.0,15030100000.0,,,,,,,,,
.. Thặng dư vốn cổ phần__1,,,,,,,,4946628370.0,5001173825.0,5001173825.0,9824193825.0,9824193825.0,9824193825.0,9824193825.0,921967000.0,,,,,,,,,
