field,[2021],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2020]
. Doanh thu bán hàng và cung cấp dịch vụ__1,251196194286.0,285490613361.0,249914448253.0,256824109389.0,278391751801.0,253321333060.0,237711072637.0,179733863371.0,192070481046.0,,189222057573.0,149953404280.0,163857371227.0,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,17229480.0,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,251196194286.0,285490613361.0,249914448253.0,256824109389.0,278391751801.0,253321333060.0,237711072637.0,179733863371.0,192070481046.0,,189204828093.0,149953404280.0,163857371227.0,,,,,,,,
. Giá vốn hàng bán__1,196769987318.0,230525813717.0,207257600984.0,216847856613.0,221229399397.0,203013659754.0,199639632404.0,150737648928.0,160291881176.0,,153550184228.0,124565077641.0,125190638159.0,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,54426206968.0,54964799644.0,42656847269.0,39976252776.0,57162352404.0,50307673306.0,38071440233.0,28996214443.0,31778599870.0,,35654643865.0,25388326639.0,38666733068.0,,,,,,,,
. Doanh thu hoạt động tài chính__1,519586294.0,779771603.0,891571049.0,519540147.0,1556323266.0,703529517.0,624085135.0,326615385.0,618663867.0,,2180203775.0,1186729511.0,690238451.0,,,,,,,,
. Chi phí tài chính__1,2168491806.0,2555775117.0,1312615224.0,956085836.0,289999052.0,1837645291.0,3051344316.0,3792123644.0,6337982550.0,,4468124364.0,2609170485.0,6600864438.0,,,,,,,,
- Trong đó: Chi phí lãi vay__1,2031933286.0,2081524595.0,1262313675.0,922231614.0,279991513.0,1021108817.0,2551547353.0,3534587300.0,6230497555.0,,1908847693.0,2044344370.0,5385487002.0,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,7699921227.0,12482047838.0,8226417814.0,6752218964.0,11155618777.0,7605552698.0,6107739778.0,5242857974.0,3297551727.0,,2835268729.0,6405220739.0,9565868607.0,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,19824816758.0,25375057238.0,19111459273.0,15613572588.0,22853039222.0,19257797751.0,16107831155.0,10343297390.0,11991273970.0,,10046045630.0,7628307746.0,13538948581.0,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,25252563471.0,15331691054.0,14897926007.0,17173915535.0,24420018619.0,22310207083.0,13428610119.0,9944550820.0,10770455490.0,,20485408917.0,9932357180.0,9651289893.0,,,,,,,,
. Thu nhập khác__1,1598304569.0,4583674635.0,1375298252.0,1714083032.0,1684142384.0,2043677299.0,904061972.0,1291730783.0,2145766028.0,,481477196.0,5691645638.0,3074838039.0,,,,,,,,
. Chi phí khác__1,2916973066.0,935646491.0,396614567.0,235572830.0,232360609.0,410567655.0,324811704.0,165373128.0,628073960.0,,254130787.0,805852719.0,1235791872.0,,,,,,,,
. Lợi nhuận khác__1,-1318668497.0,3648028144.0,978683685.0,1478510202.0,1451781775.0,1633109644.0,579250268.0,1126357655.0,1517692068.0,,227346409.0,4885792919.0,1839046167.0,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,23933894974.0,18979719198.0,15876609692.0,18652425737.0,25871800394.0,23943316727.0,14007860387.0,11070908475.0,12288147558.0,,20712755326.0,14818150099.0,11490336060.0,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,2837206759.0,3980386348.0,2964892125.0,3568826822.0,5131912318.0,5276636363.0,2897817183.0,3022051331.0,1839080516.0,,3636207688.0,4517927753.0,4255964107.0,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,1872132236.0,-312143960.0,79201275.0,72286725.0,-113088000.0,,270645000.0,-270645000.0,1216805279.0,,1227752930.0,-1395784285.0,-1769169949.0,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,19224555979.0,15311476810.0,12832516292.0,15011312190.0,20852976076.0,18666680364.0,10839398204.0,8319502144.0,9232261763.0,,15848794708.0,11696006631.0,9003541902.0,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,19224555979.0,15311476810.0,12832516292.0,15011312190.0,20852976076.0,18666680364.0,10839398204.0,8319502144.0,9232261763.0,,15848794708.0,11696006631.0,9003541902.0,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,4663.0,3413.0,3029.0,3690.0,4848.0,4956.0,4086.0,3136.0,3480.0,,6891.0,5085.0,4392.0,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,4848.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,159110941057.0,141518786751.0,126327302906.0,95050209002.0,111631723029.0,115333124285.0,104105616935.0,103385150101.0,97496292451.0,,88931653127.0,75199957230.0,71973641633.0,,,,,,,,177446617258.0
. Tiền và các khoản tương đương tiền__1,29080905158.0,17683864753.0,7928919439.0,5315996636.0,8554782805.0,9325117874.0,4759511122.0,2703250851.0,3073629872.0,,5534825555.0,7395336574.0,1737084646.0,,,,,,,,62552910959.0
..Tiền__1,29080905158.0,17683864753.0,7928919439.0,5315996636.0,8554782805.0,9325117874.0,4759511122.0,2703250851.0,3073629872.0,,5534825555.0,6895336574.0,1737084646.0,,,,,,,,62552910959.0
..Các khoản tương đương tiền__1,,,,,,,,,,,,500000000.0,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,127687139.0,127687139.0,584000000.0,1129000000.0,1129000000.0,1129000000.0,838973154.0,1020067307.0,1020067307.0,,1129000000.0,408000000.0,408000000.0,,,,,,,,127687139.0
.. Chứng khoán kinh doanh__1,584000000.0,584000000.0,584000000.0,1129000000.0,1129000000.0,1129000000.0,,,,,,,,,,,,,,,584000000.0
.. Dự phòng giảm giá chứng khoán kinh doanh__1,-456312861.0,-456312861.0,,,,,,,,,,,,,,,,,,,-456312861.0
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,64825572771.0,63199622657.0,54566716938.0,53256135062.0,63062043869.0,74615651670.0,62429496565.0,59593772752.0,55970476983.0,,47153440399.0,44258799281.0,28221623105.0,,,,,,,,68058897737.0
..Phải thu khách hàng__1,74396025949.0,75976138954.0,66555946402.0,59649329305.0,70191090800.0,82630211512.0,66457146406.0,64531769195.0,61313449442.0,,51646418688.0,46689531254.0,29525770852.0,,,,,,,,80245894996.0
..Trả trước cho người bán__1,8400787950.0,1098304600.0,719741624.0,5211564713.0,3807054104.0,1812940810.0,1949363362.0,616163810.0,67473801.0,,672672316.0,470803851.0,1271414373.0,,,,,,,,2686785257.0
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,790363567.0,873836592.0,1694241343.0,1861107984.0,1738520932.0,1522422487.0,1128086471.0,1190260825.0,1349777077.0,,394203308.0,391377308.0,726979862.0,,,,,,,,809650430.0
.. Dự phòng phải thu ngắn hạn khó đòi__1,-18761604695.0,-14748657489.0,-14403212431.0,-13465866940.0,-12674621967.0,-11349923139.0,-7105099674.0,-6744421078.0,-6760223337.0,,-5559853913.0,-3292913132.0,-3302541982.0,,,,,,,,-15683432946.0
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,64455014291.0,60165213580.0,63202469330.0,35349077304.0,38885896355.0,30263354741.0,35779571820.0,39687848598.0,36310302628.0,,34081169743.0,22724956414.0,41015419055.0,,,,,,,,46500421319.0
.. Hàng tồn kho__1,64455014291.0,60165213580.0,63202469330.0,35349077304.0,38885896355.0,30263354741.0,35779571820.0,39687848598.0,36310302628.0,,34081169743.0,22724956414.0,44191941871.0,,,,,,,,46500421319.0
.. Dự phòng giảm giá hàng tồn kho__1,,,,,,,,,,,,,-3176522816.0,,,,,,,,
. Tài sản ngắn hạn khác__1,621761698.0,342398622.0,45197199.0,,,,298064274.0,380210593.0,1121815661.0,,1033217430.0,412864961.0,591514827.0,,,,,,,,206700104.0
.. Chi phí trả trước ngắn hạn__1,,342398622.0,45197199.0,,,,,,49078942.0,,,,,,,,,,,,206700104.0
.. Thuế GTGT được khấu trừ__1,618188289.0,,,,,,,,,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,3573409.0,,,,,,137894118.0,,764261853.0,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,160170156.0,380210593.0,308474866.0,,1033217430.0,412864961.0,591514827.0,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,22822042309.0,19780078302.0,23312782099.0,24703311446.0,20477540157.0,18433205226.0,19916483939.0,20767384158.0,25689422457.0,,15010599764.0,20167305454.0,25949345055.0,,,,,,,,23063657672.0
. Các khoản phải thu dài hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,16718443516.0,13551060424.0,17396521069.0,18830794430.0,16130706530.0,13796908897.0,14791322634.0,16049064795.0,21284552741.0,,8698278611.0,13469819553.0,20411922091.0,,,,,,,,14637659306.0
.. Tài sản cố định hữu hình__1,15663638861.0,12496255769.0,16341716414.0,17775989775.0,14886409125.0,12742104242.0,13736517979.0,14984958489.0,20229748086.0,,7443473924.0,12395952858.0,18564466220.0,,,,,,,,13582854651.0
- Nguyên giá__1,119825404092.0,106510769120.0,104261552466.0,100743359269.0,92832774264.0,85706101562.0,81218059360.0,77231688552.0,80498331404.0,,52178691987.0,51915014735.0,51494121473.0,,,,,,,,112511002203.0
- Giá trị hao mòn luỹ kế__1,-104161765231.0,-94014513351.0,-87919836052.0,-82967369494.0,-77946365139.0,-72963997320.0,-67481541381.0,-62246730063.0,-60268583318.0,,-44735218063.0,-39519061877.0,-32929655253.0,,,,,,,,-98928147552.0
.. Tài sản cố định thuê tài chính__1,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__2,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__2,,,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định vô hình__1,1054804655.0,1054804655.0,1054804655.0,1054804655.0,1244297405.0,1054804655.0,1054804655.0,1054804655.0,1054804655.0,,1254804687.0,1073866695.0,1177273587.0,,,,,,,,1054804655.0
- Nguyên giá__3,2447373655.0,2447373655.0,2447373655.0,2447373655.0,2636866405.0,2447373655.0,2447373655.0,2447373655.0,2470584655.0,,2470584655.0,2189207983.0,2189207983.0,,,,,,,,2447373655.0
- Giá trị hao mòn luỹ kế__3,-1392569000.0,-1392569000.0,-1392569000.0,-1392569000.0,-1392569000.0,-1392569000.0,-1392569000.0,-1392569000.0,-1415780000.0,,-1215779968.0,-1115341288.0,-1011934396.0,,,,,,,,-1392569000.0
. Bất động sản đầu tư__1,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__4,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__4,,,,,,,,,,,,,,,,,,,,,
. Tài sản dở dang dài hạn__1,45002148.0,145254695.0,,,243943270.0,86134545.0,,,,,,,,,,,,,,,449264692.0
". Chi phí sản xuất, kinh doanh dở dang dài hạn__1",,,,,,,,,,,,,,,,,,,,,
