field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,775792096554.0,760990568787.0,784988323880.0,884186586055.0,909406660330.0,1207076060884.0,1426755744271.0,1639944575500.0,1746583154501.0,2360965014879.0,2029760136012.0,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,9868794285.0,10820494220.0,11840720257.0,13924130925.0,12150516687.0,15783042804.0,14951020179.0,13467561613.0,13983443396.0,12325360270.0,10798817905.0,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,765923302269.0,750170074567.0,773147603623.0,870262455130.0,897256143643.0,1191293018080.0,1411804724092.0,1626477013887.0,1732599711105.0,2348639654609.0,2018961318107.0,,,,,,,,,
. Giá vốn hàng bán__1,758485397704.0,705632335802.0,722204298100.0,822729713748.0,843684985907.0,1123394879588.0,1318701749791.0,1540286106126.0,1637118712091.0,2227223233568.0,1869583677596.0,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,7437904565.0,44537738765.0,50943305523.0,47532741382.0,53571157736.0,67898138492.0,93102974301.0,86190907761.0,95480999014.0,121416421041.0,149377640511.0,,,,,,,,,
. Doanh thu hoạt động tài chính__1,37092048886.0,10473157891.0,3045282910.0,4705345340.0,3149937665.0,7734741969.0,12125413474.0,21216467160.0,31796475475.0,23176641469.0,34939769106.0,,,,,,,,,
. Chi phí tài chính__1,8339511711.0,4048158500.0,7642498233.0,5949075135.0,9994190543.0,22567119614.0,37945867376.0,40595312588.0,51313470214.0,50284546831.0,52732070298.0,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,5408059830.0,2200781679.0,5776416006.0,4324664436.0,5673233155.0,16018671642.0,21699625157.0,20737044767.0,36787814600.0,42110070634.0,46379685220.0,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,12980081963.0,17276132488.0,22731899503.0,26926521552.0,26488869142.0,38318020009.0,55112170867.0,65212388073.0,71121749122.0,85720257350.0,71984699146.0,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,18802010324.0,12895170127.0,13917335154.0,13256284498.0,15461717589.0,10179150503.0,17062025547.0,11206664890.0,12302605623.0,12463466790.0,8649586189.0,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,4408349453.0,20791435541.0,9696855543.0,6106205537.0,4776318127.0,4568590335.0,-4891676015.0,-9606990630.0,-7460350470.0,-3875208461.0,50951053984.0,,,,,,,,,
. Thu nhập khác__1,25493717265.0,974201699.0,2245227764.0,1902857887.0,20611622991.0,4083965065.0,6135135362.0,8001502308.0,10719702966.0,18573657842.0,4023215733.0,,,,,,,,,
. Chi phí khác__1,3517121347.0,664354436.0,11741977966.0,796641952.0,972817487.0,1157319990.0,1905887239.0,1191342196.0,2280562624.0,1330673772.0,2922740123.0,,,,,,,,,
. Lợi nhuận khác__1,21976595918.0,309847263.0,-9496750202.0,1106215935.0,19638805504.0,2926645075.0,4229248123.0,6810160112.0,8439140342.0,17242984070.0,1100475610.0,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,26384945371.0,21101282804.0,200105341.0,7212421472.0,24415123631.0,7495235410.0,-662427892.0,-2796830518.0,978789872.0,13367775609.0,52051529594.0,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,5346961247.0,2222380649.0,77586186.0,1190973852.0,1326639137.0,,,,,2439472158.0,11470422631.0,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
