field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,110455551873.0,123495525611.0,111042142546.0,102594610421.0,103846874267.0,94649936864.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,3718500.0,271291819.0,,284893902.0,432754083.0,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,110455551873.0,123491807111.0,110770850727.0,102594610421.0,103561980365.0,94217182781.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,82560939289.0,85634458863.0,82214576006.0,72022081501.0,68134677785.0,66270661229.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,27894612584.0,37857348248.0,28556274721.0,30572528920.0,35427302580.0,27946521552.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,19442942.0,9365961.0,9873715.0,110442566.0,90092787.0,291927694.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,1922548317.0,1450707152.0,1461814167.0,1374121095.0,1737479432.0,1963426674.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,1922548317.0,1450707152.0,1461814167.0,1373121095.0,1737479432.0,1963426674.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,5055527531.0,5008803878.0,5421808901.0,3675856614.0,2920025343.0,1566315533.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,18376545273.0,17497984138.0,16861637946.0,16144598710.0,17993908969.0,14139716627.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,2559434405.0,13909219041.0,4820887422.0,9488395067.0,12865981623.0,10568990412.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,10748085119.0,4258633149.0,7426211355.0,2013510077.0,369889447.0,86929281.0,,,,,,,,,,,,,,,
. Chi phí khác__1,1281354021.0,5798305742.0,32246013.0,17658922.0,13260219.0,49010674.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,9466731098.0,-1539672593.0,7393965342.0,1995851155.0,356629228.0,37918607.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,12026165503.0,12369546448.0,12214852764.0,11484246222.0,13222610851.0,10606909019.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,2253048500.0,2327289101.0,2463411936.0,2298836674.0,2644861096.0,2127594845.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,9773117003.0,10042257347.0,9751440828.0,9185409548.0,10577749755.0,8479314174.0,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,9773117003.0,10042257347.0,9751440828.0,9185409548.0,10577749755.0,8479314174.0,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,629.0,566.0,515.0,488.0,577.0,492.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,90410676485.0,81812823804.0,82686084191.0,97779448271.0,68430225766.0,230656552017.0,,,,,,,,,,,,,,,
