field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,81918358695.0,142648109749.0,123925173092.0,206166667843.0,136006288989.0,183044795972.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,81918358695.0,142648109749.0,123925173092.0,206166667843.0,136006288989.0,183044795972.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,71828427768.0,130715383385.0,111309367180.0,190617660107.0,122741411936.0,167251958499.0,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,10089930927.0,11932726364.0,12615805912.0,15549007736.0,13264877053.0,15792837473.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,722076714.0,1469210003.0,1929484717.0,1809626263.0,1903209555.0,1004858636.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,,-153336000.0,17020213.0,41151600.0,-92101200.0,37232400.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,3303013.0,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,5365583541.0,6377477495.0,5982292245.0,8116791458.0,6940895462.0,7694793479.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,5446424100.0,7177794872.0,8545978171.0,9200690941.0,8319292346.0,9065670230.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,116999774.0,956465.0,255566058.0,250028028.0,252097416.0,227023303.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,109159035.0,827045.0,458436.0,60216776.0,118532972.0,54865914.0,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,7840739.0,129420.0,255107622.0,189811252.0,133564444.0,172157389.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,5454264839.0,7177924292.0,8801085793.0,9390502193.0,8452856790.0,9237827619.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,783961342.0,1027063369.0,1763388566.0,2283738540.0,1715717952.0,1931906245.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,4670303497.0,6150860923.0,7037697227.0,7106763653.0,6737138838.0,7305921374.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,4670303497.0,6150860923.0,7037697227.0,7106763653.0,6737138838.0,7305921374.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1251.0,1467.0,1678.0,1695.0,1606.0,1753.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,1467.0,1678.0,1695.0,1606.0,1753.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,113992953001.0,121015758281.0,142000992282.0,113708782436.0,155013657514.0,81294901092.0,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,8619180903.0,12697177243.0,33005601274.0,27629192474.0,13423339178.0,27078885485.0,,,,,,,,,,,,,,,,
..Tiền__1,3619180903.0,10697177243.0,31005601274.0,16129192474.0,2423339178.0,5078885485.0,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,5000000000.0,2000000000.0,2000000000.0,11500000000.0,11000000000.0,22000000000.0,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,8226000000.0,10000000000.0,22500000000.0,25500000000.0,20000000000.0,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,8226000000.0,10000000000.0,22500000000.0,25500000000.0,20000000000.0,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,81837580169.0,79919215046.0,71439627984.0,42371245954.0,97910265603.0,25834240309.0,,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,37033712405.0,43233448725.0,38941231651.0,27094594288.0,21307471151.0,24465238962.0,,,,,,,,,,,,,,,,
..Trả trước cho người bán__1,44257485271.0,36186034310.0,32505636198.0,15293717025.0,76404577183.0,1410073083.0,,,,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,1024730486.0,1178080004.0,755539038.0,661282634.0,474070262.0,234781257.0,,,,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-478347993.0,-678347993.0,-762778903.0,-678347993.0,-275852993.0,-275852993.0,,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,15176271575.0,18399365992.0,15055763024.0,17752512066.0,23652907369.0,28368889039.0,,,,,,,,,,,,,,,,
