field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,322270550065.0,473896821168.0,436679126899.0,228802558674.0,284388808993.0,352811180795.0,250544295859.0,189644670365.0,239056650944.0,269448394848.0,382406853967.0,311981464018.0,304312901020.0,314286287792.0,279509052881.0,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,769063338995.0,322270550065.0,473896821168.0,436679126899.0,228802558674.0,284388808993.0,352811180795.0,250544295859.0,189644670365.0,239056650944.0,269448394848.0,382406853967.0,311981464018.0,304312901020.0,314286287792.0,279509052881.0,,,,
. Giá vốn hàng bán__1,722483307495.0,289913885986.0,430961681187.0,392966591981.0,200497617250.0,253402051996.0,291169979460.0,215084985824.0,166658251044.0,212945593731.0,226798509951.0,319577889128.0,269527000000.0,264159761940.0,265505216038.0,262549230411.0,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,46580031500.0,32356664079.0,42935139981.0,43712534918.0,28304941424.0,30986756997.0,61641201335.0,35459310035.0,22986419321.0,26111057213.0,42649884897.0,62828964839.0,42454480872.0,40153139080.0,48781071754.0,16959822470.0,,,,
. Doanh thu hoạt động tài chính__1,22010913533.0,25749585683.0,18122461816.0,8924837998.0,30987865427.0,15956955114.0,1814104588.0,706482283.0,557333591.0,735791446.0,2723390161.0,3558691646.0,2477367053.0,3166292614.0,5651799386.0,1151066516.0,,,,
. Chi phí tài chính__1,12796041038.0,4379945817.0,5376198981.0,10175748056.0,7465667943.0,11649120859.0,13901985003.0,9216849062.0,10805967033.0,10317310902.0,11263822756.0,12878384887.0,4067771827.0,4584206013.0,1046009270.0,2414000.0,,,,
- Trong đó: Chi phí lãi vay__1,12695084541.0,4856568993.0,5439589986.0,8766929495.0,6734547237.0,10144841909.0,13904194029.0,9603451474.0,11174037072.0,10690751754.0,9788050131.0,11409704764.0,3407893478.0,1881912413.0,54614500.0,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",-77370056.0,15327134.0,-26330239.0,124265109.0,188191333.0,-113021097.0,95523827.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,1927176758.0,62025387.0,,,597837576.0,3373153238.0,15381242808.0,4455630285.0,579376764.0,802283144.0,1091747556.0,671843347.0,848954220.0,752992978.0,9387270162.0,3937178989.0,,,,
