field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,567630676354.0,396381056674.0,357734976119.0,286619672879.0,218401330256.0,196363275230.0,173543323985.0,144712770450.0,125752857392.0,105290042320.0,76148244816.0,77099591010.0,73575817004.0,71808900410.0,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,567630676354.0,396381056674.0,357734976119.0,286619672879.0,218401330256.0,196363275230.0,173543323985.0,144712770450.0,125752857392.0,105290042320.0,76148244816.0,77099591010.0,73575817004.0,71808900410.0,,,,,,
. Giá vốn hàng bán__1,521290448160.0,360416321005.0,324913999764.0,260087731676.0,197274391075.0,175820890257.0,156017463728.0,131346290638.0,113267176575.0,96934017452.0,69559712258.0,67562451916.0,65579457955.0,65207834288.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,46340228194.0,35964735669.0,32820976355.0,26531941203.0,21126939181.0,20542384973.0,17525860257.0,13366479812.0,12485680817.0,8356024868.0,6588532558.0,9537139094.0,7996359050.0,6601066122.0,,,,,,
. Doanh thu hoạt động tài chính__1,1369243257.0,1059330270.0,1123674738.0,556826555.0,146694980.0,104965477.0,127682000.0,184003177.0,257515024.0,146021174.0,557027506.0,92357650.0,217849453.0,169744933.0,,,,,,
. Chi phí tài chính__1,1029983692.0,971624495.0,537436617.0,327532373.0,824138738.0,940785504.0,1158764691.0,1441080964.0,1557879368.0,1044711994.0,1332361449.0,1430870662.0,700015574.0,521896833.0,,,,,,
- Trong đó: Chi phí lãi vay__1,810626390.0,905314556.0,537436617.0,327532373.0,824138738.0,811703569.0,799669163.0,1390483242.0,947506851.0,764159994.0,1040556616.0,967968681.0,489703631.0,95551084.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,210050000.0,293971043.0,1783984554.0,1619210496.0,1423892950.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,14476287476.0,13474243879.0,11955257758.0,11057906634.0,7941648120.0,8080570343.0,7112211096.0,5483730037.0,6119483319.0,4491823205.0,4193236665.0,3576807289.0,2928003966.0,2134123610.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,32203200283.0,22578197565.0,21451956718.0,15703328751.0,12507847303.0,11625994603.0,9382566470.0,6625671988.0,5065833154.0,2755460843.0,1325990907.0,2837834239.0,2966978467.0,2690897662.0,,,,,,
. Thu nhập khác__1,1259317465.0,3066272031.0,5389967701.0,4088954607.0,848809471.0,781107382.0,935778486.0,854400144.0,164569968.0,707046239.0,2998281782.0,117635197.0,70603794.0,112219895.0,,,,,,
. Chi phí khác__1,80554966.0,32747628.0,732293635.0,137103098.0,210361931.0,375737199.0,16240543.0,223318254.0,483412268.0,64162752.0,2245378653.0,87572669.0,63099273.0,18481651.0,,,,,,
. Lợi nhuận khác__1,1178762499.0,3033524403.0,4657674066.0,3951851509.0,638447540.0,405370183.0,919537943.0,631081890.0,-318842300.0,642883487.0,752903129.0,30062528.0,7504521.0,93738244.0,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,33381962782.0,25611721968.0,26109630784.0,19655180260.0,13146294843.0,12031364786.0,10302104413.0,7256753878.0,4746990854.0,3398344330.0,2078894036.0,2867896767.0,2974482988.0,2784635906.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,7062844043.0,5210362148.0,5466548068.0,3983913621.0,2648858970.0,2604023294.0,2316343690.0,1859015802.0,1586104638.0,637529174.0,391337545.0,790039296.0,318681961.0,509913484.0,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,127454389.0,256115826.0,25981652.0,18187156.0,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,26319118739.0,20401359820.0,20643082716.0,15671266639.0,10497435873.0,9427341492.0,7985760723.0,5270283687.0,2904770390.0,2734833504.0,1669369335.0,2077857471.0,2655801027.0,2274722422.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,188662739.0,276543658.0,114053992.0,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,26319118739.0,20401359820.0,20643082716.0,15671266639.0,10497435873.0,9427341492.0,7985760723.0,5270283687.0,2904770390.0,2734833504.0,1669369335.0,1889194732.0,2379257369.0,2160668430.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,5123.0,4669.0,5014.0,4695.0,3132.0,3578.0,3255.0,2396.0,1321.0,1243.0,849.0,1177.0,1580.0,1999.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,67148619193.0,51360608819.0,46623538227.0,43527247671.0,41735653223.0,46832595329.0,41927368987.0,27217691782.0,26870000414.0,33678410780.0,43743611123.0,43040457091.0,32556067643.0,28956881719.0,,,,,,
. Tiền và các khoản tương đương tiền__1,26090428352.0,22833025727.0,4044995875.0,17346116360.0,3440887778.0,4631410423.0,9099474108.0,3165666770.0,5184463079.0,1418911039.0,5178891623.0,4241217333.0,2578370598.0,1844633661.0,,,,,,
