field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1217826616841.0,1138040948029.0,1033254234073.0,1030080220175.0,1069929679488.0,853954656912.0,855514019377.0,939747165738.0,1105680092369.0,1384643243393.0,1837201957069.0,1028420692577.0,648310112778.0,728795494932.0,703796059207.0,602104826984.0,433185224729.0,,,,,
. Các khoản giảm trừ doanh thu__1,985491573.0,442888715.0,175395455.0,29408251.0,22890000.0,745706353.0,248395997.0,1064746264.0,5558569730.0,7692149307.0,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1216841125268.0,1137598059314.0,1033078838618.0,1030050811924.0,1069906789488.0,853208950559.0,855265623380.0,938682419474.0,1100121522639.0,1376951094086.0,1837201957069.0,1028420692577.0,648310112778.0,728795494932.0,703796059207.0,602104826984.0,433185224729.0,,,,,
. Giá vốn hàng bán__1,786532015939.0,817653058668.0,762643927813.0,685179592014.0,751489749523.0,637944117294.0,652463454775.0,653202241951.0,675168354175.0,823643931934.0,970977994307.0,565358457104.0,414850230557.0,476771343018.0,448004011281.0,368401744190.0,265640474721.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,430309109329.0,319945000646.0,270434910805.0,344871219910.0,318417039965.0,215264833265.0,202802168605.0,285480177523.0,424953168464.0,553307162152.0,866223962762.0,463062235473.0,233459882221.0,252024151914.0,255792047926.0,233703082794.0,167544750008.0,,,,,
. Doanh thu hoạt động tài chính__1,47456547396.0,64066605701.0,68669022883.0,65197162556.0,56873669237.0,52271729613.0,54883733207.0,53997468521.0,73041826024.0,97994986760.0,107103007789.0,36181379760.0,27185559063.0,23223946054.0,18868432850.0,12268767345.0,5261472307.0,,,,,
. Chi phí tài chính__1,6898180726.0,14747266684.0,22917326767.0,15694124623.0,12343703771.0,6176038489.0,16243192792.0,18820409115.0,22852458990.0,5317608283.0,8443655728.0,13009217540.0,8813637541.0,25410170581.0,10663546072.0,3974953015.0,715660662.0,,,,,
- Trong đó: Chi phí lãi vay__1,4985930163.0,14314552756.0,18173462191.0,9660481458.0,7713063292.0,2842233270.0,2450509819.0,4422789339.0,12286642760.0,3060181231.0,2546263728.0,8889843925.0,15319056640.0,4392051073.0,8755722171.0,3974953015.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,32850338103.0,19322999825.0,19411163034.0,16193621013.0,14923560686.0,14585560676.0,16144607708.0,19216614219.0,18207769422.0,14438234257.0,14383586569.0,12071297292.0,5643247432.0,11243059269.0,10676019145.0,6779448882.0,4398292731.0,,,,,
. Chi phí quản lý doanh nghiệp__1,85666204569.0,91544569309.0,81561485357.0,87237744199.0,79174413477.0,66008758897.0,65446237996.0,51134151321.0,55681753359.0,54182730693.0,85413767022.0,73642785425.0,28917172472.0,29683160904.0,27926942549.0,34526835260.0,21076809282.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,352350933327.0,258396770529.0,215213958530.0,290942892631.0,268849031268.0,180766204816.0,159851863316.0,250306471389.0,401253012717.0,577363575679.0,865085961232.0,400520314976.0,217271383839.0,208911707214.0,225393973010.0,200690612982.0,146615459640.0,,,,,
. Thu nhập khác__1,261818524550.0,24025827094.0,37481743158.0,34393278812.0,17380815153.0,14827365907.0,36582381067.0,10207723100.0,12025441846.0,14264483232.0,11532544843.0,64817013368.0,11937432026.0,40911318196.0,13890545886.0,9753869739.0,6647936706.0,,,,,
. Chi phí khác__1,36824535873.0,13077379748.0,8827904183.0,23692615664.0,16228488135.0,6284208410.0,6153321371.0,4315267616.0,5190098280.0,2654123839.0,2174234025.0,31658589319.0,8485604495.0,15778604072.0,6571098612.0,3313163647.0,948568601.0,,,,,
. Lợi nhuận khác__1,224993988677.0,10948447346.0,28653838975.0,10700663148.0,1152327018.0,8543157497.0,30429059696.0,5892455484.0,6835343566.0,11610359393.0,9358310818.0,33158424049.0,3451827531.0,25132714124.0,7319447274.0,6440706092.0,5699368105.0,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,577344922004.0,269345217875.0,243867797505.0,301643555779.0,270001358286.0,189309362313.0,190280923012.0,256198926873.0,408624285808.0,588718799730.0,871211150848.0,433409818945.0,220723211370.0,234044421338.0,232713420284.0,207131319074.0,152314827745.0,,,,,
. Chi phí thuế TNDN hiện hành__1,108618382158.0,56677573515.0,53320592026.0,67438007587.0,45755912173.0,28404694477.0,37249176530.0,39859524313.0,37562404073.0,50459355482.0,68247535644.0,38901465309.0,9963593792.0,,672897359.0,55914696209.0,42648151769.0,,,,,
. Chi phí thuế TNDN hoãn lại__1,-3850994863.0,979544130.0,-617199378.0,-832868842.0,-609007029.0,-154709689.0,-2616243449.0,2393659130.0,3203782547.0,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,472577534709.0,211688100230.0,191164404857.0,235038417034.0,224854453142.0,161059377525.0,155647989931.0,213945743430.0,367858099188.0,538259444248.0,802963615204.0,394508353636.0,210759617578.0,234044421338.0,232040522925.0,151216622865.0,109666675976.0,,,,,
. Lợi ích của cổ đông thiểu số__1,41502340516.0,33749260785.0,8265272153.0,-309823479.0,11710270091.0,7069195711.0,11094994272.0,391877762.0,-1083793346.0,-1489580614.0,474065727.0,397575600.0,3221338.0,,,,,,,,,
