field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,4522014622470.0,4206732382220.0,4413958643618.0,4421559894432.0,4569014010206.0,4153858990854.0,4151727486719.0,3958709910419.0,4230222382163.0,2949286471548.0,2510825145928.0,2052247764060.0,1770344687033.0,1518436877452.0,1285209755529.0,873072034851.0,556189945966.0,,,,
. Các khoản giảm trừ doanh thu__1,518844205371.0,451113070896.0,517204814394.0,539431684721.0,506260545711.0,370814214454.0,543967663522.0,46191765944.0,702865081952.0,18209979100.0,19945210196.0,17722522132.0,24322485821.0,32973054953.0,15929830148.0,4880238734.0,2159133502.0,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,4003170417099.0,3755619311324.0,3896753829224.0,3882128209711.0,4062753464495.0,3783044776400.0,3607759823197.0,3912518144475.0,3527357300211.0,2931076492448.0,2490879935732.0,2034525241928.0,1746022201212.0,1485463822499.0,1269279925381.0,868191796117.0,554030812464.0,,,,
. Giá vốn hàng bán__1,2082259824914.0,1944243042082.0,2184461607643.0,2165405025080.0,2279637916449.0,2070058537405.0,2194892134426.0,1781997126034.0,1886883559265.0,1487277836618.0,1282117010705.0,1015992884307.0,822445899741.0,694444594610.0,600777608975.0,402746978493.0,299403466127.0,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1920910592185.0,1811376269242.0,1712292221581.0,1716723184631.0,1783115548046.0,1712986238995.0,1412867688771.0,2130521018441.0,1640473740946.0,1443798655830.0,1208762925027.0,1018532357621.0,923576301471.0,791019227889.0,668502316406.0,465444817624.0,254627346337.0,,,,
. Doanh thu hoạt động tài chính__1,122939313054.0,140432017346.0,122487815915.0,107785026956.0,88779692278.0,57818264184.0,34338648064.0,37139877819.0,47969788627.0,42177420081.0,48895136206.0,40566222890.0,31294906087.0,22329305076.0,5789057861.0,514443811.0,406399047.0,,,,
. Chi phí tài chính__1,99190812380.0,119182682485.0,98859012607.0,96053992493.0,97684683909.0,84755578873.0,89481890058.0,67340673729.0,16455522775.0,4453033603.0,7182687737.0,3408205843.0,23597231238.0,38495242865.0,17290702891.0,11214310390.0,5683892149.0,,,,
- Trong đó: Chi phí lãi vay__1,12080103631.0,14029596510.0,22715202068.0,28523706808.0,24541141037.0,12492351845.0,8730565082.0,4838876750.0,2269547030.0,2611607290.0,,,3389443987.0,5216001248.0,15393878923.0,10704866834.0,5470937778.0,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,-500637457.0,-112629706.0,-86927791.0,-1206432702.0,-187904291.0,-910388172.0,,,,,,,,,,,,,,
. Chi phí bán hàng__1,802955208315.0,699298275858.0,687045221994.0,724884959648.0,732085284498.0,631639529721.0,457613535495.0,1098587377918.0,770103406614.0,709601447810.0,558862870510.0,483629769106.0,409533239836.0,521504942048.0,469323783194.0,311953346160.0,155062868974.0,,,,
. Chi phí quản lý doanh nghiệp__1,257171743291.0,302861761740.0,333829908766.0,285637232611.0,318385523755.0,297318503446.0,262310172518.0,312775808459.0,270757905732.0,218227172727.0,185188217125.0,134944063183.0,113700825796.0,103918190916.0,59818592144.0,55880862996.0,39787292680.0,,,,
