field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2013],[2012],[2011],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[2014],[2010]
. Doanh thu bán hàng và cung cấp dịch vụ__1,7125460985525.0,,9251533407510.0,8624725099971.0,7068945884407.0,7499242418973.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,135712184793.0,,1038090243424.0,2129321307093.0,189700603360.0,199585865243.0,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,6989748800732.0,,8213443164086.0,6495403792878.0,6879245281047.0,7299656553730.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,3768904430720.0,,4826181247206.0,3257506400841.0,4720731121887.0,5417329997880.0,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,3220844370012.0,,3387261916880.0,3237897392037.0,2158514159160.0,1882326555850.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,68674749577.0,,527129841577.0,109914069319.0,458828320024.0,272780957634.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,874671047025.0,,656142837389.0,684296680060.0,1061078752240.0,842218359355.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,768695281371.0,,649005935922.0,680691068670.0,1011187015054.0,788782499615.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",1021502479366.0,,1213459815787.0,1114664470921.0,785952747833.0,682762598649.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,623840704299.0,,801918149009.0,653163069427.0,736668564459.0,728162678425.0,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,596936462567.0,,773427851053.0,508325986114.0,527143240964.0,418048181509.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,2215573385064.0,,2896362736793.0,2616690196676.0,1078404669354.0,849440892844.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,57311390085.0,,133125288166.0,460389246536.0,134428463377.0,92265993656.0,,,,,,,,,,,,,,,,
. Chi phí khác__1,529136447962.0,,48397858190.0,443200132873.0,116043076156.0,21839140344.0,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-471825057877.0,,84727429976.0,17189113663.0,18385387221.0,70426853312.0,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,1743748327187.0,,2981090166769.0,2633879310339.0,1096790056575.0,919867746156.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,287131146345.0,,350482180661.0,296897202272.0,110796340001.0,162341594008.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-646354638.0,,-277746830.0,-39542148493.0,-29108599107.0,-128281585643.0,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,1457263535480.0,,2630885732938.0,2376524256560.0,1015102315681.0,885807737791.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,52704938586.0,,143964973608.0,140770074587.0,193626325045.0,98900599707.0,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,1404558596894.0,,2486920759330.0,2235754181973.0,821475990636.0,786907138084.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1187.0,,2332.0,2070.0,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1187.0,,2332.0,2070.0,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,29147111201478.0,,27964817664724.0,30512152287300.0,36906608994264.0,37024004184519.0,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,2984749370323.0,,416723733815.0,2577622049939.0,2588814401612.0,1667163001525.0,,,,,,,,,,,,,,,,
..Tiền__1,334749327181.0,,313123733815.0,316785663576.0,242366453093.0,526143094941.0,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,2650000043142.0,,103600000000.0,2260836386363.0,2346447948519.0,1141019906584.0,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,214090000000.0,,326294890410.0,424023879195.0,616351311545.0,2006548028550.0,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,4893028550.0,4893028550.0,4893028550.0,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,-512567650.0,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,214090000000.0,,326294890410.0,419130850645.0,611970850645.0,2001655000000.0,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,4942398293993.0,,4318892531593.0,5830458765531.0,6369420383218.0,6801388929761.0,,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,3895625595009.0,,3499461804004.0,4479971232379.0,5759365688236.0,5653734388521.0,,,,,,,,,,,,,,,,
..Trả trước cho người bán__1,143761187880.0,,271265019964.0,502201945176.0,146418210231.0,384320046802.0,,,,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,5500000000.0,,5500000000.0,25500000000.0,25500000000.0,42000000000.0,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,953623361100.0,,558864910849.0,839967514949.0,455906795622.0,751392468120.0,,,,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-57486931868.0,,-16849682374.0,-17692597973.0,-18586791811.0,-31691090587.0,,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,1375081872.0,,650479150.0,510671000.0,816480940.0,1633116905.0,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,20930609125935.0,,22877133518012.0,21618842071107.0,27240906886968.0,26270281710095.0,,,,,,,,,,,,,,,,
.. Hàng tồn kho__1,20940297712145.0,,22895384812667.0,21619060870895.0,27243872078106.0,26270884522966.0,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,-9688586210.0,,-18251294655.0,-218799788.0,-2965191138.0,-602812871.0,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,75264411227.0,,25772990894.0,61205521528.0,91116010921.0,278622514588.0,,,,,,,,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,17718283393.0,,21165934191.0,28657875802.0,29277758441.0,36456243729.0,,,,,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,23488891868.0,,1126517090.0,27784458396.0,48700198256.0,59784726470.0,,,,,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,34057235966.0,,3480539613.0,4763187330.0,13138054224.0,182381544389.0,,,,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,,,,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,19805329577135.0,,15550778622694.0,14671588083345.0,14295274877604.0,20222327690316.0,,,,,,,,,,,,,,,,
. Các khoản phải thu dài hạn__1,318329217816.0,,325794188432.0,450577574803.0,635120022812.0,326049375913.0,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,305457068534.0,,295399631132.0,423295349714.0,604735894906.0,294478191292.0,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
