field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,604438507521.0,827527169792.0,684542782435.0,1183784847430.0,830401835217.0,828202138682.0,1177999905149.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,44707349.0,,,328561969.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,604438507521.0,827527169792.0,684542782435.0,1183740140081.0,830401835217.0,828202138682.0,1177671343180.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,587024871561.0,801232705546.0,640352159095.0,1088021557323.0,667009399049.0,732337721712.0,1034629534858.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,17413635960.0,26294464246.0,44190623340.0,95718582758.0,163392436168.0,95864416970.0,143041808322.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,70995141917.0,98927042806.0,57241718050.0,57285306001.0,42225388058.0,33687998072.0,10745377959.0,,,,,,,,,,,,,
. Chi phí tài chính__1,80027709640.0,74775105182.0,96760030318.0,69032939281.0,59447529137.0,36983262292.0,16772945359.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,79521085640.0,72018375182.0,81745183886.0,69019864514.0,59446566852.0,35853982929.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,172020790.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,347947816.0,695754155.0,3456713804.0,5096018078.0,6294285868.0,76534443.0,221183460.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,6379542727.0,28337030311.0,52268229540.0,52037599518.0,54530184495.0,31033814498.0,21042569651.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,1653577694.0,21413617404.0,-51052632272.0,26837331882.0,85345824726.0,61458803809.0,115922508601.0,,,,,,,,,,,,,
. Thu nhập khác__1,6242193023.0,2211814334.0,129216571.0,525495300.0,27841627499.0,13655054307.0,3038514812.0,,,,,,,,,,,,,
. Chi phí khác__1,346798340.0,7730559712.0,7746045481.0,3588422766.0,3752508428.0,6464524091.0,2784221960.0,,,,,,,,,,,,,
