field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,2935178354963.0,1947466485795.0,1697292905722.0,2346013381365.0,2010965734975.0,1317252813276.0,2580092596213.0,3014653512574.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,57286387258.0,61153735939.0,51673910374.0,35936337849.0,39133216159.0,57789750927.0,40010500767.0,19273651589.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,2877891967705.0,1886312749856.0,1645618995348.0,2310077043516.0,1971832518816.0,1259463062349.0,2540082095446.0,2995379860985.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,2499423445208.0,1640188516960.0,1443593917639.0,1925784323124.0,1789914320031.0,1527047269942.0,2227027990443.0,2777601818575.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,378468522497.0,246124232896.0,202025077709.0,384292720392.0,181918198785.0,-267584207593.0,313054105003.0,217778042410.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,15363102001.0,3437641085.0,2262956412.0,3466167519.0,5552224557.0,637082063.0,4253332170.0,3414398015.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,7981315790.0,31482576274.0,37918627135.0,28821802516.0,31890379300.0,65142820536.0,56476250563.0,82792140832.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,351539656.0,21323009211.0,28852063923.0,21170388726.0,20097758601.0,59344270628.0,51149760604.0,71318895403.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,75981287742.0,97665888921.0,99552883419.0,93060915855.0,88877693307.0,89156463234.0,152670445733.0,96772044340.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,121222659280.0,88934573910.0,61640942324.0,71181602682.0,52600091385.0,49190703703.0,58220687238.0,37053186279.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,188646361686.0,31478834876.0,5175581243.0,194694566858.0,14102259350.0,-470437113003.0,49940053639.0,4575068974.0,,,,,,,,,,,,,,
. Thu nhập khác__1,2966286107.0,1455203589.0,1013634691.0,32864850283.0,960619816.0,1148441517.0,2503356587.0,533505173.0,,,,,,,,,,,,,,
. Chi phí khác__1,689554876.0,1319844360.0,534827399.0,63900543.0,279759366.0,171040440.0,616759756.0,316124824.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,2276731231.0,135359229.0,478807292.0,32800949740.0,680860450.0,977401077.0,1886596831.0,217380349.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,190923092917.0,31614194105.0,5654388535.0,227495516598.0,14783119800.0,-469459711926.0,51826650470.0,4792449323.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,-468999775.0,3435649458.0,702926701.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,22450000.0,809150125.0,-831600125.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,190923092917.0,31614194105.0,5654388535.0,227495516598.0,14760669800.0,-469799862276.0,49222601137.0,4089522622.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,190923092917.0,31614194105.0,5654388535.0,227495516598.0,14760669800.0,-469799862276.0,49222601137.0,4089522622.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1307.0,216.0,39.0,1557.0,101.0,-3215.0,337.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
