field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2011]
. Doanh thu bán hàng và cung cấp dịch vụ__1,2585736268742.0,2503768921575.0,2139478786862.0,2459138866544.0,1704138432049.0,1314637475118.0,692022624428.0,699506554879.0,1032481530643.0,774088549619.0,1195534579935.0,1632892834004.0,667402017059.0,,,,,,,,
. Các khoản giảm trừ doanh thu__1,17047424303.0,16594906022.0,23734413231.0,114130721025.0,110427915190.0,162708886794.0,36797377674.0,8476033717.0,279457782577.0,5232624834.0,1010449421.0,1836277043.0,13669903733.0,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,2568688844439.0,2487174015553.0,2115744373631.0,2345008145519.0,1593710516859.0,1151928588324.0,655225246754.0,691030521162.0,753023748066.0,768855924785.0,1194524130514.0,1631056556961.0,653732113326.0,,,,,,,,
. Giá vốn hàng bán__1,1729198714955.0,1846705794144.0,1475079355633.0,1780424589133.0,1201821874243.0,833342523007.0,491247724636.0,540794569317.0,590291834951.0,585646043728.0,587290397294.0,921720083144.0,470152400312.0,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,839490129484.0,640468221409.0,640665017998.0,564583556386.0,391888642616.0,318586065317.0,163977522118.0,150235951845.0,162731913115.0,183209881057.0,607233733220.0,709336473817.0,183579713014.0,,,,,,,,
. Doanh thu hoạt động tài chính__1,36549319322.0,26858495762.0,197545575808.0,154963084314.0,90349743460.0,23704306892.0,62680671166.0,19674658951.0,19554354684.0,28044360632.0,125924740441.0,74244851078.0,83682821198.0,,,,,,,,
. Chi phí tài chính__1,107050252422.0,56725752191.0,26619168032.0,60482178639.0,28532438453.0,51666905016.0,6154448991.0,5318662596.0,42107955083.0,49807383281.0,28335624873.0,51101276230.0,20946839726.0,,,,,,,,
- Trong đó: Chi phí lãi vay__1,96056007775.0,37386634438.0,37280602441.0,21663032812.0,16997532131.0,15687433198.0,7713389459.0,10108031087.0,39280501562.0,53857130868.0,14225626177.0,9452166493.0,18065439781.0,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",66710007939.0,-29014157522.0,-13888785170.0,-69176905626.0,-62488637454.0,-42970446005.0,-6793849528.0,,,,,,,,,,,,,,
. Chi phí bán hàng__1,197134334653.0,144047086829.0,114152311617.0,107969204566.0,90652232333.0,74474032977.0,82556639604.0,60162011807.0,72029565075.0,79098984178.0,57875391490.0,51017743144.0,39485403356.0,,,,,,,,
