field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,135399418570.0,257928746943.0,286053622406.0,169614397400.0,121238396170.0,224383042403.0,183845945897.0,189874708588.0,532071053856.0,739475323013.0,617110318721.0,428577677901.0,317803696198.0,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,15947727.0,9096104.0,97850390.0,4461660.0,169531408.0,616609854.0,207883681.0,489318565.0,278416914.0,,9684545.0,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,135399418570.0,257928746943.0,286037674679.0,169605301296.0,121140545780.0,224378580743.0,183676414489.0,189258098734.0,531863170175.0,738986004448.0,616831901807.0,428577677901.0,317794011653.0,,,,,,
. Giá vốn hàng bán__1,,105805407209.0,214564344669.0,232518346183.0,143125950822.0,101000794278.0,182671869276.0,148438598570.0,160652293721.0,492028262201.0,680430962623.0,573749946958.0,380729589467.0,287895423017.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,29594011361.0,43364402274.0,53519328496.0,26479350474.0,20139751502.0,41706711467.0,35237815919.0,28605805013.0,39834907974.0,58555041825.0,43081954849.0,47848088434.0,29898588636.0,,,,,,
. Doanh thu hoạt động tài chính__1,1346348154.0,2166921343.0,1718669327.0,286736361.0,72692088.0,3300545606.0,6278061635.0,809239257.0,303028013.0,187764046.0,28043702477.0,8890493283.0,133287980.0,299957202.0,,,,,,
. Chi phí tài chính__1,21031986600.0,9364769548.0,14576135125.0,9784314340.0,6819128899.0,17553993944.0,31383314128.0,26456806450.0,27113259705.0,49118433981.0,54456014008.0,24026845532.0,7610643801.0,9528968745.0,,,,,,
- Trong đó: Chi phí lãi vay__1,230900.0,4048023338.0,8511245167.0,6639602484.0,6618202907.0,10407870946.0,21831304271.0,23202804165.0,25997195097.0,48575354853.0,48891086754.0,20886048970.0,7608248173.0,9528968745.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,-2308643167.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,,13999381078.0,16482536704.0,24250277097.0,4927319054.0,1461157.0,2067153042.0,1333323902.0,1450659630.0,4790280747.0,4591200553.0,2524089443.0,767388134.0,601323245.0,,,,,,
