field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2013],[2012],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[2014],[2011]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1072081794597.0,1054401562871.0,1294921884928.0,1420017511005.0,1404223281717.0,1268902099157.0,1202846751740.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,2349601768.0,77272727.0,6594972715.0,3603485155.0,1533371600.0,1087063627.0,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1072081794597.0,1052051961103.0,1294844612201.0,1413422538290.0,1400619796562.0,1267368727557.0,1201759688113.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,975364687622.0,943700703365.0,1180353804714.0,1298473986502.0,1288265718501.0,1148815851115.0,1089218724816.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,96717106975.0,108351257738.0,114490807487.0,114948551788.0,112354078061.0,118552876442.0,112540963297.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,161309052.0,2434314894.0,171600903.0,208329650.0,248166396.0,485966205.0,1075409057.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,11527855997.0,15455658021.0,17535985033.0,13043585070.0,12202020921.0,10232634903.0,10135364239.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,11470254117.0,15397020005.0,17489044778.0,12814771195.0,11927497925.0,9435898168.0,8219393442.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,16847448761.0,14432800936.0,16201047905.0,15282397012.0,14419234803.0,13258295780.0,11595080101.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,71788617777.0,62849096269.0,57838582966.0,59540366745.0,58733624787.0,56102347904.0,50667146737.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-3285506508.0,18048017406.0,23086792486.0,27290532611.0,27247363946.0,39445564060.0,41218781277.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,4575957323.0,2920239805.0,3934085852.0,4625034096.0,3601460296.0,3608419220.0,5362849167.0,,,,,,,,,,,,,,,
. Chi phí khác__1,112512912.0,614990571.0,310374370.0,302036755.0,234635350.0,24220353.0,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,4463444411.0,2305249234.0,3623711482.0,4322997341.0,3366824946.0,3584198867.0,5362849167.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,1177937903.0,20353266640.0,26710503968.0,31613529952.0,30614188892.0,43029762927.0,46581630444.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,721203180.0,4208279425.0,6215151229.0,6390181270.0,6838113452.0,8659046905.0,10306362449.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
