field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1634683825343.0,1329775162011.0,1321006229560.0,1474019031146.0,1459521443028.0,1442509289677.0,1266145619658.0,,1369682302431.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,76179492060.0,72822790468.0,59277208076.0,72994714895.0,71294044621.0,57607455139.0,41077582725.0,,73512824074.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1558504333283.0,1256952371543.0,1261729021484.0,1401024316251.0,1388227398407.0,1384901834538.0,1225068036933.0,,1296169478357.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,935938713151.0,765813093618.0,846933080364.0,972896278931.0,897554931536.0,875702436851.0,773076920489.0,,1004410295528.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,622565620132.0,491139277925.0,414795941120.0,428128037320.0,490672466871.0,509199397687.0,451991116444.0,,291759182829.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,6320183853.0,7751782188.0,13251147259.0,16074493083.0,18773405464.0,16213594465.0,17714871417.0,,10958235196.0,,,,,,,,,,,,,
. Chi phí tài chính__1,8647017046.0,14325530898.0,14622931346.0,12200034045.0,10811343030.0,9102527699.0,15816122703.0,,8609900417.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,1324527353.0,6588854737.0,10314154786.0,8365839665.0,6828194142.0,4498013037.0,5447775250.0,,6656922197.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",16083128633.0,15238404243.0,14439489521.0,10579768740.0,8030136127.0,10724382085.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,278389055175.0,220855128023.0,169937788281.0,174049858919.0,210957435113.0,260803454996.0,222095896085.0,,214479925575.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,127048044656.0,88501075564.0,84108597929.0,67521210099.0,92776906480.0,90386997007.0,102018188723.0,,39339783208.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,230884815741.0,190447729871.0,173817260344.0,201011196080.0,202930323839.0,175844394535.0,129775780350.0,,40287808825.0,,,,,,,,,,,,,
. Thu nhập khác__1,1869685717.0,2873418777.0,346451564.0,231410778.0,688750946.0,223438352.0,144141603638.0,,277565038.0,,,,,,,,,,,,,
. Chi phí khác__1,306601568.0,129833251.0,150425206.0,216262760.0,22626147.0,186788596.0,61872556.0,,22468772.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,1563084149.0,2743585526.0,196026358.0,15148018.0,666124799.0,36649756.0,144079731082.0,,255096266.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,232447899890.0,193191315397.0,174013286702.0,201026344098.0,203596448638.0,175881044291.0,273855511432.0,,40542905091.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,46115823912.0,35316611783.0,31894302205.0,38021545804.0,39205654511.0,34389506357.0,59090007555.0,,15751748540.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-2791502467.0,15138798.0,-108432740.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,189123578445.0,157859564816.0,142227417237.0,163004798294.0,164390794127.0,141491537934.0,214765503877.0,,24791156551.0,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,189123578445.0,157859564816.0,142227417237.0,163004798294.0,164390794127.0,141491537934.0,214765503877.0,,24791156551.0,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2825.0,2712.0,2444.0,2801.0,2825.0,2789.0,4500.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,2712.0,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,948196601158.0,835845735803.0,1028808238795.0,1021237151785.0,1115417706711.0,,,,515425673922.0,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,69271018408.0,108728714710.0,138162177379.0,92556725446.0,96499799276.0,,,,83164032926.0,,,,,,,,,,,,,
..Tiền__1,32271018408.0,35184670629.0,47442332684.0,80556725446.0,53999799276.0,,,,83164032926.0,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,37000000000.0,73544044081.0,90719844695.0,12000000000.0,42500000000.0,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,139201393300.0,93341393300.0,113941393300.0,222701393300.0,313801393300.0,,,,535469382.0,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,1393300.0,1393300.0,1393300.0,1393300.0,1393300.0,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,139200000000.0,93340000000.0,113940000000.0,222700000000.0,313800000000.0,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,478908909671.0,412701507581.0,445147650526.0,428877865723.0,405932475889.0,,,,347248091127.0,,,,,,,,,,,,,
..Phải thu khách hàng__1,496564408325.0,412783280210.0,407285909827.0,380723402367.0,339169973209.0,,,,339663462503.0,,,,,,,,,,,,,
..Trả trước cho người bán__1,41540322102.0,37671562044.0,58587922036.0,54191458527.0,72424660963.0,,,,3659457376.0,,,,,,,,,,,,,
