field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,660550264938.0,665131731964.0,663862000168.0,593475647468.0,483575809801.0,548197698251.0,565349286158.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,660550264938.0,665131731964.0,663862000168.0,593475647468.0,483575809801.0,548197698251.0,565349286158.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,548658921529.0,554020921268.0,549845417558.0,498970741845.0,420172038621.0,437793760537.0,459635179544.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,111891343409.0,111110810696.0,114016582610.0,94504905623.0,63403771180.0,110403937714.0,105714106614.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7300092.0,10145200.0,9765954.0,13430581.0,614923893.0,1086212440.0,21867828.0,,,,,,,,,,,,,
. Chi phí tài chính__1,31944097837.0,44311498450.0,54502940293.0,60918548114.0,68537444048.0,68284909651.0,72496358111.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,26560247050.0,37776735232.0,47785930136.0,54738060610.0,65573880784.0,66442238789.0,65688360338.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,9682067372.0,10173519243.0,12642567226.0,9587986910.0,7941586509.0,8497934244.0,7513224392.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,23256478251.0,19656619835.0,19202786842.0,18365766799.0,15259574922.0,21596996921.0,18790211925.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,47016000041.0,36979318368.0,27678054203.0,5646034381.0,-27719910406.0,13110309338.0,6936180014.0,,,,,,,,,,,,,
. Thu nhập khác__1,80000000.0,10190819.0,626461426.0,58418820.0,156693943.0,58917560.0,137136316.0,,,,,,,,,,,,,
. Chi phí khác__1,6462000.0,316815863.0,24401111.0,347367227.0,326171280.0,70817602.0,162458509.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,73538000.0,-306625044.0,602060315.0,-288948407.0,-169477337.0,-11900042.0,-25322193.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,47089538041.0,36672693324.0,28280114518.0,5357085974.0,-27889387743.0,13098409296.0,6910857821.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,2366680002.0,1087219505.0,1050084536.0,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,44722858039.0,35585473819.0,27230029982.0,5357085974.0,-27889387743.0,13098409296.0,6910857821.0,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
