field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,91154043167.0,98258258741.0,27047585936.0,21250147000.0,28484385520.0,18792304000.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,91154043167.0,98258258741.0,27047585936.0,21250147000.0,28484385520.0,18792304000.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,46670212316.0,45513681919.0,14820415822.0,18476028735.0,26770695933.0,17083097464.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,44483830851.0,52744576822.0,12227170114.0,2774118265.0,1713689587.0,1709206536.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,6339716436.0,7027058324.0,2159503491.0,107584.0,113439.0,41579.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,2365839.0,5292322.0,59903820.0,110356220.0,34270081.0,37024137.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,59903820.0,110356220.0,34270081.0,26195820.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,-1380000.0,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,5551761617.0,8332551198.0,610707494.0,118353677.0,218264815.0,214318713.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,22096806925.0,21732837251.0,2801680677.0,387217702.0,491457423.0,471580467.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,23172612906.0,29700954375.0,10914381614.0,2158298250.0,968430707.0,986324798.0,,,,,,,,,,,,,,
. Thu nhập khác__1,443336129.0,824879134.0,165697941.0,,,,,,,,,,,,,,,,,
. Chi phí khác__1,145181344.0,121984351.0,322555871.0,,1628957.0,446261597.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,298154785.0,702894783.0,-156857930.0,,-1628957.0,-446261597.0,,,,,,,,,,,,,,
