field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,3504425921790.0,3477498386090.0,4519152777149.0,4136199051328.0,2962439024515.0,2847113325051.0,2528418757280.0,2780079954026.0,2575618832112.0,1764551558025.0,1769393138077.0,1442448091883.0,1886008510000.0,3336126789000.0,3200352091000.0,918746644706.0,1252093244558.0,1013320558837.0,,
. Các khoản giảm trừ doanh thu__1,10499600516.0,38834026406.0,38286310524.0,18209658123.0,13298465255.0,22587958113.0,33995617710.0,10336726462.0,16408811360.0,18388758930.0,14173039171.0,10317410259.0,26657770000.0,16923355000.0,6914825000.0,12602926802.0,39777011681.0,9150447368.0,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,3493926321274.0,3438664359684.0,4480866466625.0,4117989393205.0,2949140559260.0,2824525366938.0,2494423139570.0,2769743227564.0,2559210020752.0,1746162799095.0,1755220098906.0,1432130681624.0,1859350740000.0,3319203434000.0,3193437266000.0,906143717904.0,1212316232877.0,1004170111469.0,,
. Giá vốn hàng bán__1,2940612855979.0,2953993101824.0,3438294141749.0,3255566716712.0,2516690402944.0,2463126958386.0,2111826263293.0,2349241515044.0,2210432591800.0,1519805778321.0,1575125239040.0,1218538982851.0,1900302750000.0,2832484046000.0,2482976103000.0,693100703883.0,1015837353918.0,873411628864.0,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,553313465295.0,484671257860.0,1042572324876.0,862422676493.0,432450156316.0,361398408552.0,382596876277.0,420501712520.0,348777428952.0,226357020774.0,180094859866.0,213591698773.0,-40952010000.0,486719388000.0,710461163000.0,213043014021.0,196478878959.0,130758482605.0,,
. Doanh thu hoạt động tài chính__1,41027271027.0,42934983445.0,52427826708.0,73915010635.0,19624551613.0,154496068178.0,40941885959.0,20895545300.0,24700646744.0,23389102496.0,92450464545.0,99668649016.0,99727198000.0,169117350000.0,64769470000.0,5162337206.0,9335251650.0,5199006464.0,,
. Chi phí tài chính__1,115345794726.0,80030865651.0,60121583999.0,75219735247.0,63841930045.0,89338096955.0,117116505536.0,83338624982.0,75326415902.0,66092311826.0,66110664643.0,42406313768.0,45842494000.0,178181755000.0,41518466000.0,5787182206.0,28592588899.0,16421825200.0,,
- Trong đó: Chi phí lãi vay__1,102959352877.0,61916606514.0,48824417551.0,45918386754.0,56834291215.0,76318357966.0,81839334230.0,65851935203.0,68503212771.0,63938156586.0,48272633552.0,32385919544.0,41629271239.0,,,4229938214.0,28592520788.0,16398775802.0,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",108341747.0,-292321801.0,,-2031580694.0,-4757207505.0,-117272700123.0,-67876418118.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,280956940056.0,185263413739.0,190709050070.0,160835971165.0,145839451266.0,135790798077.0,160468767969.0,192476479686.0,199000036451.0,117498011517.0,96024547827.0,141255372734.0,128506731000.0,310692886000.0,276741703000.0,76759581110.0,92435744262.0,58534187639.0,,
