field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,4498581705064.0,2790099907239.0,2909515763798.0,3222765815352.0,2552762534375.0,2157077187332.0,,1854984014937.0,1863945318319.0,2009624712168.0,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,9543350.0,113725000.0,145735200.0,11528417285.0,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,4498581705064.0,2790090363889.0,2909402038798.0,3222620080152.0,2541234117090.0,2157077187332.0,,1854984014937.0,1863945318319.0,2009624712168.0,,,,,,,,,,,,
. Giá vốn hàng bán__1,3309092886232.0,3084882435224.0,2568556203350.0,2566404416890.0,2332345857497.0,2315444524687.0,,1634956791310.0,1522565591716.0,1562266280875.0,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1189488818832.0,-294792071335.0,340845835448.0,656215663262.0,208888259593.0,-158367337355.0,,220027223627.0,341379726603.0,447358431293.0,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,35943825567.0,7664946861.0,63510760007.0,29830520098.0,63391123781.0,35114729552.0,,69091276623.0,107909386393.0,170160749475.0,,,,,,,,,,,,
. Chi phí tài chính__1,980257601888.0,951424879154.0,867485128561.0,826426556615.0,727662640306.0,746072180574.0,,75900695401.0,33263901738.0,10546766242.0,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,979021917689.0,950576761102.0,840107150933.0,739316940092.0,716197703127.0,671259021385.0,,16278265346.0,7306716362.0,751698426.0,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",-1925550004.0,3580824126.0,1709648331.0,-936969524.0,1042849819.0,3637420282.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,112838877880.0,98487434760.0,78700971951.0,74858467136.0,66409505163.0,45807803533.0,,26404484842.0,18474928137.0,22691643529.0,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,132955643271.0,127688710566.0,97953129807.0,95043039766.0,85807900023.0,127093855196.0,,110665079448.0,106029464093.0,100287551782.0,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-2545028644.0,-1461147324828.0,-638072986533.0,-311218849681.0,-606557812299.0,-1038589026824.0,,77674259133.0,293030280171.0,485527291138.0,,,,,,,,,,,,
. Thu nhập khác__1,4606132125.0,3585856700.0,4067540901.0,4116731670.0,1780690057.0,2292983105.0,,92857074860.0,7293110760.0,18671841051.0,,,,,,,,,,,,
. Chi phí khác__1,1435791707.0,2664629006.0,1548835143.0,1739840460.0,1438664910.0,4466508035.0,,33908512569.0,6820350655.0,4473970073.0,,,,,,,,,,,,
. Lợi nhuận khác__1,3170340418.0,921227694.0,2518705758.0,2376891210.0,342025147.0,-2173524930.0,,58948562291.0,472760105.0,14197870978.0,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,625311774.0,-1460226097134.0,-635554280775.0,-308841958471.0,-606215787152.0,-1040762551754.0,,138148839998.0,295012501419.0,501259234039.0,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,276118190.0,1481366568.0,4506042951.0,,,,27498997282.0,73327194788.0,124165569885.0,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,2939554325.0,489925720.0,489925720.0,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,625311774.0,-1460502215324.0,-637035647343.0,-313348001422.0,-606215787152.0,-1040762551754.0,,106184269817.0,219685919768.0,375069666511.0,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,-1311345641.0,562849551.0,1058621097.0,7135304706.0,2598600341.0,1453218765.0,,323383116.0,-2090568499.0,64234658.0,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,1936657415.0,-1461065064875.0,-638094268440.0,-320483306128.0,-608814387493.0,-1042215770519.0,,105860886701.0,221776488267.0,375005431853.0,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,7.0,-5368.0,-2344.0,-1177.0,-2237.0,-3829.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,7.0,-5368.0,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,1526018574.0,1509461143.0,1534071923.0,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,1063367491340.0,927173829309.0,862086659397.0,,,557693022153.0,,1261577935833.0,1570713557911.0,2274186696734.0,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,301435959757.0,221320856530.0,182590074882.0,,,32783172641.0,,652730541935.0,1001447895328.0,1432444224800.0,,,,,,,,,,,,
..Tiền__1,279641919394.0,199721127898.0,161248362138.0,,,22783172641.0,,40119541935.0,67836895328.0,64833224800.0,,,,,,,,,,,,
..Các khoản tương đương tiền__1,21794040363.0,21599728632.0,21341712744.0,,,10000000000.0,,612611000000.0,933611000000.0,1367611000000.0,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,18000000000.0,8000000000.0,8000000000.0,,,,,10811111111.0,10000000000.0,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,18000000000.0,8000000000.0,8000000000.0,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,210502680616.0,158140566103.0,166392520198.0,,,140931304947.0,,186674893991.0,69295469314.0,353773661365.0,,,,,,,,,,,,
