field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,,,,,,,,8849175175.0,15570865011.0,25205438009.0,28973518532.0,31297614584.0,38595219118.0,37873298351.0,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,14597980.0,105484715.0,3509270.0,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,,,,,,,,8849175175.0,15570865011.0,25205438009.0,28973518532.0,31283016604.0,38489734403.0,37869789081.0,,,,,,
. Giá vốn hàng bán__1,,,,,,,,,,10266867222.0,17849433933.0,22921363415.0,26128183367.0,27352106595.0,32911167101.0,30731440416.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,,,,,,,,-1417692047.0,-2278568922.0,2284074594.0,2845335165.0,3930910009.0,5578567302.0,7138348665.0,,,,,,
. Doanh thu hoạt động tài chính__1,,,,,,,,,,230314497.0,288262815.0,52612934.0,96845380.0,52199413.0,76393787.0,43235694.0,,,,,,
. Chi phí tài chính__1,,,,,,,,,,,77986477.0,346471300.0,218777900.0,582533738.0,3819879.0,158690140.0,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,77986477.0,346471300.0,218777900.0,582533738.0,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,217244046.0,274135487.0,253556353.0,300923050.0,366993572.0,707615513.0,476054261.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,,,,,,,,,,2518377696.0,2395237431.0,2053503033.0,2311215998.0,2842377873.0,2966314646.0,2917635683.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,,,,,,,,-3922999292.0,-4737665502.0,-316843158.0,111263597.0,191204239.0,1977211051.0,3629204275.0,,,,,,
. Thu nhập khác__1,,,,,,,,,,2246293172.0,807303584.0,1110181395.0,848863356.0,1235070981.0,1532902984.0,1342248084.0,,,,,,
. Chi phí khác__1,,,,,,,,,,1068928989.0,162739750.0,138037819.0,74979441.0,307779070.0,208777854.0,38719888.0,,,,,,
. Lợi nhuận khác__1,,,,,,,,,,1177364183.0,644563834.0,972143576.0,773883915.0,927291911.0,1324125130.0,1303528196.0,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,,,,,,,,,-2745635109.0,-4093101668.0,655300418.0,885147512.0,1118496150.0,3301336181.0,4932732471.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,,,,,,184485867.0,77450406.0,156589461.0,462187065.0,691632546.0,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,,,,,,,,,-2745635109.0,-4093101668.0,470814551.0,807697106.0,961906689.0,2839149116.0,4241099925.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,,,,,,,,,-2745635109.0,-4093101668.0,470814551.0,807697106.0,961906689.0,2839149116.0,4241099925.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,,,,,,,,,-1045.0,-2132.0,340.0,584.0,695.0,2430.0,4241.0,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
