field,[2021],[2020],[2019],[2018],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2017],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,659260549082.0,802240521980.0,874779551788.0,412289720236.0,1301579187148.0,723315713867.0,330621604295.0,418889757262.0,479914808824.0,482586262906.0,752972159991.0,706894775791.0,322150753932.0,271291589379.0,,,,,,,,
. Các khoản giảm trừ doanh thu__1,128383270.0,7081818.0,19912160.0,,,47527000.0,,,,,,14200000.0,25839000.0,27311500.0,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,659132165812.0,802233440162.0,874759639628.0,412289720236.0,1301579187148.0,723268186867.0,330621604295.0,418889757262.0,479914808824.0,482586262906.0,752972159991.0,706880575791.0,322124914932.0,271264277879.0,,,,,,,,
. Giá vốn hàng bán__1,530050105850.0,666857279950.0,755009338629.0,318521883189.0,1023490251526.0,496605482666.0,204708309379.0,331472449303.0,299849130860.0,274803007263.0,477578387351.0,521343877758.0,225667062991.0,207609208100.0,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,129082059962.0,135376160212.0,119750300999.0,93767837047.0,278088935622.0,226662704201.0,125913294916.0,87417307959.0,180065677964.0,207783255643.0,275393772640.0,185536698033.0,96457851941.0,63655069779.0,,,,,,,,
. Doanh thu hoạt động tài chính__1,10847323144.0,12713639816.0,6457738870.0,10203591593.0,17260738239.0,9223973731.0,17012475184.0,39419572798.0,37501966944.0,39236688180.0,11643785070.0,5357544990.0,4327368566.0,472326850.0,,,,,,,,
. Chi phí tài chính__1,4923757053.0,7038160993.0,3094213099.0,2896428348.0,14456415781.0,30946203216.0,14652061043.0,11022649035.0,1356808748.0,51244870144.0,33623562912.0,31854518758.0,23351583955.0,3846088517.0,,,,,,,,
- Trong đó: Chi phí lãi vay__1,3676728124.0,4552577118.0,2360730075.0,2015393325.0,10748143428.0,4270329416.0,6164084873.0,3365538460.0,575953523.0,4379319996.0,5698990590.0,3619254338.0,2981428559.0,3555990430.0,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",20355519365.0,-40737120.0,612875944.0,-10386379.0,,-614508950.0,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,40036046250.0,30884294947.0,36188376074.0,38320081268.0,36769772678.0,25431452402.0,14060374448.0,7102788259.0,7718549935.0,15431497724.0,12969706591.0,30930734096.0,17215393782.0,19266873485.0,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,54565236220.0,70810400304.0,53155263111.0,51069573759.0,134373436893.0,84409381479.0,48280095658.0,66507320168.0,88414361921.0,57944724924.0,57969050767.0,36423905529.0,23410103707.0,16341079671.0,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,60759862948.0,39316206664.0,34383063529.0,11674958886.0,109750048509.0,94485131885.0,65933238951.0,42204123295.0,120077924304.0,122398851031.0,182475237440.0,91685084640.0,36808139063.0,24673354956.0,,,,,,,,
. Thu nhập khác__1,1213702195.0,1285621089.0,4949456351.0,1003597698.0,4262402953.0,15831239133.0,10220204271.0,1403304513.0,2074570180.0,1801985791.0,566483516.0,1518823269.0,964851385.0,35429248.0,,,,,,,,
. Chi phí khác__1,3179248652.0,344453012.0,249457764.0,206902020.0,2446035899.0,22965360056.0,13384793116.0,1804960744.0,1783316050.0,976463856.0,880050132.0,2462048307.0,823649781.0,1693358.0,,,,,,,,
. Lợi nhuận khác__1,-1965546457.0,941168077.0,4699998587.0,796695678.0,1816367054.0,-7134120923.0,-3164588845.0,-401656231.0,291254130.0,825521935.0,-313566616.0,-943225038.0,141201604.0,33735890.0,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,58794316491.0,40257374741.0,39083062116.0,12471654564.0,111566415563.0,87351010962.0,64374581364.0,42117727715.0,119994457525.0,122948010525.0,184689030825.0,95113056481.0,38723721622.0,26596456391.0,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,8430044214.0,8896727612.0,7884977740.0,3418020633.0,17526272784.0,13513288570.0,3938960504.0,6713185020.0,3643688462.0,3240836708.0,20750912479.0,5275185590.0,1777790228.0,3723393674.0,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,55317273.0,161304648.0,486602441.0,70921414.0,-97751647.0,690018607.0,-1393431266.0,-471225289.0,146792343.0,5129369688.0,-6306474657.0,-335235133.0,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,50308955004.0,31199342481.0,30711481935.0,8982712517.0,94137894426.0,73147703785.0,61829052126.0,35875767984.0,116203976720.0,114577804129.0,170244593003.0,90173106024.0,36945931394.0,22873062717.0,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,2196725947.0,-603313775.0,850807720.0,-353948491.0,-601252555.0,-40266914.0,-2270257826.0,-8715135.0,-11772063.0,-10918515.0,481480.0,2432853.0,-903485.0,-761075.0,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,48112229057.0,31802656256.0,29860674215.0,9336661008.0,94739146981.0,73187970699.0,64099309952.0,35884483119.0,116215748783.0,114588722644.0,170244111523.0,90170673171.0,36946834879.0,22873823792.0,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,947.0,628.0,590.0,183.0,2.0,1789.0,1694.0,978.0,3173.0,3911.0,8495.0,9115.0,5009.0,12442.0,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,2.0,1789.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,1605931258.0,315260651.0,-374720909.0,-276362441.0,2527360001.0,4371196879.0,1774380955.0,1889365545.0,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,878345287612.0,1205815319102.0,1111580805021.0,776004275170.0,837739419817.0,723760536538.0,700222849925.0,621323992415.0,629361325212.0,898771638376.0,932812715179.0,549583796590.0,377769691420.0,292645486835.0,,,,,,,768877823874.0,
. Tiền và các khoản tương đương tiền__1,154654621594.0,305194698884.0,43233704656.0,105654744462.0,102917130476.0,70756440806.0,54385152551.0,102113629277.0,190601931601.0,418681115349.0,177530977614.0,37960063573.0,36950509855.0,3653530353.0,,,,,,,153707069113.0,
..Tiền__1,118932163512.0,288814698884.0,34274492095.0,56354744462.0,51964130476.0,26981440806.0,43232892565.0,17113629277.0,41706376601.0,19831115349.0,33091629222.0,11960063573.0,28150509855.0,3653530353.0,,,,,,,46307069113.0,
