field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,,,,,,6978768938.0,6414099201.0,10570855454.0,19693895967.0,50312972487.0,85995383214.0,243714321514.0,220343913193.0,302680514702.0,95304148046.0,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,9011037.0,,101653396.0,2206475838.0,9792982336.0,504737566.0,2077139229.0,346348500.0,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,,,,,,6978768938.0,6414099201.0,10561844417.0,19693895967.0,50211319091.0,83788907376.0,233921339178.0,219839175627.0,300603375473.0,94957799546.0,,,,,
. Giá vốn hàng bán__1,,,,,,,,8446373788.0,10932317666.0,12064092709.0,23390079213.0,47815732280.0,77720590919.0,191800860940.0,169361971325.0,245804230808.0,84734937752.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,,,,,,-1467604850.0,-4518218465.0,-1502248292.0,-3696183246.0,2395586811.0,6068316457.0,42120478238.0,50477204302.0,54799144665.0,10222861794.0,,,,,
. Doanh thu hoạt động tài chính__1,,,,,,,,3921165.0,54163227.0,8699806.0,198065310.0,1193977887.0,2439759346.0,2881725774.0,283967399.0,346176747.0,61677280.0,,,,,
. Chi phí tài chính__1,,,,,,,,14961835753.0,13167102368.0,11430733835.0,10818327842.0,5443484930.0,6347541454.0,10744273446.0,5735971882.0,2963642234.0,1414240834.0,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,14961835753.0,13167102368.0,11429997965.0,10810383077.0,5209153298.0,6299469999.0,10169338485.0,5418390677.0,2892834724.0,1396674130.0,,,,,
. Chi phí bán hàng__1,,,,,,,,767495851.0,646552114.0,578694655.0,1136817879.0,4780907231.0,7684328917.0,30584675761.0,30100840449.0,29485617166.0,6110533131.0,,,,,
. Chi phí quản lý doanh nghiệp__1,,,,,,,,5734737446.0,7183715266.0,7944230571.0,7709724097.0,5340380783.0,3558983306.0,3732974316.0,4136274377.0,4823707243.0,2665163351.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,,,,,,-22927752735.0,-25461424986.0,-21447207547.0,-23162987754.0,-11975208246.0,-9082777874.0,-59719511.0,10788084993.0,17872354769.0,94601758.0,,,,,
. Thu nhập khác__1,,,,,,,,1187773869.0,1477119818.0,21512698.0,897151110.0,60594683.0,9117932931.0,246512369.0,714109758.0,1364362946.0,311796187.0,,,,,
. Chi phí khác__1,,,,,,,,979525576.0,1557602283.0,7164451.0,29655417.0,68907573.0,3763867373.0,25398851.0,926640.0,7500000.0,289490299.0,,,,,
. Lợi nhuận khác__1,,,,,,,,208248293.0,-80482465.0,14348247.0,867495693.0,-8312890.0,5354065558.0,221113518.0,713183118.0,1356862946.0,22305888.0,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,,,,,,,-22719504442.0,-25541907451.0,-21432859300.0,-22295492061.0,-11983521136.0,-3728712316.0,161394007.0,11501268111.0,19229217715.0,116907646.0,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,,,,,,,,35125.0,1426439909.0,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,-382674.0,382674.0,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,,,,,,,-22719504442.0,-25541524777.0,-21433241974.0,-22295492061.0,-11983521136.0,-3728712316.0,161358882.0,10074828202.0,19229217715.0,116907646.0,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,,,,,,,-22719504442.0,-25541524777.0,-21433241974.0,-22295492061.0,-11983521136.0,-3728712316.0,161358882.0,10074828202.0,19229217715.0,116907646.0,,,,,
. Lãi cơ bản trên cổ phiếu__1,,,,,,,,-2367.0,-2661.0,,,,,17.0,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,,,,,,,9885006663.0,10718307697.0,16039929406.0,17042088384.0,,70399226602.0,84896460155.0,94918619792.0,57629040819.0,29559357861.0,,,,,
. Tiền và các khoản tương đương tiền__1,,,,,,,,102149058.0,79975217.0,97248486.0,112253133.0,,5531958952.0,11978015140.0,2461202032.0,12061268458.0,359657755.0,,,,,
..Tiền__1,,,,,,,,102149058.0,79975217.0,97248486.0,112253133.0,,5531958952.0,11978015140.0,2461202032.0,12061268458.0,359657755.0,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá đầu tư ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,,,,,,,,4792381712.0,3640741819.0,4607295018.0,5109055934.0,,21002116131.0,25636119907.0,28000166912.0,28481878204.0,14268350697.0,,,,,
..Phải thu khách hàng__1,,,,,,,,4707458923.0,3234564854.0,3782574257.0,3768707151.0,,16265790398.0,19760179280.0,21385351942.0,22887188442.0,14172061339.0,,,,,
..Trả trước cho người bán__1,,,,,,,,3267276600.0,3231354000.0,3295014000.0,3325014000.0,,4542935720.0,5809223376.0,6572429970.0,4680002762.0,95412034.0,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,,,,,,,,,2293000.0,2293000.0,2585000.0,,193390013.0,66717251.0,42385000.0,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,,,,,,,,-3182353811.0,-2827470035.0,-2472586239.0,-1987250217.0,,,,,914687000.0,877324.0,,,,,
. Hàng tồn kho__1,,,,,,,,4874905407.0,6804446776.0,11208688907.0,11759607051.0,,37224637774.0,45667956162.0,62463092928.0,11265277947.0,14103404904.0,,,,,
.. Hàng tồn kho__1,,,,,,,,4874905407.0,7964773515.0,11284687334.0,12667808193.0,,37224637774.0,45667956162.0,62463092928.0,11265277947.0,14103404904.0,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,,,,,,,,,-1160326739.0,-75998427.0,-908201142.0,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,,,,,,,,115570486.0,193143885.0,126696995.0,61172266.0,,6640513745.0,1614368946.0,1994157920.0,5820616210.0,827944505.0,,,,,
.. Chi phí trả trước ngắn hạn__1,,,,,,,,38070992.0,79578437.0,53755450.0,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,,,,,,,,28057949.0,64123903.0,,2609637.0,,,923656237.0,1228083463.0,398976494.0,356624450.0,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,,,,,,,,49441545.0,49441545.0,49441545.0,49441545.0,,49441545.0,40739066.0,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,,,23500000.0,9121084.0,,6591072200.0,649973643.0,766074457.0,5421639716.0,471320055.0,,,,,
.. Giao dịch mua bán lại trái phiếu chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,,,,,,,,106966824743.0,112972316072.0,119966821322.0,125759015242.0,,129029180634.0,133342599517.0,119171793139.0,45072605980.0,38210460679.0,,,,,
. Các khoản phải thu dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn nội bộ__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,,,,,,,,104138634756.0,108872455839.0,114697084032.0,119002435949.0,,120176398426.0,122442236159.0,107658227296.0,42435136843.0,35376191804.0,,,,,
.. Tài sản cố định hữu hình__1,,,,,,,,20532653202.0,24813786453.0,30185726874.0,34153029558.0,,40353672891.0,41811208511.0,44404835180.0,38589358085.0,21885684916.0,,,,,
- Nguyên giá__1,,,,,,,,48794488687.0,49886302627.0,52927434054.0,52927434054.0,,53134706781.0,52963043452.0,52202591911.0,42503564791.0,23039482570.0,,,,,
- Giá trị hao mòn luỹ kế__1,,,,,,,,-28261835485.0,-25072516174.0,-22741707180.0,-18774404496.0,,-12781033890.0,-11151834941.0,-7797756731.0,-3914206706.0,-1153797654.0,,,,,
.. Tài sản cố định thuê tài chính__1,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__2,,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__2,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định vô hình__1,,,,,,,,32450937279.0,32903625111.0,33356312883.0,33809000712.0,,34488032458.0,34902996301.0,35355684129.0,,,,,,,
- Nguyên giá__3,,,,,,,,35695200000.0,35695200000.0,35695200000.0,35695200000.0,,35695200000.0,35695200000.0,35695200000.0,,,,,,,
- Giá trị hao mòn luỹ kế__3,,,,,,,,-3244262721.0,-2791574889.0,-2338887117.0,-1886199288.0,,-1207167542.0,-792203699.0,-339515871.0,,,,,,,
.. Chi phí xây dựng cơ bản dở dang__1,,,,,,,,51155044275.0,51155044275.0,51155044275.0,51040405679.0,,45334693077.0,45728031347.0,27897707987.0,3845778758.0,13490506888.0,,,,,
. Lợi thế thương mại__1,,,,,,,,,,,,,,,,,,,,,,
. Bất động sản đầu tư__1,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__4,,,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__4,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Đầu tư vào công ty con__1,,,,,,,,,,,,,,,,,,,,,,
". Đầu tư vào công ty liên kết, liên doanh__1",,,,,,,,,,,,,,,,,,,,,,
. Đầu tư dài hạn khác__1,,,,,,,,,,,,,,,,,,,,,,
. Dự phòng giảm giá đầu tư dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__1,,,,,,,,2828189987.0,4099860231.0,5269737290.0,6756579293.0,,8852782208.0,10900363358.0,11513565843.0,2637469137.0,2834268875.0,,,,,
. Chi phí trả trước dài hạn__1,,,,,,,,2828189987.0,4099860233.0,5269737290.0,6756579293.0,,8852782208.0,10900363358.0,11513565843.0,2637469137.0,2834268875.0,,,,,
". Ký quỹ, ký cược dài hạn__1",,,,,,,,,,,,,,,,,,,,,,
. Tài sản thuế thu nhập hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản dài hạn khác__2,,,,,,,,,,,,,,,,,,,,,,
Tổng cộng tài sản__1,,,,,,,,116851831406.0,123690623769.0,136006750728.0,142801103626.0,,199428407236.0,218239059672.0,214090412931.0,102701646799.0,67769818540.0,,,,,
I - NỢ PHẢI TRẢ__1,,,,,,,,130195792095.0,114315080016.0,101089682198.0,86318722048.0,,106815767979.0,121634891203.0,110476411830.0,48932648374.0,32744968955.0,,,,,
. Nợ ngắn hạn__1,,,,,,,,130195792095.0,114315080016.0,101089299524.0,70715528830.0,,86859965023.0,109055786859.0,98566425130.0,46154291273.0,28790535955.0,,,,,
.. Vay và nợ ngắn hạn__1,,,,,,,,122524084707.0,108023201000.0,89848201000.0,52357200000.0,,66118735943.0,81188000000.0,75714000000.0,32936035000.0,18870000000.0,,,,,
.. Phải trả người bán__1,,,,,,,,932781066.0,1236206704.0,2964388611.0,1990097858.0,,10124275330.0,21482068530.0,7559605058.0,9318660095.0,8182257422.0,,,,,
