field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1146419818246.0,707333364125.0,701302634353.0,486377440138.0,,,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1146419818246.0,707333364125.0,701302634353.0,486377440138.0,,,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,1013728881476.0,585182352466.0,582256939632.0,402011512910.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,132690936770.0,122151011659.0,119045694721.0,84365927228.0,,,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,763879523.0,352959029.0,2446457050.0,1686163591.0,,,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,16035682190.0,16065040987.0,12639740735.0,17111880890.0,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,16035682190.0,16065040987.0,12639740735.0,17042257042.0,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,13411767760.0,15427990850.0,31579978739.0,13560567814.0,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,74426084892.0,65278148504.0,58413605313.0,39058584435.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,29581281451.0,25732790347.0,18858826984.0,16321057680.0,,,,,,,,,,,,,,,,,,
. Thu nhập khác__1,3271974097.0,6348230380.0,104573800.0,1162119550.0,,,,,,,,,,,,,,,,,,
. Chi phí khác__1,3829854376.0,6965629433.0,126711678.0,30442159.0,,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-557880279.0,-617399053.0,-22137878.0,1131677391.0,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,29023401172.0,25115391294.0,18836689106.0,17452735071.0,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,6419579728.0,3981368799.0,7383326330.0,3585895114.0,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
