field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2013],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[2014],[2012]
. Doanh thu bán hàng và cung cấp dịch vụ__1,72339749324.0,71432148494.0,81207604358.0,66740895084.0,61337162620.0,55498184820.0,48929162598.0,67095263787.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,72339749324.0,71432148494.0,81207604358.0,66740895084.0,61337162620.0,55498184820.0,48929162598.0,67095263787.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,17705392011.0,16611366820.0,24107027198.0,19999513797.0,17028045081.0,12850070046.0,15657370061.0,22889975466.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,54634357313.0,54820781674.0,57100577160.0,46741381287.0,44309117539.0,42648114774.0,33271792537.0,44205288321.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,296575713.0,63972366.0,168661259.0,388274718.0,1395379120.0,516933411.0,1490438805.0,253671071.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,1420684718.0,1500907473.0,2067776601.0,639986489.0,457277141.0,369875848.0,52181931.0,26809291.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,1283617574.0,1355732930.0,1093538498.0,515206637.0,410841814.0,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,37897747185.0,35335469636.0,36494191370.0,32708115434.0,25995319829.0,20455308409.0,16288907684.0,24170025017.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,8694772647.0,8758676655.0,8512608875.0,7460885462.0,9371603650.0,10545546452.0,8946541231.0,7749859709.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,6917728476.0,9289700276.0,10194661573.0,6320668620.0,9880296039.0,11794317476.0,9474600496.0,12512265375.0,,,,,,,,,,,,,,
. Thu nhập khác__1,1417272727.0,257397768.0,,3301859724.0,1814360481.0,51752400.0,167975264.0,2782387557.0,,,,,,,,,,,,,,
. Chi phí khác__1,,138703810.0,,,,890698985.0,,900808540.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,1417272727.0,118693958.0,,3301859724.0,1814360481.0,-838946585.0,167975264.0,1881579017.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,8335001203.0,9408394234.0,10194661573.0,9622528344.0,11694656520.0,10955370891.0,9642575760.0,14393844392.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,1162698018.0,1402052265.0,2061168567.0,1899675869.0,2129770568.0,2145718418.0,1806683489.0,3547196838.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,7172303185.0,8006341969.0,8133493006.0,7722852475.0,9564885952.0,8809652473.0,7835892271.0,10846647554.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,7172303185.0,8006341969.0,8133493006.0,7722852475.0,9564885952.0,8809652473.0,7835892271.0,10846647554.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,1520.0,1696.0,1825.0,1767.0,2189.0,2016.0,1793.0,2482.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,15423763094.0,16217763215.0,12893976544.0,10976924862.0,13686001012.0,17998845881.0,10145598885.0,9077134070.0,,,,,,,,,,,,,13513087103.0,12784178782.0
. Tiền và các khoản tương đương tiền__1,2158492493.0,2255997355.0,2463526354.0,2791186740.0,8898501282.0,12995345931.0,2422840953.0,2806173608.0,,,,,,,,,,,,,5682123403.0,5105679878.0
