field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1885076172644.0,2089845183890.0,2342974279521.0,3125591897697.0,4049013877988.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1885076172644.0,2089845183890.0,2342974279521.0,3125591897697.0,4049013877988.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,1493128988971.0,1729748046708.0,1982886660682.0,2636603090152.0,3540175353486.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,391947183673.0,360097137182.0,360087618839.0,488988807545.0,508838524502.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,48495670413.0,75971252602.0,92674320119.0,92629375279.0,118467065927.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,245344412277.0,250678812284.0,249205488180.0,284122209134.0,255357599985.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,235884079943.0,232633581722.0,231952765972.0,264388963470.0,230774097322.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",-19728251442.0,-21876925963.0,-29865945197.0,-33390770775.0,-52245332627.0,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,400234897.0,2202707602.0,694323134.0,1692011815.0,2541512995.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,86481224079.0,69435456059.0,69790029273.0,103726242749.0,167620761776.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,88488731391.0,91874487876.0,103206153174.0,158686948351.0,149540383046.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,3951273782.0,726804006.0,6551297782.0,1542265731.0,16649810316.0,,,,,,,,,,,,,,,
. Chi phí khác__1,5369010635.0,714925856.0,2651459111.0,843902681.0,6694292881.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,-1417736853.0,11878150.0,3899838671.0,698363050.0,9955517435.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,87070994538.0,91886366026.0,107105991845.0,159385311401.0,159495900481.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,24454724010.0,24385146461.0,14843365135.0,23960276169.0,22455388146.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,862647206.0,3075882541.0,27507611.0,-1033231978.0,3191960812.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,61753623322.0,64425337024.0,92235119099.0,136458267210.0,133848551523.0,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,-1297913090.0,796765516.0,-450418388.0,382411839.0,430282847.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,63051536412.0,63628571508.0,92685537487.0,136075855371.0,133418268676.0,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,561.0,600.0,927.0,,1334.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,3905272522708.0,3555816919615.0,3152318346497.0,3686632796672.0,3377621014155.0,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,116957648901.0,203699698593.0,114609307435.0,175490236164.0,157400039140.0,,,,,,,,,,,,,,,
..Tiền__1,116507159125.0,78207289584.0,64609307435.0,175490236164.0,156200039140.0,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,450489776.0,125492409009.0,50000000000.0,,1200000000.0,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,81141826483.0,15822048098.0,112029462235.0,189852833317.0,387187810242.0,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
