field,[2021],[2020],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2019],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1102529287749.0,1228762996367.0,1434074782381.0,1299388457752.0,1271249285355.0,1178139117394.0,1132668949292.0,1059258875844.0,938970158431.0,1009368246676.0,793345646176.0,631961946517.0,545207629935.0,456850115543.0,343061150267.0,287091873695.0,245606882715.0,,,,,
. Các khoản giảm trừ doanh thu__1,11354847615.0,10206668241.0,12212007931.0,9495469919.0,7816647111.0,6355864839.0,5954823864.0,6296256821.0,9316962686.0,9059852801.0,5594519405.0,5007793443.0,788354284.0,2874617047.0,1730500189.0,1729630268.0,1600351411.0,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1091174440134.0,1218556328126.0,1421862774450.0,1289892987833.0,1263432638244.0,1171783252555.0,1126714125428.0,1052962619023.0,929653195745.0,1000308393875.0,787751126771.0,626954153074.0,544419275651.0,453975498496.0,341330650078.0,285362243427.0,244006531304.0,,,,,
. Giá vốn hàng bán__1,770006470567.0,889301451589.0,996395230346.0,880639525129.0,818052516238.0,764731007924.0,735529679300.0,721264092735.0,664229356533.0,709972778184.0,578355992497.0,441049041712.0,420513522279.0,335662124255.0,254908885176.0,216296053953.0,179083517094.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,321167969567.0,329254876537.0,425467544104.0,409253462704.0,445380122006.0,407052244631.0,391184446128.0,331698526288.0,265423839212.0,290335615691.0,209395134274.0,185905111362.0,123905753372.0,118313374241.0,86421764902.0,69066189474.0,64923014210.0,,,,,
. Doanh thu hoạt động tài chính__1,13011769079.0,24488490348.0,26605743037.0,23729344593.0,18236228681.0,13328829250.0,8886415568.0,3235685123.0,6343210972.0,14809152705.0,13707409807.0,26955623935.0,31516539869.0,14189899449.0,9011374278.0,219830271.0,141302784.0,,,,,
. Chi phí tài chính__1,3519791760.0,7260732106.0,1321566570.0,1461461285.0,711421616.0,372218871.0,-269327596.0,-166055238.0,4206300257.0,13463591909.0,9357169916.0,7279245427.0,32508511144.0,4426820713.0,3323504266.0,3152731691.0,3444848337.0,,,,,
- Trong đó: Chi phí lãi vay__1,3300924469.0,5293827950.0,,,,,,167228979.0,,6728033220.0,5949915467.0,1804112828.0,7215428664.0,3297174121.0,2478137604.0,3094576229.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,237232633555.0,237326460993.0,255778704774.0,242232171010.0,285308631412.0,236787465453.0,236997263559.0,233713956801.0,191289446460.0,188969964301.0,139986831031.0,109305695606.0,76054625460.0,74254015306.0,51307969400.0,35855608472.0,37163512259.0,,,,,
. Chi phí quản lý doanh nghiệp__1,69514930066.0,80789467262.0,68179965114.0,71219422814.0,72892714000.0,76838559693.0,71584351680.0,42881468314.0,47319091617.0,49105784274.0,35049914693.0,32797558743.0,28102098904.0,21060872607.0,16092048926.0,14356957577.0,12492624482.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,23912383265.0,28366706524.0,126793050683.0,118069752188.0,104703583659.0,106382829864.0,91758574053.0,58504841534.0,28952211850.0,53605427912.0,38708628441.0,63478235521.0,18757057733.0,32761565064.0,24709616588.0,15920722005.0,11963331916.0,,,,,
. Thu nhập khác__1,10333029013.0,97421443406.0,7566522751.0,3344477004.0,1761881615.0,1503812368.0,4625695554.0,4364924649.0,7668865489.0,5623241655.0,7143005333.0,3340508232.0,3721494167.0,1222964533.0,1160267499.0,560727081.0,1075799748.0,,,,,
. Chi phí khác__1,4352824162.0,2938754298.0,836077583.0,3084168070.0,9447608857.0,2367978054.0,20289253209.0,5565208433.0,4157077199.0,3899544846.0,1072926905.0,2517728700.0,553188646.0,659430628.0,538102347.0,390346920.0,950126732.0,,,,,
. Lợi nhuận khác__1,5980204851.0,94482689108.0,6730445168.0,260308934.0,-7685727242.0,-864165686.0,-15663557655.0,-1200283784.0,3511788290.0,1723696809.0,6070078428.0,822779532.0,3168305521.0,563533905.0,622165152.0,170380161.0,125673016.0,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,29892588116.0,122849395632.0,133523495851.0,118330061122.0,97017856417.0,105518664178.0,76095016398.0,57304557750.0,32464000140.0,55329124721.0,44778706869.0,64301015053.0,21925363254.0,33325098969.0,25331781740.0,16091102166.0,12089004932.0,,,,,
. Chi phí thuế TNDN hiện hành__1,5427013527.0,27067868419.0,24086829552.0,21349049991.0,16004388659.0,21026505425.0,18834645562.0,13221100226.0,6578415349.0,8959788645.0,3114039406.0,7008488025.0,1073999859.0,8881794431.0,6149268168.0,3772985317.0,2893612132.0,,,,,
. Chi phí thuế TNDN hoãn lại__1,2065291967.0,-834870611.0,-86470519.0,-347965685.0,-267804993.0,-1323166559.0,-532449636.0,-796717894.0,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,22400282622.0,96616397824.0,109523136818.0,97328976816.0,81281272751.0,85815325312.0,57792820472.0,44880175418.0,25885584791.0,46369336076.0,41664667463.0,57292527028.0,20851363395.0,24443304538.0,19182513572.0,12318116849.0,9195392800.0,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,22400282622.0,96616397824.0,109523136818.0,97328976816.0,81281272751.0,85815325312.0,57792820472.0,44880175418.0,25885584791.0,46369336076.0,41664667463.0,57292527028.0,20851363395.0,24443304538.0,19182513572.0,12318116849.0,9195392800.0,,,,,
. Lãi cơ bản trên cổ phiếu__1,1380.0,5952.0,6747.0,5996.0,4865.0,5287.0,3748.0,2910.0,1679.0,3007.0,2702.0,3715.0,1461.0,2512.0,2593.0,1989.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,1380.0,5952.0,6747.0,5996.0,-4865.0,5287.0,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,578230851763.0,717590458112.0,744872696665.0,817411817054.0,789309796393.0,723052839579.0,572945242017.0,450597209193.0,380696671393.0,421796982068.0,,341515700876.0,410325459685.0,179079163900.0,156306589247.0,100830486720.0,91310598011.0,,,,,
. Tiền và các khoản tương đương tiền__1,202816924776.0,112811737101.0,299811739215.0,394908116622.0,368688250041.0,299793647514.0,252205941806.0,151707165726.0,49471255612.0,60321483966.0,,204756220545.0,30533213380.0,44423027953.0,22569254239.0,11158972479.0,7529033775.0,,,,,
..Tiền__1,42107077972.0,93811737101.0,73211739215.0,39908116622.0,65915450041.0,101568647514.0,46828441806.0,36637251236.0,27471255612.0,13321483966.0,,12756220545.0,30533213380.0,44423027953.0,10569254239.0,,7529033775.0,,,,,
..Các khoản tương đương tiền__1,160709846804.0,19000000000.0,226600000000.0,355000000000.0,302772800000.0,198225000000.0,205377500000.0,115069914490.0,22000000000.0,47000000000.0,,192000000000.0,,,12000000000.0,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,5383495065.0,97438671054.0,177564648477.0,182921702187.0,216529535252.0,131270322430.0,37228658632.0,16814849332.0,2851249601.0,,,5000000000.0,196055000000.0,14055000000.0,35000000000.0,,,,,,,
.. Chứng khoán kinh doanh__1,4618744826.0,4618744826.0,4618744826.0,4618744826.0,4618744826.0,4618744826.0,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,-735249761.0,-1374668772.0,-2054096349.0,-1697042639.0,-2089209574.0,-2348422396.0,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,1500000000.0,94194595000.0,175000000000.0,180000000000.0,214000000000.0,129000000000.0,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,208097331170.0,348649851196.0,142663268753.0,125182971053.0,97490045760.0,203668938971.0,192567618950.0,191465624100.0,201226866750.0,229704535224.0,,43236261723.0,88974345553.0,30318114546.0,33166654300.0,27896506491.0,24005549325.0,,,,,
..Phải thu khách hàng__1,193286366488.0,213384888048.0,126390612629.0,111864421827.0,78590050187.0,74451213128.0,62416751048.0,45620756135.0,47682655439.0,65068213173.0,,32991133877.0,33028740600.0,25247579643.0,24532758815.0,,22108789872.0,,,,,
..Trả trước cho người bán__1,4476532939.0,114554828399.0,7968302363.0,1927887525.0,12049639637.0,192814313.0,1352642200.0,398060568.0,3846164790.0,18346461915.0,,5360517843.0,48715479487.0,2156434377.0,4203096839.0,,949748245.0,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
