field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,6127894169.0,9171202961.0,17158081282.0,,,,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,6127894169.0,9171202961.0,17158081282.0,,,,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,6080075144.0,9192863863.0,14216472838.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,47819025.0,-21660902.0,2941608444.0,,,,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1203731.0,1202493.0,1674088.0,,,,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,80987237.0,185869545.0,306266129.0,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,80987237.0,185869545.0,306266129.0,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,1926008268.0,2333073232.0,2712093794.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,-1957972749.0,-2539401186.0,-75077391.0,,,,,,,,,,,,,,,,,,,
. Thu nhập khác__1,1271179998.0,694955585.0,88232057.0,,,,,,,,,,,,,,,,,,,
. Chi phí khác__1,11471410.0,31751080.0,13154666.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,1259708588.0,663204505.0,75077391.0,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,-698264161.0,-1876196681.0,,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,-698264161.0,-1876196681.0,,,,,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,-698264161.0,-1876196681.0,,,,,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,-388.0,-1042.0,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,2502324863.0,2801157562.0,3350416092.0,,,,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,1531707803.0,1193067824.0,1448856303.0,,,,,,,,,,,,,,,,,,,
..Tiền__1,1531707803.0,1193067824.0,1448856303.0,,,,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,790317043.0,1336036148.0,1597606365.0,,,,,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,668691008.0,802153008.0,1094214078.0,,,,,,,,,,,,,,,,,,,
..Trả trước cho người bán__1,,,56006645.0,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,178317035.0,590574140.0,504076642.0,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-56691000.0,-56691000.0,-56691000.0,,,,,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,157592854.0,231710569.0,201122508.0,,,,,,,,,,,,,,,,,,,
.. Hàng tồn kho__1,157592854.0,231710569.0,201122508.0,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,22707163.0,40343021.0,102830916.0,,,,,,,,,,,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,11914607.0,29550465.0,89460023.0,,,,,,,,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,10792556.0,10792556.0,10792555.0,,,,,,,,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,,,2578338.0,,,,,,,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,,,,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,16683285898.0,18940314634.0,20983809120.0,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,16269970634.0,17951691576.0,19925790285.0,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định hữu hình__1,16269970634.0,17951691576.0,19925790285.0,,,,,,,,,,,,,,,,,,,
- Nguyên giá__1,45532442385.0,45532442385.0,45532442385.0,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__1,-29262471751.0,-27580750809.0,-25606652100.0,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định thuê tài chính__1,,,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__2,,,,,,,,,,,,,,,,,,,,,,
