field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,633963024056.0,843390439358.0,793588502985.0,785141711685.0,809643899962.0,585056699382.0,557486647210.0,528854349024.0,536732366646.0,586266548791.0,549680741639.0,491736275170.0,424841103018.0,330627496664.0,307799545431.0,263892303850.0,,,,,
. Các khoản giảm trừ doanh thu__1,21914168175.0,6980269694.0,7306038372.0,8843760810.0,9530334024.0,4539602255.0,5370929610.0,5598929420.0,6362595353.0,2857713443.0,1791816325.0,1210494370.0,1504314492.0,1513789847.0,1646146717.0,1275767806.0,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,612048855881.0,836410169664.0,786282464613.0,776297950875.0,800113565938.0,580517097127.0,552115717600.0,523255419604.0,530369771293.0,583408835348.0,547888925314.0,490525780800.0,423336788526.0,329113706817.0,306153398714.0,262616536044.0,,,,,
. Giá vốn hàng bán__1,427215660398.0,624734267638.0,599037011125.0,596571304152.0,614223402116.0,439913742419.0,425635174087.0,431708066094.0,425935386029.0,462949224328.0,436281418608.0,386405748889.0,337575574648.0,260075326455.0,249668104274.0,226510536125.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,184833195483.0,211675902026.0,187245453488.0,179726646723.0,185890163822.0,140603354708.0,126480543513.0,91547353510.0,104434385264.0,120459611020.0,111607506706.0,104120031911.0,85761213878.0,69038380362.0,56485294440.0,36105999919.0,,,,,
. Doanh thu hoạt động tài chính__1,29070811976.0,9857622736.0,8907580622.0,6176060516.0,6155198969.0,3829919564.0,34168863237.0,9471822217.0,5749699617.0,3922436962.0,5738848160.0,4133638012.0,9389460889.0,11158503886.0,795540927.0,149230762.0,,,,,
. Chi phí tài chính__1,24649138029.0,26760271692.0,16969597574.0,19296542532.0,26899951823.0,13634157777.0,16305874576.0,11585851705.0,16832989575.0,25082827828.0,32921773807.0,21047500185.0,27139517184.0,21889609356.0,11648080989.0,8522835710.0,,,,,
- Trong đó: Chi phí lãi vay__1,23361003006.0,23842446048.0,15183926131.0,13210319145.0,11177529770.0,9809841199.0,9193871829.0,9387973307.0,10805137436.0,20913742014.0,23373681898.0,16193614508.0,10224326436.0,12155203421.0,11475219031.0,7621961600.0,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",1390898994.0,4314917461.0,5927693372.0,5621485168.0,6557384920.0,3981255817.0,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,137102508913.0,133411871093.0,105427539394.0,97734043218.0,94113678542.0,67632765350.0,75902276789.0,77204608792.0,75445689826.0,74213203451.0,61178682230.0,60182185412.0,51726555240.0,44461903346.0,34007168826.0,2969311466.0,,,,,
. Chi phí quản lý doanh nghiệp__1,36269792456.0,47400418508.0,50785299003.0,56602132101.0,60669656029.0,40182658839.0,46827929107.0,13908281699.0,13894871412.0,21412925904.0,17593583578.0,20891560285.0,14520857276.0,8164371416.0,9489076918.0,21316317943.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,17273467055.0,18275880930.0,28898291511.0,17891474556.0,16919461317.0,26964948123.0,21613326278.0,-1679566469.0,4010534068.0,3673090799.0,5652315251.0,6132424041.0,1763745067.0,5681000130.0,2136508634.0,3446765562.0,,,,,
. Thu nhập khác__1,529766187.0,1700602192.0,2564294204.0,8845447455.0,21975952736.0,3576727120.0,8090155667.0,34155751975.0,27755945581.0,34651236987.0,35179786645.0,21180090386.0,25395888784.0,28634497573.0,12681486496.0,13175861303.0,,,,,
. Chi phí khác__1,104223473.0,2823706608.0,401647697.0,735377871.0,4073727503.0,3055074.0,91392991.0,17235463391.0,14911432135.0,20628515027.0,21906316781.0,10054617506.0,18950985034.0,23249434774.0,3913991541.0,10680664003.0,,,,,
. Lợi nhuận khác__1,425542714.0,-1123104416.0,2162646507.0,8110069584.0,17902225233.0,3573672046.0,7998762676.0,16920288584.0,12844513446.0,14022721960.0,13273469864.0,11125472880.0,6444903750.0,5385062799.0,8767494955.0,2495197300.0,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,17699009769.0,17152776514.0,31060938018.0,26001544140.0,34821686550.0,30538620169.0,29612088954.0,15240722115.0,16855047514.0,17695812759.0,18925785115.0,17257896921.0,8208648817.0,11066062929.0,10904003589.0,5941962862.0,,,,,
. Chi phí thuế TNDN hiện hành__1,6160684836.0,5162431500.0,5629894636.0,4680987222.0,7623379974.0,6521629732.0,7408895874.0,3908819849.0,5822502990.0,4313703210.0,5792273186.0,4490141425.0,1007873006.0,1413009763.0,1467558245.0,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-1206997712.0,-2272306042.0,-208540479.0,140881810.0,-1047896151.0,,,,,56715119.0,-93374915.0,185492108.0,22002753.0,3909091.0,-13100009.0,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,12745322645.0,14262651056.0,25639583861.0,21179675108.0,28246202727.0,24016990437.0,22203193080.0,11331902266.0,11032544524.0,13325394430.0,13226886844.0,12582263388.0,7178773058.0,9649144075.0,9449545353.0,5941962862.0,,,,,
. Lợi ích của cổ đông thiểu số__1,-879073624.0,2958005691.0,3395684053.0,1515657065.0,-490312257.0,355075113.0,,,,1689230827.0,1686429556.0,1169429022.0,808933009.0,,181479781.0,35857963.0,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,13624396269.0,11304645365.0,22243899808.0,19664018043.0,28736514984.0,23661915324.0,22203193080.0,11331902266.0,11032544524.0,11636163603.0,11540457288.0,11412834366.0,6369840049.0,9649144075.0,9268065572.0,5906104899.0,,,,,
. Lãi cơ bản trên cổ phiếu__1,908.0,783.0,1671.0,1517.0,2351.0,2526.0,2826.0,2578.0,3742.0,3946.0,3914.0,3837.0,2511.0,3216.0,44487.0,29531.0,,,,,
. Lãi suy giảm trên cổ phiếu__1,908.0,783.0,1671.0,1517.0,2351.0,2526.0,2826.0,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,613423111892.0,701638384392.0,543581411753.0,443922030540.0,449492924881.0,384293610104.0,356029811268.0,264997068621.0,225382471956.0,287686030695.0,246955143059.0,212651869678.0,225746111153.0,166898426385.0,153529144476.0,120826735623.0,,,,,
. Tiền và các khoản tương đương tiền__1,18962837445.0,31642636528.0,31784441041.0,45955511248.0,68167196191.0,40534666766.0,43598080809.0,12489476885.0,14244442067.0,16906420819.0,8947822381.0,10276789023.0,6165040644.0,7272816656.0,4297125437.0,3726879740.0,,,,,
..Tiền__1,18962837445.0,18642636528.0,21784441041.0,24921362293.0,47425284490.0,30479666766.0,43598080809.0,12489476885.0,14244442067.0,16906420819.0,8947822381.0,10276789023.0,6165040644.0,7272816656.0,4297125437.0,3726879740.0,,,,,
..Các khoản tương đương tiền__1,,13000000000.0,10000000000.0,21034148955.0,20741911701.0,10055000000.0,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,11190035616.0,55000000000.0,50317960204.0,37180771233.0,37416890037.0,21010850000.0,5875903817.0,1061086533.0,742192083.0,686314518.0,787590000.0,1104691073.0,1589629997.0,904450000.0,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,18000000000.0,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,11190035616.0,55000000000.0,50317960204.0,37180771233.0,37416890037.0,3010850000.0,5875903817.0,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,169566058896.0,201323769508.0,157051575568.0,178818739655.0,157849286637.0,139325187438.0,114253712605.0,65129452188.0,76945914776.0,109904100204.0,101706846902.0,83362773230.0,70815566877.0,45881166226.0,65602846666.0,49514424204.0,,,,,
..Phải thu khách hàng__1,127670244140.0,188234206927.0,133536655299.0,154910567757.0,144977295690.0,129794987052.0,92488126163.0,62214720039.0,75472080882.0,104851382337.0,92715912696.0,78047847201.0,69106918166.0,45049200649.0,43399531950.0,48607502980.0,,,,,
..Trả trước cho người bán__1,2194398581.0,3871332345.0,1944869042.0,3376230895.0,3730846160.0,809840639.0,18074220920.0,2613540800.0,749849984.0,1703543255.0,7301937798.0,3678787026.0,2042626046.0,72501020.0,21244669855.0,828466932.0,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,10000000000.0,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,40530564993.0,11355940789.0,12480535881.0,21874144911.0,9366592267.0,8836220006.0,4102150575.0,734151068.0,1078804218.0,3677181662.0,2042522659.0,1989665254.0,-333977335.0,759464557.0,958644861.0,78454292.0,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-829148818.0,-2137710553.0,-910484654.0,-1342203908.0,-225447480.0,-260967881.0,-410785053.0,-432959719.0,-354820308.0,-328007050.0,-353526251.0,-353526251.0,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,145107622.0,,,,,,,,,,,,,,,
. Hàng tồn kho__1,401281209530.0,397312526827.0,290675870633.0,174022124265.0,180417969276.0,178937567453.0,187866160295.0,173961143431.0,122850245408.0,146087472280.0,125657981841.0,110005527347.0,137788669471.0,104090014190.0,80282084940.0,64074846308.0,,,,,
