field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2000],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,21302662313033.0,12709255795237.0,8603202748708.0,5998266652845.0,3865384888183.0,3843909468369.0,4246389580916.0,4956069869743.0,3151278618199.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,379848844254.0,173617957807.0,115134138593.0,60896006044.0,44441133297.0,43836052485.0,43033836352.0,79505130468.0,94010352862.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,20922813468779.0,12535637837430.0,8488068610115.0,5937370646801.0,3820943754886.0,3800073415884.0,4203355744564.0,4876564739275.0,3057268265337.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,19414819300276.0,11732855520719.0,7939942178839.0,5568464365609.0,3546193418488.0,3559311758622.0,3938889355570.0,4589220627225.0,2900602605924.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,1507994168503.0,802782316711.0,548126431276.0,368906281192.0,274750336398.0,240761657262.0,264466388994.0,287344112050.0,156665659413.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,180130142609.0,82757303963.0,60625155829.0,32404635505.0,24486747082.0,19265855640.0,14114044450.0,10737904224.0,5981855551.0,,,,,,,,,,,,,
. Chi phí tài chính__1,42367478869.0,33181287473.0,51400224746.0,38818358718.0,23869055498.0,27891556617.0,40204938068.0,42672207786.0,36242918382.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,31886522705.0,27018043416.0,47582349664.0,32134890085.0,22611716336.0,22795497881.0,23133793052.0,25117089462.0,34202161865.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",-2377600080.0,4176727614.0,1375472212.0,589632991.0,-275467140.0,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,708282903403.0,434359274700.0,248282992922.0,134531147963.0,125926800294.0,98266813253.0,64316707240.0,67229317088.0,31511807180.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,113703929084.0,90216582365.0,100526980788.0,91237772756.0,55721814246.0,53825894204.0,45438871817.0,38939839997.0,32029911069.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,821392399676.0,331959203750.0,209916860861.0,137313270251.0,93443946302.0,80043248828.0,128619916319.0,149240651403.0,62862878333.0,,,,,,,,,,,,,
. Thu nhập khác__1,1251414527.0,3265352454.0,4819211033.0,4272101687.0,9442738094.0,5939822667.0,6038138573.0,19820408517.0,7386158005.0,,,,,,,,,,,,,
. Chi phí khác__1,2804554398.0,1466670448.0,4382507063.0,1949388374.0,3321011096.0,1699883476.0,1302852583.0,1128063456.0,1214580960.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,-1553139871.0,1798682006.0,436703970.0,2322713313.0,6121726998.0,4239939191.0,4735285990.0,18692345061.0,6171577045.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,819839259805.0,333757885756.0,210353564831.0,139635983564.0,99565673300.0,84283188019.0,133355202309.0,167932996464.0,69034455378.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,220854928421.0,85719653100.0,60339651533.0,31502510487.0,21178119405.0,17556078789.0,29784264872.0,,17631138260.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-55914320232.0,-19298926092.0,-13165554931.0,-1391316185.0,-56800000.0,,,39993097146.0,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,654898651616.0,267337158748.0,163179468229.0,109524789262.0,78444353895.0,66727109230.0,103570937437.0,127939899318.0,51403317118.0,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,525847650.0,165387319.0,-1277570260.0,-1405805895.0,-739919916.0,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,654372803966.0,267171771429.0,164457038489.0,110930595157.0,79184273811.0,66727109230.0,103570937437.0,127939899318.0,51403317118.0,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,7483.0,6259.0,3961.0,2735.0,1982.0,1707.0,3539.0,14607.0,5875.0,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,7483.0,6259.0,3961.0,2735.0,1982.0,1701.0,3539.0,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,6255496358009.0,2862004487463.0,2287553965106.0,2118332560076.0,1501889333246.0,1218475787544.0,1171265320514.0,1207162476422.0,889595562246.0,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,1494332170846.0,878056239562.0,131057291125.0,71264154681.0,34097098070.0,32823139329.0,31668848074.0,68267019973.0,151491929805.0,,,,,,,,,,,,,
..Tiền__1,250993683222.0,192146607779.0,131057291125.0,71264154681.0,34097098070.0,32823139329.0,31668848074.0,68267019973.0,55191929805.0,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,1243338487624.0,685909631783.0,,,,,,,96300000000.0,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,4900000000.0,4900000000.0,4900000000.0,4900000000.0,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,4900000000.0,4900000000.0,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,1785999305051.0,1131244267296.0,584637877626.0,600825766492.0,482229443107.0,360885617856.0,348987791367.0,307993814798.0,280019800370.0,,,,,,,,,,,,,
..Phải thu khách hàng__1,1678543385102.0,1100012071824.0,550957763262.0,543907690222.0,373386814444.0,326007419444.0,317246505287.0,291606496058.0,283650000665.0,,,,,,,,,,,,,
..Trả trước cho người bán__1,82507295063.0,28835311811.0,8334432737.0,39535519063.0,89341664729.0,9893887776.0,18087773476.0,21853671093.0,918134250.0,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,6400000000.0,,350000000.0,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,63069490759.0,46708953281.0,68345272065.0,43683047901.0,39471224934.0,33772849639.0,22340055496.0,594055451.0,464714555.0,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-44520865873.0,-44312069620.0,-43349590438.0,-26300490694.0,-19970261000.0,-8823019883.0,-8690849291.0,-6060407804.0,-5013049100.0,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,34480880.0,4306399.0,,,,,,,,,,,,,,,
. Hàng tồn kho__1,2888111274480.0,827371174363.0,1453645856457.0,1314175256832.0,883035305390.0,714275506872.0,669576016876.0,731942945461.0,385815546461.0,,,,,,,,,,,,,
.. Hàng tồn kho__1,2909835559944.0,843423890415.0,1468894760047.0,1321415837755.0,886673509964.0,715840230632.0,669576016876.0,731942945461.0,385815546461.0,,,,,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,-21724285464.0,-16052716052.0,-15248903590.0,-7240580923.0,-3638204574.0,-1564723760.0,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,87053607632.0,25332806242.0,118212939898.0,132067382071.0,102527486679.0,105591523487.0,116132664197.0,94058696190.0,67368285610.0,,,,,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,9447163377.0,6828093551.0,2809402170.0,3974428092.0,3305844300.0,3997643556.0,16334943484.0,1573082052.0,2669062320.0,,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,77381600642.0,18504712691.0,115262484308.0,127751901223.0,98932997720.0,101333383483.0,99797720713.0,85919866413.0,38606988568.0,,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,224843613.0,,141053420.0,341052756.0,288644659.0,260496448.0,,49739241.0,53686438.0,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,6516008484.0,26038548284.0,,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,289326210007.0,206742641967.0,117501236961.0,105003553530.0,92059588112.0,87736112678.0,84243052475.0,85559069207.0,86948560093.0,,,,,,,,,,,,,
. Các khoản phải thu dài hạn__1,17641047356.0,8828160500.0,4243538000.0,4404531706.0,2339780000.0,2323780000.0,2324220000.0,,,,,,,,,,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,,,
