field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,,,,,165884722805.0,157697335555.0,413442293956.0,416498665929.0,,230808328429.0,236756056282.0,241780220317.0,129825779553.0,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,2160000.0,,30839162.0,40501951.0,163540346.0,4497868.0,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,,,,,165884722805.0,157697335555.0,413442293956.0,416496505929.0,,230777489267.0,236715554331.0,241616679971.0,129821281685.0,,,,,,,
. Giá vốn hàng bán__1,,,,,,,162255621643.0,154136787026.0,402705276940.0,389617455977.0,,202944282624.0,221082612525.0,222279575641.0,119390091561.0,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,,,,,3629101162.0,3560548529.0,10737017016.0,26879049952.0,,27833206643.0,15632941806.0,19337104330.0,10431190124.0,,,,,,,
. Doanh thu hoạt động tài chính__1,,,,,,,30686891384.0,6223757681.0,25122880422.0,22140252303.0,,8208914807.0,5347731390.0,1526740608.0,105444505.0,,,,,,,
. Chi phí tài chính__1,,,,,,,13515006638.0,23155127883.0,26957696392.0,30239834336.0,,14752303852.0,9090513099.0,12677356343.0,4053970840.0,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,16992533462.0,22544026974.0,25502088673.0,29175100325.0,,12943136812.0,7739790234.0,11950765720.0,3936000641.0,,,,,,,
. Chi phí bán hàng__1,,,,,,,2851551166.0,1801457466.0,2423750847.0,8218494692.0,,9530567614.0,7045779601.0,8571296282.0,5065982294.0,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,,,,,,11055266546.0,5806787238.0,5890482048.0,6785891141.0,,12629568611.0,8526874300.0,7041564971.0,4943388864.0,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,,,,,6894168196.0,-20979066377.0,587968151.0,3775082086.0,,-870318627.0,-3682493804.0,-7426372658.0,-3526707369.0,,,,,,,
. Thu nhập khác__1,,,,,,,106989949.0,897915815.0,1915851521.0,1058383448.0,,4312758332.0,8148648159.0,10281317827.0,5042400020.0,,,,,,,
. Chi phí khác__1,,,,,,,5885388521.0,1056831978.0,1733714619.0,1241558143.0,,1123707072.0,1025407677.0,2198488392.0,424273410.0,,,,,,,
. Lợi nhuận khác__1,,,,,,,-5778398572.0,-158916163.0,182136902.0,-183174695.0,,3189051260.0,7123240482.0,8082829435.0,4618126610.0,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,-113396437.0,-1377658875.0,-1752108484.0,,290475324.0,-238261422.0,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,,,,,,1115769624.0,-21251378977.0,-607553822.0,1839798907.0,,2609207957.0,3202485256.0,656456777.0,1091419241.0,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,1795907056.0,455218454.0,141250972.0,637022433.0,,1035341235.0,610742253.0,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,-2787564414.0,-378384383.0,540647035.0,565330898.0,,-11545139.0,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,,,,,,2107426982.0,-21328213048.0,-1289451829.0,637445576.0,,1585411861.0,2591743003.0,656456777.0,1091419241.0,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,-846557790.0,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,,,,,,2107426982.0,-21328213048.0,-1289451829.0,637445576.0,,2431969651.0,2591743003.0,656456777.0,1091419241.0,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,,,,,,421.0,-4266.0,-258.0,127.0,,486.0,637.0,421.0,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,421.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,,,,,,274405983911.0,257455226767.0,322445515176.0,300993579195.0,,131446083373.0,152384974328.0,52426263615.0,41961740131.0,,,,,,,
. Tiền và các khoản tương đương tiền__1,,,,,,,2796099037.0,1159479374.0,4409986097.0,12646260946.0,,14330843893.0,27635923227.0,3404749817.0,6901681446.0,,,,,,,
..Tiền__1,,,,,,,2796099037.0,942853974.0,4206486097.0,12421310946.0,,6125343893.0,14828804236.0,2745675783.0,6901681446.0,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,216625400.0,203500000.0,224950000.0,,8205500000.0,12807118991.0,659074034.0,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,426000.0,36793133000.0,81831216000.0,62443707000.0,,13161966000.0,8222980000.0,,589902100.0,,,,,,,
