field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,881942578263.0,1233083426639.0,894619629222.0,892704389290.0,1057568002532.0,1490563656837.0,1523563245655.0,1010013441713.0,1426466782024.0,995717205834.0,1295507663430.0,1577600472935.0,808179740885.0,605981336965.0,462765732239.0,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,43643705.0,32407348.0,56804372.0,91920276.0,106997626.0,58967837.0,73432347.0,42132170.0,78461537.0,169149651.0,162317831.0,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,881942578263.0,1233083426639.0,894619629222.0,892704389290.0,1057524358827.0,1490531249489.0,1523506441283.0,1009921521437.0,1426359784398.0,995658237997.0,1295434231083.0,1577558340765.0,808101279348.0,605812187314.0,462603414408.0,,,,,
. Giá vốn hàng bán__1,767104739366.0,1090571479769.0,813981149633.0,743496582889.0,909225698335.0,1334772295164.0,1341740274334.0,834897749852.0,1262622885179.0,818813332157.0,1098542838728.0,1437637242379.0,731137628489.0,540581237630.0,418778379829.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,114837838897.0,142511946870.0,80638479589.0,149207806401.0,148298660492.0,155758954325.0,181766166949.0,175023771585.0,163736899219.0,176844905840.0,196891392355.0,139921098386.0,76963650859.0,65230949684.0,43825034579.0,,,,,
. Doanh thu hoạt động tài chính__1,20935049420.0,8855852904.0,23003528882.0,26588259904.0,36230263257.0,6992190111.0,7257446187.0,10053973761.0,6979595659.0,6833085082.0,5455451904.0,4960646239.0,3836268645.0,4841527796.0,401310801.0,,,,,
. Chi phí tài chính__1,60765375016.0,67013720873.0,82425711539.0,101972536712.0,119579695284.0,119650739952.0,111906896932.0,107507869096.0,104306268816.0,123222890484.0,138547749064.0,76014939259.0,27420775903.0,37504455939.0,16965448297.0,,,,,
- Trong đó: Chi phí lãi vay__1,49915052314.0,60773140613.0,71952028071.0,100410451534.0,113696849079.0,109632537217.0,105740863595.0,97662462897.0,90700721586.0,104515261949.0,122076677016.0,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,37614042412.0,,,,,,,,,,,73848289.0,,,,,
