field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[1999]
. Doanh thu bán hàng và cung cấp dịch vụ__1,61538062792.0,67425747850.0,64178731902.0,62716545888.0,58863371688.0,59310458418.0,51999721891.0,56220814613.0,79523376421.0,75964333340.0,56400280079.0,50437320112.0,46212431977.0,45435858746.0,33677839454.0,,,,,,,,
. Các khoản giảm trừ doanh thu__1,1442166500.0,2122687033.0,1397613899.0,1500623836.0,1517437947.0,1047228709.0,846644691.0,584277316.0,627513134.0,477677604.0,359832928.0,433750059.0,208059236.0,274992525.0,192601636.0,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,60095896292.0,65303060817.0,62781118003.0,61215922052.0,57345933741.0,58263229709.0,51153077200.0,55636537297.0,78895863287.0,75486655736.0,56040447151.0,50003570053.0,46004372741.0,45160866221.0,33485237818.0,,,,,,,,
. Giá vốn hàng bán__1,41555126709.0,46316676549.0,43136866737.0,44027078972.0,42066788401.0,42970461148.0,37639920011.0,41033100520.0,57854176981.0,57370495012.0,42585831178.0,37042733577.0,34147434013.0,35765110433.0,26909570884.0,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,18540769583.0,18986384268.0,19644251266.0,17188843080.0,15279145340.0,15292768561.0,13513157189.0,14603436777.0,21041686306.0,18116160724.0,13454615973.0,12960836476.0,11856938728.0,9395755788.0,6575666934.0,,,,,,,,
. Doanh thu hoạt động tài chính__1,688164594.0,729310354.0,646983577.0,595951981.0,542922727.0,474640067.0,331210145.0,362815318.0,421525098.0,312245243.0,248848905.0,299090327.0,216201733.0,106557851.0,86262717.0,,,,,,,,
. Chi phí tài chính__1,,-239580461.0,132154747.0,95382681.0,14574643.0,2196018.0,,,,21000000.0,,,,9085702.0,5621700.0,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,21000000.0,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,8783170823.0,9307103243.0,8450931203.0,8020532955.0,6951804980.0,7021641289.0,4943437092.0,5630542364.0,6952031422.0,6762506937.0,4502300881.0,3981580771.0,2967386834.0,3152909478.0,2269219097.0,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,4828249418.0,4977494196.0,6435721469.0,5244799583.0,5220163546.0,5027722807.0,5179433887.0,5639196795.0,7376241354.0,5568447341.0,4458484934.0,4405558307.0,4551184278.0,3450271893.0,3025532543.0,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,5617513936.0,5670677644.0,5272427424.0,4424079842.0,3635524898.0,3715848514.0,3721496355.0,3696512936.0,7134938628.0,6076451689.0,4742679063.0,4872787725.0,4554569349.0,2890046566.0,1361556311.0,,,,,,,,
. Thu nhập khác__1,6763058.0,5856327.0,59028687.0,6208407.0,16732112.0,34567491.0,80977599.0,55745871.0,60417551.0,94111125.0,38185762.0,31476314.0,1239905825.0,83842445.0,147715843.0,,,,,,,,
. Chi phí khác__1,1856318.0,63975860.0,4454261.0,32394802.0,11128213.0,106771551.0,35038802.0,136099165.0,66133378.0,150429366.0,37669433.0,79667143.0,1273330578.0,17259249.0,133951697.0,,,,,,,,
. Lợi nhuận khác__1,4906740.0,-58119533.0,54574426.0,-26186395.0,5603899.0,-72204060.0,45938797.0,-80353294.0,-5715827.0,-56318241.0,516329.0,-48190829.0,-33424753.0,66583196.0,13764146.0,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,5622420676.0,5612558111.0,5327001850.0,4397893447.0,3641128797.0,3643644454.0,3767435152.0,3616159642.0,7129222801.0,6020133448.0,4743195392.0,4824596896.0,4521144596.0,2956629762.0,1375320457.0,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,791995910.0,947714996.0,1102893493.0,1016981172.0,757811402.0,848527513.0,846717334.0,1089056240.0,971981899.0,1233451840.0,861567512.0,1245120057.0,804570304.0,799918848.0,385089728.0,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,4830424766.0,4664843115.0,4224108357.0,3380912275.0,2883317395.0,2795116941.0,2920717818.0,2527103402.0,6157240902.0,4786681608.0,3881627880.0,3579476839.0,3716574292.0,2156710914.0,990230729.0,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,4830424766.0,4664843115.0,4224108357.0,3380912275.0,2883317395.0,2795116941.0,2920717818.0,2527103402.0,6157240902.0,4786681608.0,3881627880.0,3579476839.0,3716574292.0,2156710914.0,990230729.0,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2745.0,2650.0,2400.0,1921.0,1638.0,1588.0,1659.0,1436.0,3498.0,2720.0,2097.0,1924.0,1998.0,2424.0,2912.0,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,2745.0,2650.0,2400.0,1921.0,1638.0,1588.0,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,46791484553.0,44005165853.0,41701374517.0,40493193999.0,36588130274.0,35598326024.0,34849090340.0,35452895700.0,36834872675.0,35521035856.0,32561844345.0,29750490161.0,26507097308.0,22386959649.0,15558340473.0,,,,,,,,
. Tiền và các khoản tương đương tiền__1,17928669675.0,12316763935.0,17449515218.0,20056472059.0,21931201440.0,17757539551.0,16380866810.0,15080779340.0,15242641461.0,12857511143.0,5689581471.0,8177096620.0,8575219813.0,9987688867.0,6485459002.0,,,,,,,,
..Tiền__1,14928669675.0,9316763935.0,6949515218.0,10556472059.0,7931201440.0,3757539551.0,6380866810.0,7080779340.0,4242641461.0,8857511143.0,2666112026.0,5177096620.0,3275219813.0,9987688867.0,6485459002.0,,,,,,,,
..Các khoản tương đương tiền__1,3000000000.0,3000000000.0,10500000000.0,9500000000.0,14000000000.0,14000000000.0,10000000000.0,8000000000.0,11000000000.0,4000000000.0,3023469445.0,3000000000.0,5300000000.0,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,9060000000.0,8000000000.0,4000000000.0,4000000000.0,,,,,,,30000000.0,,,,33372000.0,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,9060000000.0,8000000000.0,4000000000.0,4000000000.0,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,15018854582.0,20435059535.0,14935627645.0,11057195466.0,10441982431.0,12519147859.0,12831255065.0,12166907974.0,13557399458.0,14105069086.0,17704124824.0,12557635035.0,12503507393.0,5664154379.0,3081374509.0,,,,,,,,
..Phải thu khách hàng__1,15132155807.0,17332923560.0,15216132334.0,11254250451.0,10866623453.0,12933360374.0,13332561180.0,12656298053.0,13748500954.0,14502991565.0,18025035338.0,13010944007.0,12698674025.0,5444214139.0,3078602888.0,,,,,,,,
..Trả trước cho người bán__1,129925600.0,10792000.0,45000000.0,15000000.0,15000000.0,6308182.0,98353079.0,17819753.0,241514757.0,13376475.0,13741951.0,13498459.0,22876475.0,136500000.0,1532.0,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,3000000000.0,,,,,,,,,,,,,,,,,,,,,
