field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,819486245244.0,1217473254118.0,1232082373809.0,1298011899587.0,1494176871890.0,1382608360020.0,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,819486245244.0,1217473254118.0,1232082373809.0,1298011899587.0,1494176871890.0,1382608360020.0,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,719745650063.0,1090055367648.0,1108727707868.0,1167995013129.0,1355515172247.0,1254352095415.0,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,99740595181.0,127417886470.0,123354665941.0,130016886458.0,138661699643.0,128256264605.0,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,3878954206.0,5978810126.0,11357897205.0,17657848852.0,17956819668.0,18401892014.0,,,,,,,,,,,,,,,
. Chi phí tài chính__1,4865902399.0,9524889027.0,11291139161.0,11171939183.0,11267014466.0,7923132224.0,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,5115462399.0,9902889027.0,11207979161.0,11164379183.0,10730174466.0,7923132224.0,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,49679571567.0,64259298555.0,64339178808.0,75107277491.0,76179058082.0,74044141115.0,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,14171772804.0,15514027923.0,18315170197.0,16093719034.0,14274611281.0,16431778325.0,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,34902302617.0,44098481091.0,40767074980.0,45301799602.0,54897835482.0,48259104955.0,,,,,,,,,,,,,,,
. Thu nhập khác__1,226193089.0,55890461721.0,6738183882.0,1919434008.0,716521243.0,1032525382.0,,,,,,,,,,,,,,,
. Chi phí khác__1,196971557.0,5696600149.0,856162502.0,693316206.0,3644092721.0,705914988.0,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,29221532.0,50193861572.0,5882021380.0,1226117802.0,-2927571478.0,326610394.0,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,34931524149.0,94292342663.0,46649096360.0,46527917404.0,51970264004.0,48585715349.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,5519206797.0,20140179011.0,9406043877.0,10679191782.0,14104020458.0,9827123961.0,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,29412317352.0,74152163652.0,37243052483.0,35848725622.0,37866243546.0,38758591388.0,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,29412317352.0,74152163652.0,37243052483.0,35848725622.0,37866243546.0,38758591388.0,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2688.0,6916.0,3330.0,3203.0,3303.0,3021.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,2688.0,6916.0,3330.0,3203.0,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,259344094334.0,390618189209.0,303554617078.0,278286167279.0,288644002795.0,248470562544.0,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,41563279325.0,36334233053.0,36982985066.0,18247839504.0,31241061162.0,24985669250.0,,,,,,,,,,,,,,,
..Tiền__1,41563279325.0,36334233053.0,36982985066.0,18247839504.0,31241061162.0,24985669250.0,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,215871031159.0,352291682658.0,264548076398.0,257045568754.0,252059622259.0,214448037871.0,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,211519910996.0,256810279608.0,245228099614.0,243506688532.0,228963858915.0,195903566590.0,,,,,,,,,,,,,,,
..Trả trước cho người bán__1,11724200676.0,23193344602.0,26965727534.0,20358987764.0,29398512340.0,25302560274.0,,,,,,,,,,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,4608651076.0,83287326250.0,2947817667.0,1802101629.0,2118876385.0,3040296703.0,,,,,,,,,,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-11981731589.0,-10999267802.0,-10593568417.0,-8622209171.0,-8421625381.0,-9798385696.0,,,,,,,,,,,,,,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,1898129305.0,1984478500.0,2010191032.0,2944717885.0,2946577421.0,2344573529.0,,,,,,,,,,,,,,,
.. Hàng tồn kho__1,1898129305.0,1984478500.0,2010191032.0,2944717885.0,2946577421.0,2344573529.0,,,,,,,,,,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,,,,,,,,,,,,,,,,,,,,,
. Tài sản ngắn hạn khác__1,11654545.0,7794998.0,13364582.0,48041136.0,2396741953.0,6692281894.0,,,,,,,,,,,,,,,
.. Chi phí trả trước ngắn hạn__1,11654545.0,7794998.0,13364582.0,48041136.0,12740908.0,8646909.0,,,,,,,,,,,,,,,
.. Thuế GTGT được khấu trừ__1,,,,,2384001045.0,6683634985.0,,,,,,,,,,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,,,,,,,,,,,,,,,,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,,,,,,,,,,,,,,
II - TÀI SẢN DÀI HẠN__1,37150472937.0,39335399438.0,120295646465.0,134349343530.0,130830439767.0,132931249262.0,,,,,,,,,,,,,,,
. Các khoản phải thu dài hạn__1,774000000.0,1148000000.0,30301932864.0,37486182864.0,38260782864.0,38382682864.0,,,,,,,,,,,,,,,
