field,[2021],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2007],[2005],[2004],[2003],[2002],[2001],[2000],[1999],[2020],[2008],[2006]
. Doanh thu bán hàng và cung cấp dịch vụ__1,119737548928.0,132700119572.0,117781128891.0,,,,,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,3329570669.0,592965266.0,1162716363.0,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,116407978259.0,132107154306.0,116618412528.0,,,,,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,106204478785.0,102782370509.0,88700507652.0,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,10203499474.0,29324783797.0,27917904876.0,,,,,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1962758356.0,3275087144.0,2762987418.0,,,,,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,,,,,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,9877133681.0,12522297691.0,12444784990.0,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,2289124149.0,20077573250.0,18236107304.0,,,,,,,,,,,,,,,,,,,,
. Thu nhập khác__1,249483845.0,115398096.0,177921181.0,,,,,,,,,,,,,,,,,,,,
. Chi phí khác__1,160247677.0,378920034.0,21192344.0,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,89236168.0,-263521938.0,156728837.0,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,2378360317.0,19814051312.0,18392836141.0,,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,477840257.0,4585156782.0,3694239228.0,,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,-324376300.0,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,1900520060.0,15553270830.0,14698596913.0,,,,,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,1900520060.0,15553270830.0,14698596913.0,,,,,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,339.0,2775.0,2621.0,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,339.0,2775.0,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,58648581939.0,82341072187.0,66664695461.0,,,,,,,,,,,,,,,,,,70919904411.0,,
