field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2003],[2001],[2000],[2004],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,,,,,4388304573122.0,2988892945642.0,2930013363824.0,3045797906559.0,2566008025429.0,2007500529481.0,1191282895429.0,792244683092.0,643350915260.0,767947391616.0,543334890619.0,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,22017976642.0,14081200740.0,1973213457.0,1551764143.0,1386023135.0,2982528820.0,1834934997.0,2157134428.0,1971494324.0,1823644124.0,2678606541.0,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,,,,,4366286596480.0,2974811744902.0,2928040150367.0,3044246142416.0,2564622002294.0,2004518000661.0,1189447960432.0,790087548664.0,641379420936.0,766123747491.0,540656284078.0,,,,,
. Giá vốn hàng bán__1,,,,,,,3764194583074.0,2627304143427.0,2689264173044.0,2764269972014.0,2294967014064.0,1755812307081.0,1027577201116.0,739766891206.0,564926925597.0,667687246927.0,461841455950.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,,,,,602092013406.0,347507601475.0,238775977323.0,279976170402.0,269654988230.0,248705693580.0,161870759316.0,50320657458.0,76452495339.0,98436500564.0,78814828128.0,,,,,
. Doanh thu hoạt động tài chính__1,,,,,,,68093642215.0,47863862875.0,53903334338.0,56130225149.0,35024068534.0,17785324931.0,13581013334.0,17506780172.0,22166229004.0,9995736690.0,4605909724.0,,,,,
. Chi phí tài chính__1,,,,,,,123741662266.0,74909648999.0,110826264182.0,50473008914.0,80354988941.0,46364299172.0,3273653661.0,72446085317.0,13528678101.0,26868494576.0,22000954082.0,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,112614495163.0,67197422177.0,105356519541.0,50777977065.0,72189604951.0,42905195552.0,27801118387.0,27695961987.0,13449769635.0,,21048271305.0,,,,,
. Chi phí bán hàng__1,,,,,,,106191522424.0,81477991261.0,91068742701.0,72410250323.0,32744020762.0,26003196785.0,18791298089.0,19234870317.0,14635902024.0,15230082539.0,13066280493.0,,,,,
. Chi phí quản lý doanh nghiệp__1,,,,,,,154874850106.0,115598984610.0,42629100701.0,49431705374.0,42443686312.0,28619516610.0,25507241856.0,19649039230.0,17034010492.0,13777246262.0,12457272632.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,,,,,290757523773.0,123384839480.0,48155204077.0,163791430940.0,149136360749.0,165504005944.0,127879579044.0,-43502557234.0,53420133726.0,52556413877.0,35896230644.0,,,,,
. Thu nhập khác__1,,,,,,,9276333037.0,8280086941.0,1155105066.0,2984929750.0,11400082329.0,4763957393.0,274129037.0,565752495.0,651953283.0,237196011.0,3756562274.0,,,,,
. Chi phí khác__1,,,,,,,3946632938.0,4902662284.0,311159211.0,678366024.0,518765759.0,4601202251.0,31045455.0,184747140.0,439060304.0,1265832195.0,2367089575.0,,,,,
. Lợi nhuận khác__1,,,,,,,5329700099.0,3377424657.0,843945855.0,2306563726.0,10881316570.0,162755142.0,243083582.0,381005355.0,212892979.0,-1028636184.0,1389472699.0,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,3119664.0,-185682888.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,,,,,,296087223872.0,126765383801.0,48813467044.0,166097994666.0,160017677319.0,165666761086.0,128122662626.0,-43121551879.0,53633026705.0,51527777693.0,37285703343.0,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,49287635053.0,35229077605.0,10863063475.0,46525384725.0,12784481532.0,19797141655.0,8035976607.0,1408905642.0,,4106340376.0,3272298893.0,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,-1500773873.0,-7415692084.0,586198284.0,362482311.0,,,,-1254305010.0,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,,,,,,248300362692.0,98951998280.0,37364205285.0,119210127630.0,147233195788.0,145869619431.0,120086686019.0,-43276152511.0,53633026705.0,47421437317.0,34013404450.0,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,371875300.0,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,,,,,,247928487392.0,98951998280.0,37364205285.0,119210127630.0,147233195788.0,145869619431.0,120086686019.0,-43276152511.0,53633026705.0,47421437317.0,34013404450.0,,,,,
. Lãi cơ bản trên cổ phiếu__1,,,,,,,2052.0,1571.0,1080.0,3785.0,4908.0,7871.0,6480.0,-2446.0,3235.0,4305.0,3499.0,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,5379902948.0,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,,,,,,3746795399037.0,1618679896705.0,1396747826637.0,1454281395972.0,752872194157.0,618030207809.0,532632377622.0,277753890802.0,362064537901.0,329832132342.0,224451910004.0,,,,216207772845.0,
. Tiền và các khoản tương đương tiền__1,,,,,,,519674944557.0,39259307816.0,238292387393.0,98523586210.0,178778249429.0,58758932992.0,86126277361.0,19559334401.0,12831231768.0,31648710866.0,40467531580.0,,,,8278186740.0,
..Tiền__1,,,,,,,437074944557.0,10059307816.0,108292387393.0,45446686210.0,16878249429.0,21065323914.0,22126277361.0,19559334401.0,12831231768.0,31648710866.0,40467531580.0,,,,8278186740.0,
..Các khoản tương đương tiền__1,,,,,,,82600000000.0,29200000000.0,130000000000.0,53076900000.0,161900000000.0,37693609078.0,64000000000.0,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,131000000000.0,82921461456.0,44240000000.0,16500000000.0,,,,1372000000.0,175900010000.0,147000000000.0,,,,,,
.. Đầu tư ngắn hạn__1,,,,,,,,,44240000000.0,,,,,2788816500.0,175900010000.0,147000000000.0,,,,,,
.. Dự phòng giảm giá đầu tư ngắn hạn__1,,,,,,,,82921461456.0,,,,,,-1416816500.0,,,,,,,,
. Các khoản phải thu ngắn hạn__1,,,,,,,1622611542866.0,772286914001.0,698449799241.0,285117018403.0,234744313899.0,254984447595.0,241481270130.0,90907280995.0,92279913633.0,85551183931.0,119877385564.0,,,,111113668925.0,
..Phải thu khách hàng__1,,,,,,,532514083594.0,397188652520.0,225036601376.0,62877137832.0,47347504711.0,42826654051.0,81771274409.0,46686058687.0,32456092339.0,85551183931.0,29854098846.0,,,,52708507776.0,
..Trả trước cho người bán__1,,,,,,,500867125679.0,377346149810.0,442822048442.0,201581112001.0,179856412658.0,141542960961.0,149441721542.0,42694120090.0,60899059319.0,,83142587489.0,,,,33384689713.0,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,,,,,,,182270312615.0,10799273958.0,37156074859.0,22838529467.0,7540396530.0,70804110927.0,10370242842.0,1634503355.0,2871039660.0,,8775593612.0,,,,25920411226.0,
.. Dự phòng phải thu ngắn hạn khó đòi__1,,,,,,,-18339979022.0,-13047162287.0,-6564925436.0,-2179760897.0,,-189278344.0,-101968663.0,-107401137.0,-3946277685.0,,-1894894383.0,,,,-899939790.0,
. Hàng tồn kho__1,,,,,,,1412244897765.0,702566926494.0,343666249572.0,820013485772.0,333067839752.0,299228764041.0,201271427516.0,165314482806.0,77619246948.0,64512500257.0,63315704667.0,,,,96351335925.0,
