field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,46793324802.0,24932036569.0,262661705935.0,259514148781.0,250256084774.0,258384102328.0,287564709165.0,,414286330637.0,511919352286.0,,332271570581.0,236495514518.0,249974688747.0,,,,,,
. Các khoản giảm trừ doanh thu__1,7114800.0,123305000.0,4043751275.0,4141157341.0,2317945082.0,2015689800.0,2219754921.0,,1969440990.0,7203337231.0,,2766786805.0,415271428.0,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,46786210002.0,24808731569.0,258617954660.0,255372991440.0,247938139692.0,256368412528.0,285344954244.0,,412316889647.0,504716015055.0,,329504783776.0,236080243090.0,249974688747.0,,,,,,
. Giá vốn hàng bán__1,17912380460.0,17312794499.0,236137253328.0,223710830210.0,216576865949.0,230471240028.0,250924452404.0,,374912465463.0,462055971483.0,,303671929949.0,222550084054.0,245899281731.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,28873829542.0,7495937070.0,22480701332.0,31662161230.0,31361273743.0,25897172500.0,34420501840.0,,37404424184.0,42660043572.0,,25832853827.0,13530159036.0,4075407016.0,,,,,,
. Doanh thu hoạt động tài chính__1,1573082297.0,5367805530.0,7753006899.0,9201489031.0,10623359625.0,8354001791.0,8402580200.0,,6779420916.0,15104691606.0,,17966266152.0,16139276032.0,20770138570.0,,,,,,
. Chi phí tài chính__1,14236753594.0,-329462836.0,8830379291.0,6556792791.0,5065522832.0,5623440241.0,7014455901.0,,7706453786.0,18193352292.0,,17982602568.0,13793398903.0,22352541399.0,,,,,,
- Trong đó: Chi phí lãi vay__1,4147488892.0,1981241131.0,4959913394.0,5643221015.0,4417494715.0,5496880307.0,5634776655.0,,5213310443.0,16345826281.0,,14251438196.0,11033784303.0,12927132366.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,524985454.0,654455802.0,6340750686.0,7499345186.0,9024278503.0,8457113989.0,13003783579.0,,9840512858.0,9385172423.0,,2341491471.0,1290467164.0,2493712631.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,12744413319.0,13609626795.0,23901514835.0,23044939624.0,22784736552.0,20769583866.0,19274984995.0,,19497607963.0,20419802097.0,,11524624458.0,11036196959.0,9455171363.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,2940759472.0,-1070877161.0,-8838936581.0,3762572660.0,5110095481.0,-598963805.0,3529857565.0,,7139270493.0,9766408366.0,,11950401482.0,3549372042.0,-9455879807.0,,,,,,
. Thu nhập khác__1,690006818.0,307559837.0,220996145.0,310841430.0,23672615.0,8333934415.0,5259621368.0,,9772570289.0,8423811324.0,,194072052.0,592773472.0,596030862.0,,,,,,
. Chi phí khác__1,83344447.0,3189312330.0,3713470267.0,1964320561.0,455816042.0,169686125.0,399068886.0,,4593819819.0,1690101911.0,,167132232.0,105582867.0,448322851.0,,,,,,
. Lợi nhuận khác__1,606662371.0,-2881752493.0,-3492474122.0,-1653479131.0,-432143427.0,8164248290.0,4860552482.0,,5178750470.0,6733709413.0,,26939820.0,487190605.0,147708011.0,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,3547421843.0,-3952629654.0,-12331410703.0,2109093529.0,4677952054.0,7565284485.0,8390410047.0,,12318020963.0,16500117779.0,,11977341302.0,4036562647.0,-9308171796.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,,24556000.0,,154256951.0,247335227.0,1353842291.0,1108653835.0,,620278442.0,1824107342.0,,1323097820.0,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,3547421843.0,-3977185654.0,-12331410703.0,1954836578.0,4430616827.0,6211442194.0,7281756212.0,,11697742521.0,14676010437.0,,10654243482.0,4036562647.0,-9308171796.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,-3117953858.0,111265459.0,1259248063.0,2299015849.0,1952994444.0,,2385363000.0,2546454333.0,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,3547421843.0,-3977185654.0,-9213456845.0,1843571119.0,3171368764.0,3912426345.0,5328761768.0,,9312379521.0,12129556104.0,,10654243482.0,4036562647.0,-9308171796.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,709.0,-795.0,-2337.0,391.0,886.0,1271.0,1461.0,,1862.0,2426.0,,2131.0,807.0,1862.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,709.0,-795.0,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,21357016048.0,25417723195.0,132447985622.0,161901386013.0,149874104360.0,126759713768.0,157885671302.0,,146067982661.0,161946750390.0,,148566492600.0,127300553777.0,106352758082.0,,,,,,
. Tiền và các khoản tương đương tiền__1,432827470.0,3982034532.0,13478791552.0,13999491077.0,27037681337.0,31041361118.0,18558411614.0,,20767239114.0,13626946444.0,,26936592425.0,12226556595.0,7362608588.0,,,,,,
..Tiền__1,432827470.0,3982034532.0,7878791552.0,5199491077.0,5237681337.0,9341361118.0,13458411614.0,,16817239114.0,10056946444.0,,9936592425.0,8770987595.0,7362608588.0,,,,,,
..Các khoản tương đương tiền__1,,,5600000000.0,8800000000.0,21800000000.0,21700000000.0,5100000000.0,,3950000000.0,3570000000.0,,17000000000.0,3455569000.0,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,1131532900.0,770293500.0,159750000.0,3502712500.0,144720000.0,,,,,,1500000000.0,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,1131532900.0,770293500.0,159750000.0,3502712500.0,144720000.0,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,11504442252.0,9347166257.0,81716650018.0,94634660697.0,76504710935.0,54631431617.0,77187209436.0,,74562399584.0,72090497880.0,,86057746808.0,79517297531.0,70945954529.0,,,,,,
..Phải thu khách hàng__1,16942538558.0,17645280572.0,80673331666.0,93290162864.0,65024354338.0,51111316448.0,70894507864.0,,66370294720.0,51653472152.0,,47928855650.0,54400507642.0,32154627982.0,,,,,,
..Trả trước cho người bán__1,12135317168.0,4829562668.0,8359587668.0,5881492288.0,15913236867.0,5603188001.0,5694818387.0,,8467791383.0,14911636995.0,,30477528176.0,7188713567.0,14575247751.0,,,,,,
.. Phải thu nội bộ ngắn hạn__1,,,,,,,,,,,,,,,,,,,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,4911060342.0,4809767873.0,7956950748.0,8941496125.0,8444911947.0,11054414762.0,13482523243.0,,13410143851.0,20240980961.0,,11437274952.0,19610197287.0,24304012869.0,,,,,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-22756253524.0,-18209224564.0,-16383176285.0,-14589047153.0,-13982839681.0,-13405653422.0,-13148803542.0,,-13685830370.0,-14715592228.0,,-3785911970.0,-1682120965.0,-87934073.0,,,,,,
. Tài sản thiếu chờ xử lý__1,271779708.0,271779708.0,1109956221.0,1110556573.0,1105047464.0,268165828.0,264163484.0,,,,,,,,,,,,,
. Hàng tồn kho__1,398786409.0,350015681.0,31877049483.0,47935094083.0,42606743144.0,33563974258.0,58140270160.0,,43824986762.0,67970307910.0,,29281774989.0,26729594870.0,22881575319.0,,,,,,
.. Hàng tồn kho__1,398786409.0,350015681.0,37511958710.0,49979510270.0,44651159331.0,35881268328.0,59267779367.0,,45283017448.0,73465507253.0,,29456708584.0,27953330579.0,23489769093.0,,,,,,
.. Dự phòng giảm giá hàng tồn kho__1,,,-5634909227.0,-2044416187.0,-2044416187.0,-2317294070.0,-1127509207.0,,-1458030686.0,-5495199343.0,,-174933595.0,-1223735709.0,-608193774.0,,,,,,
. Tài sản ngắn hạn khác__1,9020959917.0,11738506725.0,4243961669.0,4561846656.0,3565218944.0,4020234275.0,3855060092.0,,6913357201.0,8258998156.0,,6290378378.0,7327104781.0,5162619646.0,,,,,,
.. Chi phí trả trước ngắn hạn__1,2454545.0,4410584.0,,,,,,,69690556.0,,,17481820.0,,13000000.0,,,,,,
.. Thuế GTGT được khấu trừ__1,5181690076.0,7967376463.0,9472694.0,761211124.0,109235521.0,564048087.0,821746333.0,,572477511.0,775611677.0,,1580176768.0,1712897591.0,1187857477.0,,,,,,
.. Thuế và các khoản khác phải thu Nhà nước__1,3836815296.0,3766719678.0,4234488975.0,3800635532.0,3455983423.0,3456186188.0,3033313759.0,,3748693763.0,3047242595.0,,94.0,98521809.0,98190667.0,,,,,,
. Giao dịch mua bán lại trái phiếu Chính phủ__1,,,,,,,,,,,,,,,,,,,,
.. Tài sản ngắn hạn khác__1,,,,,,,,,2522495371.0,4436143884.0,,4692719696.0,5515685381.0,3863571502.0,,,,,,
II - TÀI SẢN DÀI HẠN__1,95969926419.0,107139626791.0,51117863858.0,53952221681.0,59295391166.0,55306852172.0,56480097430.0,,62906483155.0,68923944458.0,,66243111779.0,71865038279.0,75013518692.0,,,,,,
. Các khoản phải thu dài hạn__1,,,,,,,,,,,,6928621800.0,5258797067.0,7011729153.0,,,,,,
.. Phải thu dài hạn của khách hàng__1,,,,,,,,,,,,,,,,,,,,
. Trả trước cho người bán dài hạn__1,,,,,,,,,,,,,,,,,,,,
.. Vốn kinh doanh ở đơn vị trực thuộc__1,,,,,,,,,,,,,,,,,,,,
.. Phải thu nội bộ dài hạn__1,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay dài hạn__1,,,,,,,,,,,,,,,,,,,,
.. Phải thu dài hạn khác__1,,,,,,,,,,,,6928621800.0,5258797067.0,7011729153.0,,,,,,
.. Dự phòng phải thu khó đòi__1,,,,,,,,,,,,,,,,,,,,
. Tài sản cố định__1,54135405258.0,63002087553.0,30988354335.0,31246589141.0,35882914112.0,33789379915.0,35091325958.0,,49244083655.0,49445895808.0,,29197324116.0,32987508569.0,34730056537.0,,,,,,
.. Tài sản cố định hữu hình__1,52712630491.0,61515696607.0,24257143866.0,27438470535.0,32180107027.0,30545303438.0,31843930889.0,,39075420590.0,40349652027.0,,23370574698.0,28133254734.0,29926553625.0,,,,,,
- Nguyên giá__1,75962163674.0,81032368937.0,146818183006.0,149185375182.0,150146145148.0,155805151817.0,161089851946.0,,163480361240.0,158366384217.0,,77413943724.0,77253944700.0,77020065432.0,,,,,,
- Giá trị hao mòn luỹ kế__1,-23249533183.0,-19516672330.0,-122561039140.0,-121746904647.0,-117966038121.0,-125259848379.0,-129245921057.0,,-124404940650.0,-118016732190.0,,-54043369026.0,-49120689966.0,-47093511807.0,,,,,,
.. Tài sản cố định thuê tài chính__1,,,,,,,,,,,,,,,,,,,,
- Nguyên giá__2,,,,,,,,,,,,,,,,,,,,
- Giá trị hao mòn luỹ kế__2,,,,,,,,,,,,,,,,,,,,
.. Tài sản cố định vô hình__1,1422774767.0,1486390946.0,6731210469.0,3808118606.0,3702807085.0,3244076477.0,3247395069.0,,3774734229.0,3813199610.0,,3591298742.0,3622568134.0,3654011245.0,,,,,,
