field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,57636385599.0,47447099251.0,63451975911.0,124406662949.0,112892439719.0,107295470709.0,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,3927166.0,45525845.0,949352.0,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,57636385599.0,47447099251.0,63448048745.0,124361137104.0,112891490367.0,107295470709.0,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,38776262025.0,30233321482.0,44523481672.0,92837578381.0,93944323312.0,83211805893.0,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,18860123574.0,17213777769.0,18924567073.0,31523558723.0,18947167055.0,24083664816.0,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,1109843281.0,1223054025.0,524147984.0,146834688.0,653627737.0,332516108.0,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,958395000.0,1357539000.0,1746163000.0,2138804000.0,2823823000.0,2054098000.0,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,958395000.0,1357539000.0,1746163000.0,2138804000.0,2823823000.0,2054098000.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,3380330678.0,4054578367.0,3311212784.0,3126576723.0,1549724397.0,328320911.0,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,6535025987.0,6913548850.0,6523800832.0,12907739249.0,3702842214.0,2836474986.0,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,9096215190.0,6111165577.0,7867538441.0,13497273439.0,11524405181.0,19197287027.0,,,,,,,,,,,,,,,,
. Thu nhập khác__1,356589850.0,328565483.0,45808975.0,480240.0,1424160.0,,,,,,,,,,,,,,,,,
. Chi phí khác__1,215598250.0,287632087.0,2232086.0,,1400000.0,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,140991600.0,40933396.0,43576889.0,480240.0,24160.0,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,9237206790.0,6152098973.0,7911115330.0,13497753679.0,11524429341.0,19197287027.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,891890827.0,534997522.0,1185665253.0,2743550736.0,1091212732.0,4621999981.0,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,8345315963.0,5617101451.0,6725450077.0,10754202943.0,10433216609.0,14575287046.0,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,8345315963.0,5617101451.0,6725450077.0,10754202943.0,10433216609.0,14575287046.0,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2910.0,1988.0,2380.0,4725.0,5263.0,7251.0,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,2910.0,1988.0,2380.0,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,41638798323.0,38685655491.0,36225103645.0,34011489947.0,46685497747.0,50715827571.0,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,10659532920.0,6596443260.0,10905024110.0,13713412043.0,11016087374.0,31028546229.0,,,,,,,,,,,,,,,,
..Tiền__1,7659532920.0,2296443260.0,7905024110.0,10113412043.0,11016087374.0,27028546229.0,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,3000000000.0,4300000000.0,3000000000.0,3600000000.0,,4000000000.0,,,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,19200000000.0,16600000000.0,13300000000.0,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,19200000000.0,16600000000.0,13300000000.0,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,10521394499.0,8936584949.0,10492844218.0,20001322632.0,24657712233.0,17774289530.0,,,,,,,,,,,,,,,,
..Phải thu khách hàng__1,11699595896.0,5560741177.0,10240281070.0,18758311058.0,23988694219.0,16887556214.0,,,,,,,,,,,,,,,,
