field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,479910829301.0,377829036081.0,487080309980.0,603749451121.0,601850339452.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,4648592929.0,1684048423.0,2123380794.0,4981330940.0,3912304984.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,475262236372.0,376144987658.0,484956929186.0,598768120181.0,597938034468.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,457444574515.0,362055399886.0,466147481537.0,576960048863.0,577604737158.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,17817661857.0,14089587772.0,18809447649.0,21808071318.0,20333297310.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,9300748326.0,12097865916.0,14910102968.0,13302927471.0,3306603533.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,,59959934.0,89881936.0,26730552.0,290913960.0,274638828.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,59959934.0,89881936.0,26730552.0,290913960.0,274638828.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,16430552249.0,19510247314.0,23269055016.0,22643781714.0,45255101913.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,10627898000.0,6587324438.0,10423765049.0,12176303115.0,-21889839898.0,,,,,,,,,,,,,,
. Thu nhập khác__1,,4784532015.0,6344809567.0,6286456387.0,7873146361.0,47683231428.0,,,,,,,,,,,,,,
. Chi phí khác__1,,130032943.0,665537241.0,701263259.0,1264187973.0,3464481234.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,,4654499072.0,5679272326.0,5585193128.0,6608958388.0,44218750194.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,15282397072.0,12266596764.0,16008958177.0,18785261503.0,22328910296.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,3391897107.0,2806580110.0,4011592426.0,4602739979.0,8873973652.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,11890499965.0,9460016654.0,11997365751.0,14182521524.0,13454936644.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,11890499965.0,9460016654.0,11997365751.0,14182521524.0,13454936644.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,372.0,304.0,424.0,501.0,501.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,372.0,304.0,424.0,501.0,501.0,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,840165019735.0,785226683187.0,873954344896.0,941691761303.0,869933825939.0,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,,79070600630.0,45618814407.0,71480715482.0,84858730824.0,239627749041.0,,,,,,,,,,,,,,
..Tiền__1,,33119534068.0,26173778922.0,47808699942.0,15296797458.0,10374749041.0,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,45951066562.0,19445035485.0,23672015540.0,69561933366.0,229253000000.0,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,,72000000000.0,154600000000.0,162000000000.0,185000000000.0,2000000000.0,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,72000000000.0,154600000000.0,162000000000.0,185000000000.0,2000000000.0,,,,,,,,,,,,,,
