field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,1564160714495.0,5589595943957.0,5040178089401.0,1283571910523.0,,519218076964.0,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,1713557250.0,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,1564160714495.0,5589595943957.0,5040178089401.0,1283571910523.0,,517504519714.0,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,1441510558944.0,5465350390792.0,4911824780611.0,1175470074800.0,,364340269422.0,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,122650155551.0,124245553165.0,128353308790.0,108101835723.0,,153164250292.0,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,116565568695.0,45132014404.0,65860453941.0,25526883287.0,,8524618224.0,,,,,,,,,,,,,
. Chi phí tài chính__1,,103095624570.0,34589606512.0,49595784935.0,12623840096.0,,242038875.0,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,,,,49049948022.0,,10245781380.0,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,64586876152.0,71519569016.0,70696316328.0,,,47879889851.0,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,71533223524.0,63268392041.0,73921661468.0,71954930892.0,,103321158410.0,,,,,,,,,,,,,
. Thu nhập khác__1,,21168835802.0,26550660498.0,21600265712.0,20668925310.0,,1878280509.0,,,,,,,,,,,,,
. Chi phí khác__1,,6481161747.0,6336010069.0,1608525670.0,4104139738.0,,626195684.0,,,,,,,,,,,,,
. Lợi nhuận khác__1,,14687674055.0,20214650429.0,19991740042.0,16564785572.0,,1252084825.0,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,86220897579.0,83483042470.0,93913401510.0,88519716464.0,,104573243235.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,18102265132.0,16730563784.0,18008843258.0,17047332628.0,,22478559501.0,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,141452532.0,388896784.0,,,,,,,,,,,,,,,
