field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,5664205839750.0,6845442072303.0,6587408438732.0,5939830075089.0,6096021419957.0,,5595515056861.0,4681312216887.0,3030956949971.0,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,136363636.0,2997912.0,1318325048.0,-148404545.0,2693954826.0,,2228191938.0,713397516.0,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,5664069476114.0,6845439074391.0,6586090113684.0,5939978479634.0,6093327465131.0,,5593286864923.0,4680598819371.0,3030956949971.0,,,,,,,,,,,
. Giá vốn hàng bán__1,5428507938997.0,6538311363288.0,6131605909965.0,5499926356550.0,5673412996319.0,,4800656852244.0,4004486907249.0,2478126671113.0,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,235561537117.0,307127711103.0,454484203719.0,440052123084.0,419914468812.0,,792630012679.0,676111912122.0,552830278858.0,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,770211168962.0,192838811549.0,161252773151.0,151088493248.0,96815189147.0,,52261409273.0,39485298714.0,44982801899.0,,,,,,,,,,,
. Chi phí tài chính__1,234167450451.0,268230595209.0,288468490954.0,227749617979.0,261095246366.0,,404815665944.0,309666818652.0,346801695898.0,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,225141017993.0,265897837750.0,281186339889.0,185600612712.0,258555931244.0,,376068803685.0,293932698570.0,270959543821.0,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",6365268286.0,24468801065.0,-14785055303.0,41365320438.0,-25156869343.0,,-1770173534.0,,,,,,,,,,,,,
. Chi phí bán hàng__1,24887650842.0,37179904209.0,26723264586.0,34535958475.0,34426396007.0,,15681428774.0,7497851622.0,9724799158.0,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,288334867596.0,185574210798.0,185600243159.0,176683809009.0,154259983912.0,,137989365667.0,122006360515.0,103214848367.0,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,464748005476.0,33450613501.0,100159922868.0,193536551307.0,41791162331.0,,284634788033.0,248715609005.0,98890451483.0,,,,,,,,,,,
. Thu nhập khác__1,48450987289.0,29626695310.0,7877672685.0,21437405610.0,28361938859.0,,37523317469.0,59154747399.0,34745132153.0,,,,,,,,,,,
. Chi phí khác__1,6696753336.0,9552089623.0,6329504631.0,9826826000.0,21291485317.0,,15971606260.0,23420022776.0,28244944799.0,,,,,,,,,,,
. Lợi nhuận khác__1,41754233953.0,20074605687.0,1548168054.0,11610579610.0,7070453542.0,,21551711209.0,35734724623.0,6500187354.0,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,506502239429.0,53525219188.0,101708090922.0,205147130917.0,48861615873.0,,306186499242.0,256739762586.0,66209352985.0,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,49027612344.0,13861692637.0,10277601748.0,13891591358.0,10278055078.0,,8324236910.0,6842490831.0,6044987516.0,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,-9531016266.0,-47344092.0,707439569.0,-1191779445.0,-142118210.0,,,-569666667.0,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,467005643351.0,39710870643.0,90723049605.0,192447319004.0,38725679005.0,,297862262332.0,278177509464.0,99345651321.0,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,-12145276033.0,-10530020405.0,23418290575.0,54854582919.0,9321214042.0,,141945495184.0,172084650212.0,88412462394.0,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,479150919384.0,50240891048.0,67304759030.0,137592736085.0,29404464963.0,,155916767148.0,106092859252.0,10933188927.0,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,4259.0,451.0,608.0,1243.0,262.0,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,4259.0,451.0,608.0,1243.0,262.0,,,,10933188927.0,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,-27710571042.0,-39181285852.0,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,8176069286149.0,6633930917863.0,7244823853998.0,6104086256742.0,4996297597259.0,,4684294042322.0,3844867674228.0,2338221292078.0,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,1323039553425.0,856676928628.0,1899433194086.0,1496894243402.0,1295587452896.0,,1027783790441.0,802934350552.0,307535502843.0,,,,,,,,,,,
..Tiền__1,793350722512.0,487364601697.0,834049501468.0,720146717489.0,435943453837.0,,630258634767.0,704234350552.0,227032724638.0,,,,,,,,,,,
..Các khoản tương đương tiền__1,529688830913.0,369312326931.0,1065383692618.0,776747525913.0,859643999059.0,,397525155674.0,98700000000.0,80502778205.0,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,364798684761.0,57314410185.0,209920568747.0,331717077645.0,43700000000.0,,256447178431.0,419284608540.0,86390869208.0,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
