field,[2021],[2020],[2019],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2009],[2008],[2007],[2005],[2004],[2003],[2002],[2001],[2000],[1999],[2018],[2010],[2006]
. Doanh thu bán hàng và cung cấp dịch vụ__1,650148136248.0,728582496415.0,691485702395.0,611910105351.0,,,,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,1450000.0,,89387728.0,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,650148136248.0,728581046415.0,691485702395.0,611820717623.0,,,,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,578731775257.0,648984925398.0,609205657982.0,546258715162.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,71416360991.0,79596121017.0,82280044413.0,65562002461.0,,,,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7638558828.0,9381676739.0,11776928962.0,13606376831.0,,,,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,406023529.0,924890156.0,632122912.0,512163234.0,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,4750944770.0,5218939576.0,5855208476.0,6871193981.0,,,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,33817431627.0,32226921969.0,30320927880.0,29728199455.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,40080519893.0,50607046055.0,57248714107.0,42056822622.0,,,,,,,,,,,,,,,,,,,
. Thu nhập khác__1,1844875093.0,95840824.0,334114520.0,67269183.0,,,,,,,,,,,,,,,,,,,
. Chi phí khác__1,175399058.0,119809744.0,988209193.0,179126021.0,,,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,1669476035.0,-23968920.0,-654094673.0,-111856838.0,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,41749995928.0,50583077135.0,56594619434.0,41944965784.0,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,7140739186.0,8476049967.0,9633799237.0,6501943758.0,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,34609256742.0,42107027168.0,46960820197.0,35443022026.0,,,,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,34609256742.0,42107027168.0,46960820197.0,35443022026.0,,,,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,4134.0,5604.0,6906.0,5212.0,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,401956113112.0,356691280424.0,298767972671.0,374126689644.0,,,,,,,,,,,,,,,,,335863031135.0,,
. Tiền và các khoản tương đương tiền__1,97299243376.0,44359080786.0,60513753437.0,145658316125.0,,,,,,,,,,,,,,,,,58290805780.0,,
..Tiền__1,74299243376.0,22359080786.0,44513753437.0,50952816125.0,,,,,,,,,,,,,,,,,12290805780.0,,
..Các khoản tương đương tiền__1,23000000000.0,22000000000.0,16000000000.0,94705500000.0,,,,,,,,,,,,,,,,,46000000000.0,,
. Các khoản đầu tư tài chính ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,,,,,,,,,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,112325433320.0,121819457695.0,55847300049.0,97944557815.0,,,,,,,,,,,,,,,,,112102783818.0,,
..Phải thu khách hàng__1,87650372734.0,107583294045.0,42372128525.0,88644115857.0,,,,,,,,,,,,,,,,,92267458985.0,,
..Trả trước cho người bán__1,11260458427.0,2515271624.0,3671956860.0,1821931000.0,,,,,,,,,,,,,,,,,5944384388.0,,
.. Phải thu nội bộ ngắn hạn__1,,11417796116.0,8664196729.0,18134891501.0,,,,,,,,,,,,,,,,,13749754093.0,,
.. Phải thu theo tiến độ Kế hoạch hợp đồng xây dựng__1,,,,,,,,,,,,,,,,,,,,,,,
. Phải thu về cho vay ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,,,
.. Các khoản phải thu khác__1,15137847805.0,1373665133.0,1648486458.0,1936207259.0,,,,,,,,,,,,,,,,,1432310236.0,,
.. Dự phòng phải thu ngắn hạn khó đòi__1,-1723245646.0,-1070569223.0,-509468523.0,-12592587802.0,,,,,,,,,,,,,,,,,-1291123884.0,,
. Tài sản thiếu chờ xử lý__1,,,,,,,,,,,,,,,,,,,,,,,
. Hàng tồn kho__1,192225986980.0,190450695083.0,182344872325.0,130440960114.0,,,,,,,,,,,,,,,,,164355410664.0,,
.. Hàng tồn kho__1,198751862802.0,197321374915.0,190425823115.0,134215843846.0,,,,,,,,,,,,,,,,,169970391008.0,,
.. Dự phòng giảm giá hàng tồn kho__1,-6525875822.0,-6870679832.0,-8080950790.0,-3774883732.0,,,,,,,,,,,,,,,,,-5614980344.0,,
. Tài sản ngắn hạn khác__1,105449436.0,62046860.0,62046860.0,82855590.0,,,,,,,,,,,,,,,,,1114030873.0,,
.. Chi phí trả trước ngắn hạn__1,,,,,,,,,,,,,,,,,,,,,43929546.0,,
.. Thuế GTGT được khấu trừ__1,,,,,,,,,,,,,,,,,,,,,839499757.0,,
.. Thuế và các khoản khác phải thu Nhà nước__1,105449436.0,62046860.0,62046860.0,82855590.0,,,,,,,,,,,,,,,,,230601570.0,,
