field,[2021],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000],[1999],[2020],[2019],[2008]
. Doanh thu bán hàng và cung cấp dịch vụ__1,394473550573.0,479260266626.0,327765299429.0,237304133206.0,212247225811.0,184371323690.0,151907407873.0,122046993076.0,98620320660.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,13396621786.0,8083201042.0,5282954505.0,993063417.0,149279266.0,75421180.0,27405632.0,66724581.0,253467595.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,381076928787.0,471177065584.0,322482344924.0,236311069789.0,212097946545.0,184295902510.0,151880002241.0,121980268495.0,98366853065.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,118993422870.0,173878541548.0,136421485128.0,117708601277.0,112995876740.0,106358320330.0,89678099099.0,89310634720.0,68803679489.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,262083505917.0,297298524036.0,186060859796.0,118602468512.0,99102069805.0,77937582180.0,62201903142.0,32669633775.0,29563173576.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7347343912.0,2008360124.0,1606961495.0,88457734.0,74268173.0,49280721.0,52913835.0,613655253.0,1321064649.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,1427205318.0,2610947146.0,2583379416.0,2779880723.0,4017181655.0,3361095375.0,6063487353.0,3245005703.0,3167553534.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,449000236.0,1328828318.0,1796633711.0,2771850723.0,3903751205.0,3223952330.0,2519865727.0,1995344024.0,2415421866.0,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,95483791936.0,153476627265.0,105933122411.0,58889354821.0,47405551606.0,35307251113.0,31618078154.0,13704386790.0,9569286250.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,56157269010.0,41422251478.0,32656212181.0,30078024223.0,28626341003.0,20795073233.0,13849190847.0,11355924772.0,12424896089.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,116362583565.0,101797058271.0,46495107283.0,26943666479.0,19127263714.0,18523443180.0,10724060623.0,4977971763.0,5722502352.0,,,,,,,,,,,,,,
. Thu nhập khác__1,764423858.0,3586647102.0,2620577196.0,3256058708.0,2054257933.0,917870950.0,4026693819.0,1748119107.0,1027803810.0,,,,,,,,,,,,,,
. Chi phí khác__1,638989547.0,3168798369.0,977362515.0,1626888413.0,253610684.0,2020234007.0,320955990.0,141065838.0,126814814.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,125434311.0,417848733.0,1643214681.0,1629170295.0,1800647249.0,-1102363057.0,3705737829.0,1607053269.0,900988996.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,116488017876.0,102214907004.0,48138321964.0,28572836774.0,20927910963.0,17421080123.0,14429798452.0,6585025032.0,6623491348.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,23560974899.0,22151562516.0,9803165046.0,6055877141.0,4708400601.0,5731328864.0,6487228162.0,1327402730.0,1177504007.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,92927042977.0,80063344488.0,38335156918.0,22516959633.0,16219510362.0,11689751259.0,7942570290.0,5257622302.0,5445987341.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,92927042977.0,80063344488.0,38335156918.0,22516959633.0,16219510362.0,11689751259.0,7942570290.0,5257622302.0,5445987341.0,,,,,,,,,,,,,,
