field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,94938414059.0,62213927040.0,88308056246.0,120499588620.0,81051385840.0,129021697529.0,150541346325.0,140218308286.0,160333832134.0,140279934760.0,142581190734.0,132290619171.0,121095113204.0,134084458936.0,,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,117899700.0,,,79146400.0,,190733400.0,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,94938414059.0,62213927040.0,88308056246.0,120499588620.0,81051385840.0,128903797829.0,150541346325.0,140218308286.0,160254685734.0,140279934760.0,142390457334.0,132290619171.0,121095113204.0,134084458936.0,,,,,,
. Giá vốn hàng bán__1,,84288196379.0,58731008883.0,86519615928.0,111362419809.0,75107099561.0,119209479184.0,135318764883.0,133676343953.0,138784030702.0,127547917270.0,121306569608.0,111666848821.0,105126536241.0,123591215793.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,10650217680.0,3482918157.0,1788440318.0,9137168811.0,5944286279.0,9694318645.0,15222581442.0,6541964333.0,21470655032.0,12732017490.0,21083887726.0,20623770350.0,15968576963.0,10493243143.0,,,,,,
. Doanh thu hoạt động tài chính__1,,1168352110.0,380577387.0,642504270.0,673981961.0,1011846210.0,1427159110.0,701572267.0,752469521.0,829329028.0,3004925148.0,1412837114.0,1612959593.0,1275119915.0,740684385.0,,,,,,
. Chi phí tài chính__1,,270185904.0,274437665.0,327644386.0,502789186.0,260513541.0,1020378946.0,999722834.0,758906968.0,1021019948.0,670412879.0,739588750.0,931766562.0,2633358407.0,3128345595.0,,,,,,
- Trong đó: Chi phí lãi vay__1,,147929970.0,227748729.0,219676670.0,278614099.0,63113712.0,318153445.0,617199626.0,492614722.0,760846236.0,292820945.0,266356832.0,,,,,,,,,
. Chi phí bán hàng__1,,1336568414.0,968394815.0,1489050174.0,1846445463.0,1580158021.0,2439220034.0,2853402931.0,2830217918.0,3423630799.0,2864605001.0,3513651645.0,3916117499.0,3815665077.0,4843064344.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,,6919826155.0,5435494134.0,6076238120.0,6569742418.0,5842640399.0,6310865695.0,6290970635.0,5722979191.0,7422240213.0,5864999468.0,7056866674.0,5589068020.0,3455291817.0,3233640733.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,3291989317.0,-2814831070.0,-5461988092.0,892173705.0,-727179472.0,1351013080.0,5780057309.0,-2017670223.0,10433093100.0,6336925290.0,11186617771.0,11799777862.0,7339381577.0,28876856.0,,,,,,
. Thu nhập khác__1,,1214673537.0,1225959094.0,1396117244.0,1109398685.0,830193054.0,278104751.0,135270375.0,267773603.0,89493809.0,1070608295.0,58476765.0,82005923.0,8830559.0,272045437.0,,,,,,
. Chi phí khác__1,,75922313.0,90970452.0,96013879.0,90477119.0,78864283.0,36485258.0,15764438.0,,27683988.0,829641344.0,46209524.0,31584894.0,,,,,,,,
