field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,573814559035.0,614463167002.0,625259906029.0,601820294360.0,556411486465.0,461027278939.0,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,2515914337.0,3155000017.0,3226792239.0,2101791251.0,2945720753.0,2152676094.0,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,571298644698.0,611308166985.0,622033113790.0,599718503109.0,553465765712.0,458874602845.0,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,448901735660.0,470573105094.0,471780341387.0,453256220812.0,415053922350.0,340264927916.0,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,122396909038.0,140735061891.0,150252772403.0,146462282297.0,138411843362.0,118609674929.0,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,7007670373.0,8986590850.0,7592097514.0,6068386193.0,2091144703.0,3819568743.0,,,,,,,,,,,,,,
. Chi phí tài chính__1,199685484.0,162375168.0,79735100.0,34869646.0,30746576.0,20560472.0,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,82274210045.0,92265747703.0,94443675474.0,95537810893.0,88684732147.0,77818438836.0,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,28961756702.0,29222569752.0,32099406364.0,25090504422.0,23152879869.0,20092684711.0,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,17968927180.0,28070960118.0,31222052979.0,31867483529.0,28634629473.0,24497559653.0,,,,,,,,,,,,,,
. Thu nhập khác__1,135821155.0,244103797.0,706769038.0,725069809.0,303501621.0,601363672.0,,,,,,,,,,,,,,
. Chi phí khác__1,5158658.0,200343932.0,507571426.0,19824197.0,35729123.0,61264192.0,,,,,,,,,,,,,,
. Lợi nhuận khác__1,130662497.0,43759865.0,199197612.0,705245612.0,267772498.0,540099480.0,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,18099589677.0,28114719983.0,31421250591.0,32572729141.0,28902401971.0,25037659133.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,3876175598.0,5983482464.0,6641584279.0,6759306393.0,6136638026.0,5342570193.0,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,14223414079.0,22131237519.0,24779666312.0,25813422748.0,22765763945.0,19695088940.0,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,14223414079.0,22131237519.0,24779666312.0,25813422748.0,22765763945.0,19695088940.0,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2963.0,4611.0,5162.0,5378.0,4743.0,4103.0,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,242802566190.0,234854694199.0,224045822102.0,201477148104.0,193314700758.0,163609971321.0,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,49631175519.0,46548295137.0,51607389759.0,50216144696.0,66011019868.0,122335084662.0,,,,,,,,,,,,,,
..Tiền__1,19604874149.0,31521993737.0,43546540248.0,40065976799.0,36676915805.0,51842796993.0,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,30026301370.0,15026301400.0,8060849511.0,10150167897.0,29334104063.0,70492287669.0,,,,,,,,,,,,,,
. Các khoản đầu tư tài chính ngắn hạn__1,108948216598.0,130760442291.0,124092329230.0,101742369151.0,81253736009.0,,,,,,,,,,,,,,,
.. Chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Dự phòng giảm giá chứng khoán kinh doanh__1,,,,,,,,,,,,,,,,,,,,
.. Đầu tư nắm giữ đến ngày đáo hạn__1,108948216598.0,130760442291.0,124092329230.0,101742369151.0,81253736009.0,,,,,,,,,,,,,,,
. Các khoản phải thu ngắn hạn__1,41513943911.0,31889557316.0,23309050853.0,28091670928.0,19992905845.0,17544026071.0,,,,,,,,,,,,,,
..Phải thu khách hàng__1,17183993666.0,28335303066.0,22070578052.0,25660744235.0,17701732897.0,14555937475.0,,,,,,,,,,,,,,
..Trả trước cho người bán__1,24190773352.0,3102399457.0,752466212.0,1795552000.0,1464062360.0,1078927040.0,,,,,,,,,,,,,,
