field,[2021],[2020],[2019],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2018]
. Doanh thu bán hàng và cung cấp dịch vụ__1,1609495349224.0,2007078938478.0,2042749649511.0,1480339509403.0,1207763479859.0,969380486408.0,823294626510.0,745375619510.0,677149728562.0,630414655671.0,543415350125.0,586913029646.0,588705800777.0,545418537712.0,391605550109.0,,,,,,
. Các khoản giảm trừ doanh thu__1,131339365.0,603768936.0,514326541.0,24815570.0,2322902023.0,28808908946.0,3240952706.0,2393760600.0,118302442.0,328835539.0,240217618.0,313414675.0,5054425158.0,5381357441.0,4604480801.0,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,1609364009859.0,2006475169542.0,2042235322970.0,1480314693833.0,1205440577836.0,940571577462.0,820053673804.0,742981858910.0,677031426120.0,630085820132.0,543175132507.0,586599614971.0,583651375619.0,540037180271.0,387001069308.0,,,,,,
. Giá vốn hàng bán__1,1455341542511.0,1767422172628.0,1790834772019.0,1255975960998.0,1024671734836.0,792220534254.0,689838453837.0,624593840321.0,582898145151.0,540419464845.0,467142874199.0,509903033218.0,503381857367.0,467207605311.0,338636993399.0,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,154022467348.0,239052996914.0,251400550951.0,224338732835.0,180768843000.0,148351043208.0,130215219967.0,118388018589.0,94133280969.0,89666355287.0,76032258308.0,76696581753.0,80269518252.0,72829574960.0,48364075909.0,,,,,,
. Doanh thu hoạt động tài chính__1,30724604694.0,14354544701.0,19555222770.0,11427531972.0,8845276566.0,7538699298.0,4641126358.0,5647612228.0,9866067593.0,8786791108.0,4063679448.0,4970588465.0,5624962752.0,592000341.0,389800609.0,,,,,,
. Chi phí tài chính__1,14099188588.0,16401441493.0,14774915030.0,11839855907.0,9352742956.0,8819118507.0,7590021337.0,10543222403.0,20046710744.0,24195994671.0,16157857679.0,10104053957.0,17018491818.0,10369153439.0,7744115248.0,,,,,,
- Trong đó: Chi phí lãi vay__1,13993022062.0,13323351965.0,14672444516.0,10580880673.0,8979692235.0,8083462675.0,8365125653.0,10543222403.0,,23862388575.0,15487392518.0,7783945467.0,14561165659.0,10298790697.0,7705941248.0,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",1996401228.0,1362992045.0,716983701.0,2551831508.0,1026363731.0,1232375547.0,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,25876254960.0,55395213547.0,86870321168.0,70066641669.0,58929442994.0,55292822560.0,49151629647.0,43120400762.0,35949995199.0,30280633053.0,27073564276.0,29797318934.0,33218329019.0,30522807965.0,15712960651.0,,,,,,
. Chi phí quản lý doanh nghiệp__1,66076396117.0,74237448035.0,66370986735.0,68932107500.0,55905781531.0,45744840313.0,42604800758.0,36978236661.0,28943897867.0,21584452293.0,17635236710.0,24192903167.0,22478313388.0,24107991765.0,18090440474.0,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,80691633605.0,108736430585.0,103656534489.0,87479491239.0,66452515816.0,47265336673.0,35509894583.0,33393770991.0,19058744752.0,22392066378.0,19229279091.0,17572894160.0,13179346779.0,8421622132.0,7206360145.0,,,,,,
. Thu nhập khác__1,9243892239.0,11894463346.0,9036347799.0,8749815052.0,5756942278.0,3974946338.0,3370662170.0,6135626531.0,354545455.0,500000.0,56000000.0,247619048.0,1031956500.0,5762007793.0,3375802693.0,,,,,,
. Chi phí khác__1,422578596.0,95000000.0,32900565.0,476505874.0,674845935.0,22375802.0,307997.0,237575022.0,,,50000000.0,,,,,,,,,,
. Lợi nhuận khác__1,8821313643.0,11799463346.0,9003447234.0,8273309178.0,5082096343.0,3952570536.0,3370354173.0,5898051509.0,354545455.0,500000.0,6000000.0,247619048.0,1031956500.0,5762007793.0,3375802693.0,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,89512947248.0,120535893931.0,112659981723.0,95752800417.0,71534612159.0,51217907209.0,39845105440.0,39291822500.0,19413290207.0,22392566378.0,19235279091.0,17820513208.0,14211303279.0,14183629925.0,10582162838.0,,,,,,
. Chi phí thuế TNDN hiện hành__1,18122945188.0,23772713505.0,22666912340.0,18646081098.0,14734989970.0,10913431579.0,8420271088.0,8775606580.0,4696961528.0,5612415646.0,3817055818.0,3447045696.0,2832521036.0,2850798533.0,1058204156.0,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,654305794.0,-29742954.0,-32720003.0,-439977804.0,-175360688.0,-114138651.0,-101371955.0,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,71390002060.0,96108874632.0,90022812337.0,77139439322.0,57239599993.0,40479836318.0,31538973003.0,30617587875.0,14716328679.0,16780150732.0,15418223273.0,14373467512.0,11378782243.0,11332831392.0,9523958682.0,,,,,,
. Lợi ích của cổ đông thiểu số__1,3444483033.0,4061379152.0,3789615713.0,5002390907.0,3441540539.0,3692405008.0,5241372401.0,3856277060.0,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,67945519027.0,92047495480.0,86233196624.0,72137048415.0,53798059454.0,36787431310.0,26297600602.0,26761310815.0,14716328679.0,16780150732.0,15418223273.0,14373467512.0,11378782243.0,11332831392.0,9523958682.0,,,,,,
. Lãi cơ bản trên cổ phiếu__1,2593.0,4357.0,4242.0,7240.0,7966.0,5469.0,4187.0,4261.0,2343.0,3743.0,3740.0,3487.0,2803.0,3170.0,4219.0,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,3485.0,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,964856684.0,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,1007286825845.0,733390241825.0,638033211197.0,570633971286.0,,372830726786.0,296545522567.0,254205924602.0,245721759618.0,253254472136.0,217904186459.0,202476967907.0,192945600277.0,198899874403.0,144318952182.0,,,,,,567079038722.0
. Tiền và các khoản tương đương tiền__1,59669255771.0,60494389520.0,54741891996.0,74620375489.0,,19686710186.0,38659893686.0,42202454841.0,21164898808.0,22973454762.0,20126639002.0,21832778748.0,14086573865.0,12113242525.0,8720619605.0,,,,,,45842564811.0
..Tiền__1,46669255771.0,60494389520.0,54741891996.0,74620375489.0,,19686710186.0,38659893686.0,42202454841.0,21164898808.0,22973454762.0,20126639002.0,21832778748.0,14086573865.0,12113242525.0,8720619605.0,,,,,,45842564811.0
..Các khoản tương đương tiền__1,13000000000.0,,,,,,,,,,,,,,,,,,,,
