field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002]
. Doanh thu bán hàng và cung cấp dịch vụ__1,10088157082401.0,7716890477631.0,7176575481550.0,6827333782705.0,5832973328808.0,4971748943654.0,5669707612058.0,6111349686517.0,6318179459845.0,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,218394177764.0,155615377213.0,133608551433.0,138005245929.0,85218359150.0,61578260352.0,87468200037.0,67206259558.0,55061470099.0,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,9869762904637.0,7561275100418.0,7042966930117.0,6689328536776.0,5747754969658.0,4910170683302.0,5582239412021.0,6044143426959.0,6263117989746.0,,,,,,,,,,,
. Giá vốn hàng bán__1,7088825980325.0,6244427300529.0,6083774733267.0,5252270494230.0,4366452519088.0,3595507736544.0,3950628153058.0,4586281377235.0,5065121230882.0,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,2780936924312.0,1316847799889.0,959192196850.0,1437058042546.0,1381302450570.0,1314662946758.0,1631611258963.0,1457862049724.0,1197996758864.0,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,167531907804.0,128316681426.0,127016141703.0,176153015449.0,168762736688.0,281352006888.0,226410038132.0,180835961746.0,128045999753.0,,,,,,,,,,,
. Chi phí tài chính__1,45072929624.0,63234525222.0,102753481637.0,260130153544.0,202888783558.0,432719478011.0,663674008733.0,478359553374.0,588369587137.0,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,18580201013.0,43301059166.0,-87172530234.0,142052771852.0,182986530390.0,206622388743.0,232444268230.0,327650250126.0,437882610768.0,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,420401252844.0,369000315151.0,364058697253.0,336114695573.0,333600305285.0,275833011237.0,276442817062.0,192794710362.0,137912365801.0,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,528491737615.0,304406663012.0,201319201758.0,320103363112.0,337350868958.0,254753830327.0,205377286383.0,169009356351.0,104625335122.0,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,1954502912033.0,708522977930.0,418076957905.0,696862845766.0,676225229457.0,632708634071.0,712527184917.0,798534391383.0,495135470557.0,,,,,,,,,,,
