field,[2021],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2020],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,74240708243.0,67275129079.0,,39811546450.0,,,,,,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,55000000.0,,4940000.0,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,74240708243.0,67220129079.0,,39806606450.0,,,,,,,,,,,,,,,,,
. Giá vốn hàng bán__1,,56190503437.0,51132724064.0,,27511670284.0,,,,,,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,18050204806.0,16087405015.0,,12294936166.0,,,,,,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,227404745.0,358428821.0,,9313558.0,,,,,,,,,,,,,,,,,
. Chi phí tài chính__1,,6270301530.0,6467516772.0,,2800673539.0,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,5682207467.0,6467516772.0,,2800673539.0,,,,,,,,,,,,,,,,,
. Chi phí bán hàng__1,,1785798274.0,1272090950.0,,992458366.0,,,,,,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,8702647843.0,8315910404.0,,4016564388.0,,,,,,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,1518861904.0,390315710.0,,4494553431.0,,,,,,,,,,,,,,,,,
. Thu nhập khác__1,,19048164.0,10000000.0,,36500000.0,,,,,,,,,,,,,,,,,
. Chi phí khác__1,,630880617.0,93358429.0,,83987101.0,,,,,,,,,,,,,,,,,
. Lợi nhuận khác__1,,-611832453.0,-83358429.0,,-47487101.0,,,,,,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,907029451.0,306957281.0,,4447066330.0,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,,,,,,,,,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,907029451.0,306957281.0,,4447066330.0,,,,,,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,907029451.0,306957281.0,,4447066330.0,,,,,,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,78.0,28.0,,,,,,,,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,78.0,28.0,,,,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,36641362202.0,47399323923.0,,22913693324.0,,,,,,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,,666640608.0,8265934713.0,,256791163.0,,,,,,,,,,,,,,,,,
..Tiền__1,,666640608.0,8265934713.0,,256791163.0,,,,,,,,,,,,,,,,,
..Các khoản tương đương tiền__1,,,,,,,,,,,,,,,,,,,,,,
