field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,137361213934.0,122640874013.0,119638032154.0,116391928751.0,102431555441.0,105195246079.0,113206094938.0,102349549942.0,,,,,,,,,,,,
. Các khoản giảm trừ doanh thu__1,,,4720623984.0,4483622482.0,3778582693.0,3189179784.0,2872390.0,19776000.0,552749896.0,5043062.0,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,132640589950.0,118157251531.0,115859449461.0,113202748967.0,102428683051.0,105175470079.0,112653345042.0,102344506880.0,,,,,,,,,,,,
. Giá vốn hàng bán__1,,,113474226054.0,98532050008.0,95700110671.0,92740167003.0,83977417617.0,87765128520.0,91552752632.0,82348256502.0,,,,,,,,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,19166363896.0,19625201523.0,20159338790.0,20462581964.0,18451265434.0,17410341559.0,21100592410.0,19996250378.0,,,,,,,,,,,,
. Doanh thu hoạt động tài chính__1,,,20408098.0,88713783.0,9952432.0,55506576.0,229883573.0,174302397.0,105437500.0,302618878.0,,,,,,,,,,,,
. Chi phí tài chính__1,,,419683084.0,427685834.0,321150260.0,166283600.0,114668376.0,273039598.0,317766903.0,242000288.0,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay__1,,,366164542.0,411567249.0,278873395.0,153416236.0,113879166.0,198867354.0,280013878.0,192391286.0,,,,,,,,,,,,
. Chi phí bán hàng__1,,,7079210481.0,7892381826.0,8145192417.0,6628196471.0,5636756449.0,5341614379.0,6149787557.0,7037541190.0,,,,,,,,,,,,
. Chi phí quản lý doanh nghiệp__1,,,10576591003.0,8645255314.0,8871384562.0,11399997462.0,11013570238.0,9951017386.0,10251798860.0,9485304478.0,,,,,,,,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,1111287426.0,2748592332.0,2831563983.0,2323611007.0,1916153944.0,2018972593.0,4486676590.0,3534023300.0,,,,,,,,,,,,
. Thu nhập khác__1,,,87553694.0,,198721304.0,38181818.0,438170662.0,1075909955.0,43772625.0,1370062246.0,,,,,,,,,,,,
. Chi phí khác__1,,,48000556.0,51300.0,81724993.0,29520465.0,36212282.0,,4123.0,42842824.0,,,,,,,,,,,,
. Lợi nhuận khác__1,,,39553138.0,-51300.0,116996311.0,8661353.0,401958380.0,1075909955.0,43768502.0,1327219422.0,,,,,,,,,,,,
. Phần lãi (lỗ thuần) trong công ty liên doanh/liên kết__1,,,,,,,,,,,,,,,,,,,,,,
. Tổng lợi nhuận kế toán trước thuế__1,,,1150840564.0,2748541032.0,2948560294.0,2332272360.0,2318112324.0,3094882548.0,4530445092.0,4861242722.0,,,,,,,,,,,,
. Chi phí thuế TNDN hiện hành__1,,,254463748.0,479624126.0,615193896.0,428756564.0,347537207.0,676853286.0,1126585292.0,1088981826.0,,,,,,,,,,,,
. Chi phí thuế TNDN hoãn lại__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế thu nhập doanh nghiệp__1,,,896376816.0,2268916906.0,2333366398.0,1903515796.0,1970575117.0,2418029262.0,3403859800.0,3772260896.0,,,,,,,,,,,,
. Lợi ích của cổ đông thiểu số__1,,,,,,,,,,,,,,,,,,,,,,
. Lợi nhuận sau thuế của công ty mẹ__1,,,896376816.0,2268916906.0,2333366398.0,1903515796.0,1970575117.0,2418029262.0,3403859800.0,3772260896.0,,,,,,,,,,,,
. Lãi cơ bản trên cổ phiếu__1,,,367.0,928.0,955.0,779.0,873.0,1091.0,1684.0,1886.0,,,,,,,,,,,,
. Cổ tức__1,,,,,,,,,,,,,,,,,,,,,,
. Lãi suy giảm trên cổ phiếu__1,,,,,955.0,779.0,,,,,,,,,,,,,,,,
". Phần lãi lỗ hoặc lỗ trong công ty liên doanh, liên kết__1",,,,,,,,,,,,,,,,,,,,,,
I - TÀI SẢN NGẮN HẠN__1,,,43942431526.0,48069840941.0,49118553365.0,44018473098.0,49339751799.0,44529832401.0,45433643886.0,39653156665.0,,,,,,,,,,,,
. Tiền và các khoản tương đương tiền__1,,,13351380065.0,3792480835.0,8503482646.0,4299295071.0,14171375997.0,5984209347.0,10885908565.0,9119083857.0,,,,,,,,,,,,
